id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
4816,264199.0,Victor Wanyama,Victor,Wanyama,1991-06-25,Kenya,Kenya,12.0,M,Centre Defensive Midfielder,210,105.0,5.0,160.0,2.0,1.0,264.0,,14.0,14.0,13.0,9.0,48.0,16.0,3.0,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,4.0,5.0,,,4.0,2.0,1.0,,35.0,39.0,,,1.0,15.0,6.0,,,,4.0,2.0,37.0,39.0,9.0,5.0,23.0,1.0,10.0,81.0,4.0,1.0,4.0,4.0,1.0,,,,5.0,28.0,7.0,7.0,108.0,43.0,4.0,6.0,513.0,1.0,2.0,322.0,3.0,26.0,38.0,2.0,79.0,79.0,2.0,14.0,23.0,15.0,102.0,,3.0,50.0,260.0,6.0,,2.0,129.0,12.0,9.0,9.0,3.0,3.0,66258.37243652344,61.0,,200.0,7.0,2.0,9.0,,326.0,7.0,2.0,9.0,13.0,,,414.0,7.0,8.0,8.0,6.0,,7.0,6.0,,13.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,,,,,,,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,281237.0,Stephen Ward,Stephen,Ward,1985-08-20,Ireland,Ireland,3.0,D,Left Full Back,210,36.0,4.0,48.0,,2.0,84.0,21.0,1.0,4.0,3.0,,16.0,22.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,24.0,15.0,,,,8.0,2.0,,0.0,5.0,,1.0,6.0,13.0,12.0,7.0,19.0,,2.0,53.0,3.0,,6.0,4.0,,,,,7.0,12.0,4.0,4.0,5.0,26.0,2.0,,230.0,1.0,1.0,112.0,1.0,54.0,,9.0,42.0,42.0,1.0,11.0,3.0,8.0,31.0,,,25.0,83.0,2.0,,1.0,41.0,12.0,12.0,3.0,8.0,8.0,24287.05517578125,40.0,0.0,80.0,8.0,,11.0,,113.0,1.0,2.0,,4.0,,25.0,178.0,2.0,,,3.0,,,2.0,2.0,2.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,2.0,,2.0,,,,,1.0,14.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,6447.0,James Ward-Prowse,James,Ward-Prowse,1994-11-01,England,England,8.0,M,Centre Central Midfielder,210,201.0,25.0,390.0,13.0,25.0,551.0,22.0,47.0,21.0,26.0,11.0,191.0,121.0,14.0,17.0,16.0,10.0,,2.0,,1.0,3.0,1.0,4.0,1.0,6.0,,1.0,,2.0,15.0,21.0,6.0,7.0,24.0,,3.0,2.0,158.0,112.0,4.0,1.0,3.0,37.0,29.0,1.0,92.0,18.0,16.0,9.0,119.0,72.0,53.0,30.0,119.0,,22.0,230.0,21.0,7.0,41.0,39.0,4.0,,,,30.0,73.0,27.0,27.0,193.0,72.0,11.0,8.0,1942.0,14.0,16.0,683.0,6.0,94.0,178.0,168.0,327.0,327.0,10.0,47.0,55.0,37.0,139.0,3.0,3.0,180.0,524.0,24.0,0.0,46.0,236.0,67.0,53.0,11.0,145.0,55.0,261907.8959960937,269.0,14.0,629.0,24.0,15.0,72.0,3.0,720.0,31.0,2.0,5.0,36.0,,22.0,1180.0,34.0,25.0,25.0,10.0,0.0,6.0,5.0,22.0,17.0,4.0,28.0,40.0,12.0,6.0,7.0,6.0,,,30.0,,3.0,,2.0,1.0,2.0,,,4.0,7.0,,2.0,6.0,1.0,2.0,6.0,4.0,,5.0,2.0,,,,2.0,2.0,6.0,12.0,3.0,16.0,6.0,21.0,2.0,,,1.0,1.0,3.0,30.0,32.0,1.0,2.0,,2.0,1.0,,90.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702,313793.0,Elliot Watt,Elliot,Watt,2000-03-11,England,Scotland,,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19967,286431.0,Kelland Watts,Kelland,Watts,1999-11-03,England,England,2.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,210,7.0,1.0,33.0,1.0,1.0,40.0,,14.0,7.0,8.0,1.0,12.0,21.0,4.0,,4.0,4.0,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,4.0,,,1.0,,1.0,,6.0,11.0,,,1.0,4.0,,,,,3.0,2.0,23.0,14.0,1.0,0.0,10.0,,3.0,20.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,0.0,11.0,1.0,1.0,9.0,2.0,,,147.0,3.0,2.0,53.0,,9.0,7.0,5.0,27.0,27.0,3.0,3.0,5.0,4.0,19.0,,1.0,25.0,39.0,2.0,0.0,5.0,9.0,2.0,1.0,6.0,,,21328.38598632812,35.0,7.0,45.0,,1.0,1.0,,54.0,4.0,1.0,7.0,3.0,,,87.0,9.0,5.0,5.0,2.0,0.0,6.0,2.0,,2.0,,,,,3.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,180235.0,Nahki Wells,Nahki,Wells,1990-06-01,Bermuda,Bermuda,21.0,F,Centre Striker,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,42970.0,Ashley Westwood,Ashley,Westwood,1990-04-01,England,England,18.0,M,Centre Central Midfielder,210,451.0,91.0,665.0,11.0,103.0,1085.0,3.0,18.0,20.0,34.0,17.0,304.0,212.0,9.0,13.0,23.0,7.0,,,,,1.0,3.0,3.0,1.0,2.0,1.0,,2.0,2.0,12.0,18.0,2.0,4.0,20.0,2.0,3.0,1.0,212.0,234.0,10.0,3.0,,52.0,25.0,,43.0,15.0,17.0,6.0,96.0,108.0,40.0,10.0,256.0,1.0,30.0,536.0,31.0,2.0,55.0,47.0,1.0,7.0,7.0,5.0,10.0,83.0,46.0,46.0,347.0,215.0,17.0,8.0,2822.0,21.0,7.0,1337.0,9.0,220.0,261.0,173.0,459.0,459.0,18.0,91.0,125.0,52.0,324.0,1.0,5.0,312.0,1017.0,29.0,0.0,42.0,512.0,212.0,40.0,14.0,87.0,47.0,371061.6064453125,509.0,7.0,994.0,62.0,12.0,227.0,1.0,1419.0,22.0,1.0,3.0,59.0,5.0,4.0,1867.0,26.0,29.0,29.0,22.0,0.0,11.0,8.0,15.0,31.0,5.0,15.0,31.0,16.0,2.0,3.0,12.0,,4.0,12.0,1.0,1.0,1.0,,1.0,,,,,1.0,,2.0,2.0,,1.0,8.0,1.0,,2.0,1.0,1.0,,,,1.0,2.0,10.0,7.0,24.0,2.0,8.0,8.0,1.0,2.0,,,6.0,120.0,21.0,,2.0,,1.0,1.0,,40.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14548,284417.0,Ben White,Ben,White,1997-10-08,England,England,4.0,D,Centre/Right Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,140423.0,Dean Whitehead,Dean,Whitehead,1982-01-12,England,England,4.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,90970.0,Alfie Whiteman,Alfie,Whiteman,1998-10-02,England,England,,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,293052.0,Ben Whitfield,Ben,Whitfield,1996-02-28,England,England,10.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,301494.0,Connor Wickham,Connor,Wickham,1993-03-31,England,England,19.0,F,Centre Striker,210,1.0,,4.0,0.0,,5.0,,7.0,7.0,6.0,2.0,7.0,3.0,5.0,,3.0,4.0,,,1.0,2.0,,3.0,1.0,,2.0,1.0,,2.0,,,4.0,,,1.0,1.0,1.0,,2.0,2.0,,,,1.0,,,,,2.0,1.0,12.0,7.0,2.0,2.0,3.0,,3.0,3.0,,,1.0,1.0,,1.0,,1.0,2.0,6.0,,,2.0,,3.0,1.0,61.0,3.0,1.0,10.0,,1.0,1.0,1.0,13.0,13.0,,,2.0,1.0,4.0,,3.0,2.0,4.0,,,4.0,2.0,,2.0,,1.0,1.0,10048.255493164072,6.0,2.0,10.0,,0.0,,,11.0,5.0,,6.0,,,,29.0,9.0,4.0,4.0,,,2.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,35781.0,Rhoys Wiggins,Rhoys,Wiggins,1987-11-04,England,Wales,12.0,D,Left Full Back,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,279430.0,Georginio Wijnaldum,Georginio,Wijnaldum,1990-11-11,Netherlands,Netherlands,18.0,M,Centre Attacking Midfielder,210,704.0,58.0,910.0,16.0,57.0,1611.0,6.0,34.0,32.0,35.0,12.0,146.0,88.0,19.0,11.0,23.0,11.0,,,3.0,4.0,3.0,9.0,3.0,2.0,6.0,3.0,3.0,5.0,6.0,11.0,21.0,2.0,5.0,19.0,,4.0,1.0,337.0,182.0,2.0,4.0,,29.0,13.0,,7.0,5.0,39.0,6.0,122.0,131.0,24.0,13.0,185.0,7.0,18.0,395.0,31.0,3.0,16.0,15.0,1.0,,,,13.0,90.0,21.0,21.0,497.0,175.0,1.0,5.0,2736.0,10.0,10.0,1744.0,7.0,203.0,343.0,35.0,286.0,286.0,9.0,60.0,113.0,29.0,540.0,2.0,15.0,363.0,1586.0,14.0,1.0,25.0,755.0,91.0,24.0,49.0,13.0,7.0,333028.8112792969,426.0,18.0,1027.0,13.0,16.0,87.0,2.0,1769.0,30.0,13.0,3.0,40.0,5.0,6.0,2144.0,42.0,53.0,53.0,30.0,0.0,28.0,29.0,9.0,27.0,3.0,2.0,3.0,1.0,6.0,,2.0,,1.0,2.0,1.0,3.0,3.0,2.0,,,,,,,1.0,,4.0,,4.0,1.0,,,4.0,,,,0.0,,2.0,,5.0,10.0,2.0,,,1.0,,,2.0,,1.0,143.0,15.0,3.0,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10798,305297.0,Yanic-Sonny Wildschut,Yanic-Sonny,Wildschut,1991-11-01,Netherlands,Suriname,30.0,F,Forward,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,287510.0,Jonathan Williams,Jonathan,Williams,1993-10-09,Wales,Wales,20.0,M,Left/Centre/Right Attacking Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,188215.0,Willian,Willian,Borges da Silva,1988-08-09,Brazil,Brazil,12.0,F,Left/Centre/Right Winger,210,272.0,40.0,821.0,46.0,39.0,1054.0,4.0,23.0,11.0,32.0,9.0,140.0,73.0,34.0,28.0,46.0,6.0,1.0,,,,1.0,9.0,10.0,2.0,15.0,3.0,2.0,5.0,6.0,27.0,52.0,3.0,17.0,47.0,,6.0,7.0,383.0,105.0,10.0,6.0,,53.0,16.0,,111.0,49.0,39.0,8.0,110.0,116.0,11.0,6.0,80.0,13.0,12.0,254.0,25.0,3.0,25.0,21.0,3.0,6.0,5.0,3.0,6.0,35.0,13.0,13.0,341.0,36.0,6.0,5.0,2108.0,41.0,22.0,1194.0,1.0,244.0,193.0,231.0,447.0,447.0,14.0,39.0,52.0,53.0,252.0,,18.0,491.0,1023.0,16.0,2.0,79.0,303.0,62.0,11.0,62.0,169.0,75.0,233392.15649414065,608.0,19.0,1096.0,5.0,53.0,51.0,11.0,1230.0,62.0,17.0,6.0,35.0,8.0,6.0,1792.0,103.0,52.0,52.0,31.0,1.0,18.0,40.0,40.0,21.0,2.0,29.0,39.0,12.0,16.0,3.0,2.0,1.0,3.0,26.0,16.0,9.0,2.0,2.0,2.0,,3.0,,2.0,8.0,,1.0,11.0,,5.0,11.0,2.0,,9.0,,3.0,,,,5.0,1.0,22.0,3.0,6.0,1.0,20.0,4.0,2.0,3.0,1.0,5.0,,25.0,37.0,18.0,,3.0,2.0,2.0,1.0,96.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14446,287383.0,Joseph Willock,Joseph,Willock,1999-08-20,England,England,28.0,M,Centre Attacking Midfielder,210,2.0,,10.0,1.0,1.0,12.0,,1.0,1.0,2.0,,10.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,2.0,,,1.0,,,,4.0,1.0,,,,2.0,,,,,2.0,,5.0,4.0,,,2.0,,,5.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,5.0,1.0,,,64.0,,,15.0,,3.0,1.0,,10.0,10.0,,1.0,,2.0,1.0,,1.0,5.0,12.0,1.0,,,4.0,,,2.0,,,8698.096374511719,5.0,1.0,11.0,1.0,1.0,2.0,,15.0,2.0,1.0,1.0,1.0,,,31.0,3.0,3.0,3.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20929,277100.0,Ben Wilmot,Ben,Wilmot,1999-11-04,England,England,16.0,D,Centre Central Defender,210,2.0,,4.0,,3.0,6.0,,,,2.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,1.0,,1.0,,4.0,,,7.0,,,2.0,2.0,,,,,,1.0,,,,3.0,1.0,,26.0,,,9.0,1.0,1.0,3.0,,3.0,3.0,,2.0,1.0,1.0,2.0,,,4.0,6.0,1.0,,,3.0,,1.0,,,,3770.684448242192,5.0,,6.0,4.0,,5.0,,9.0,,,2.0,,,,13.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,286905.0,Jack Wilshere,Jack,Wilshere,1992-01-01,England,England,11.0,M,Centre Central Midfielder,210,79.0,12.0,115.0,5.0,15.0,194.0,,0.0,3.0,8.0,3.0,41.0,25.0,1.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,,,35.0,27.0,1.0,,,7.0,4.0,,2.0,,7.0,1.0,19.0,37.0,,,21.0,1.0,7.0,40.0,4.0,,10.0,10.0,,1.0,1.0,1.0,,9.0,7.0,7.0,74.0,18.0,4.0,,389.0,4.0,1.0,212.0,1.0,35.0,21.0,9.0,36.0,36.0,1.0,11.0,15.0,7.0,68.0,,1.0,46.0,190.0,2.0,,5.0,83.0,21.0,,16.0,2.0,,47728.486328125,58.0,4.0,136.0,,5.0,19.0,,217.0,2.0,1.0,4.0,7.0,1.0,,282.0,4.0,3.0,3.0,12.0,,3.0,15.0,,4.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,15.0,1.0,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
8454,219427.0,Callum Wilson,Callum,Wilson,1992-02-27,England,England,9.0,F,Centre Striker,210,86.0,6.0,216.0,19.0,4.0,296.0,1.0,90.0,46.0,30.0,8.0,221.0,163.0,62.0,3.0,21.0,37.0,4.0,2.0,12.0,21.0,13.0,23.0,15.0,3.0,10.0,12.0,0.0,5.0,,3.0,49.0,7.0,8.0,32.0,5.0,7.0,3.0,107.0,59.0,13.0,21.0,8.0,41.0,8.0,,1.0,20.0,44.0,5.0,204.0,104.0,15.0,10.0,39.0,14.0,41.0,104.0,29.0,14.0,47.0,42.0,8.0,9.0,9.0,9.0,10.0,60.0,4.0,4.0,101.0,22.0,13.0,1.0,2534.0,20.0,30.0,420.0,4.0,54.0,79.0,35.0,333.0,333.0,17.0,24.0,18.0,41.0,128.0,,24.0,132.0,276.0,10.0,1.0,31.0,111.0,10.0,15.0,42.0,20.0,20.0,303854.7685546875,220.0,27.0,349.0,2.0,31.0,8.0,19.0,440.0,65.0,8.0,1.0,9.0,2.0,1.0,838.0,161.0,96.0,96.0,32.0,0.0,12.0,17.0,23.0,7.0,3.0,,6.0,6.0,8.0,,,2.0,1.0,,6.0,6.0,2.0,3.0,7.0,,,,,,3.0,4.0,10.0,3.0,5.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,2.0,1.0,11.0,6.0,,1.0,,5.0,,,3.0,2.0,1.0,15.0,10.0,8.0,3.0,1.0,,7.0,0.0,,10.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,3.0,1.0,,,1.0,0.0,,5.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,
