id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
3488,17421.0,Craig Gordon,Craig,Gordon,1982-12-31,Scotland,Scotland,1.0,G,Goalkeeper,16,75.0,1.0,,,,,181.0,2.0,1.0,194.0,256.0,,,,,34.0,231.0,215.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,1.0,6.0,,,,2.0,5.0,3.0,5.0,34.0,2.0,,367.0,38.0,,,,34.0,,55.0,44.0,11.0,,,,,3.0,1.0,1.0,1.0,740.0,298.0,19.0,19.0,3060.0,1.0,1.0,,,46.0,46.0,22.0,8.0,508.0,503.0,1.0,43.0,,,103.0,2.0,125.0,1.0,39.0,,,,,301.0,,478.0,3.0,1.0,509.0,,603.0,,,,1.0,,,1312.0,2.0,4.0,10.0,,,1.0,1.0,149.0,108.0,1.0,21.0,34.0,301.0,35.0,251.0,109.0,8.0,21.0,45.0,38.0,84.0,18.0,11.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3390,268421.0,Dan Gosling,Dan,Gosling,1990-02-01,England,England,16.0,M,Centre/Right Central Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,178308.0,Herold Goulon,Herold,Goulon,1988-06-12,France,France,42.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,17678.0,Andreas Granqvist,Andreas,Granqvist,1985-04-16,Sweden,Sweden,6.0,D,Centre Central Defender,16,140.0,9.0,,1.0,1.0,,87.0,23.0,1.0,29.0,226.0,,3.0,10.0,12.0,14.0,115.0,90.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,78.0,1.0,8.0,2.0,1.0,1.0,3.0,2.0,2.0,35.0,56.0,71.0,38.0,,97.0,108.0,1.0,17.0,1.0,13.0,,24.0,19.0,5.0,,,,3.0,85.0,28.0,6.0,28.0,129.0,66.0,9.0,19.0,1171.0,1.0,2.0,,23.0,10.0,43.0,20.0,1.0,192.0,113.0,1.0,50.0,27.0,1.0,36.0,3.0,160.0,21.0,150.0,1.0,1.0,6.0,5.0,98.0,1.0,170.0,71.0,1.0,80.0,1.0,324.0,2.0,,1.0,30.0,,3.0,582.0,6.0,14.0,3.0,,4.0,26.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,21.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,302673.0,Anthony Grant,Anthony,Grant,1987-06-04,England,Jamaica,42.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,4606.0,Thomas Gravesen,Thomas,Gravesen,1976-03-11,Denmark,Denmark,10.0,M,Midfielder,16,20.0,5.0,1.0,3.0,2.0,,58.0,,6.0,11.0,75.0,1.0,1.0,2.0,,8.0,6.0,13.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,2.0,4.0,,2.0,2.0,8.0,6.0,,2.0,6.0,,,1.0,19.0,4.0,3.0,,1.0,1.0,4.0,7.0,2.0,15.0,4.0,6.0,2.0,,16.0,0.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,6.0,3.0,2.0,,173.0,2.0,1.0,2.0,,15.0,33.0,5.0,1.0,33.0,30.0,9.0,2.0,8.0,2.0,33.0,3.0,22.0,5.0,9.0,1.0,1.0,7.0,6.0,45.0,,76.0,,7.0,13.0,,91.0,8.0,1.0,7.0,3.0,1.0,3.0,136.0,6.0,1.0,4.0,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3159,276443.0,David Gray,David,Gray,1988-05-04,Scotland,Scotland,2.0,D,Right Full Back,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,181343.0,Robert Green,Robert,Green,1980-01-18,England,England,31.0,G,Goalkeeper,16,121.0,1.0,,,,,200.0,,,235.0,321.0,,,,,38.0,280.0,261.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,,3.0,8.0,,,,,10.0,4.0,3.0,31.0,,3.0,572.0,38.0,,1.0,,38.0,,50.0,41.0,8.0,,,,,,2.0,1.0,2.0,930.0,324.0,15.0,24.0,3420.0,6.0,1.0,,,51.0,83.0,22.0,2.0,689.0,684.0,,51.0,1.0,,133.0,7.0,181.0,5.0,36.0,,,,,432.0,,623.0,5.0,,687.0,,804.0,,,,,,,1711.0,1.0,2.0,13.0,,,,2.0,156.0,208.0,8.0,17.0,43.0,349.0,71.0,331.0,217.0,6.0,19.0,66.0,50.0,116.0,40.0,15.0,77.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,20.0,9.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,
1437,13058.0,Andy Griffin,Andy,Griffin,1979-03-17,England,England,,D,Right Full Back,16,163.0,17.0,,6.0,6.0,,201.0,18.0,1.0,44.0,358.0,3.0,106.0,7.0,1.0,15.0,120.0,94.0,5.0,2.0,,,1.0,,,,,,3.0,,,,1.0,2.0,1.0,,2.0,1.0,4.0,6.0,,,3.0,,,,86.0,2.0,14.0,1.0,,6.0,12.0,8.0,2.0,43.0,52.0,51.0,16.0,,165.0,48.0,,13.0,3.0,13.0,,31.0,24.0,7.0,,,,1.0,27.0,14.0,2.0,14.0,145.0,82.0,12.0,15.0,1150.0,6.0,1.0,1.0,4.0,80.0,81.0,33.0,2.0,201.0,174.0,4.0,39.0,43.0,3.0,108.0,7.0,178.0,36.0,78.0,5.0,,21.0,21.0,166.0,,306.0,52.0,1.0,85.0,,463.0,6.0,4.0,2.0,40.0,3.0,147.0,802.0,11.0,8.0,1.0,3.0,3.0,31.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,5.0,39.0,27.0,,,3.0,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,4528.0,Rostyn Griffiths,Rostyn,Griffiths,1988-03-10,Australia,Australia,37.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,40889.0,Ashley Grimes,Ashley,Grimes,1986-12-09,England,England,8.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,283459.0,Jonathan Grounds,Jonathan,Grounds,1988-02-02,England,England,27.0,D,Left Full Back,16,40.0,7.0,,,,,46.0,3.0,,7.0,86.0,,29.0,6.0,7.0,5.0,25.0,35.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,30.0,1.0,2.0,1.0,,,6.0,5.0,2.0,17.0,24.0,21.0,13.0,,45.0,0.0,,2.0,,5.0,,6.0,2.0,4.0,,,,,21.0,5.0,,5.0,49.0,24.0,2.0,5.0,424.0,,,,,40.0,1.0,14.0,,86.0,72.0,2.0,9.0,19.0,1.0,19.0,,47.0,18.0,35.0,6.0,,6.0,6.0,38.0,,82.0,13.0,,21.0,,123.0,2.0,1.0,,9.0,,48.0,250.0,7.0,4.0,1.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,50211.0,Péter Gulácsi,Péter,Gulácsi,1990-05-06,Hungary,Hungary,1.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,96933.0,Brynjar Gunnarsson,Brynjar,Gunnarsson,1975-10-16,Iceland,Iceland,26.0,M,Centre/Right Defensive Midfielder,16,119.0,9.0,,2.0,2.0,4.0,205.0,3.0,5.0,28.0,322.0,,2.0,6.0,18.0,20.0,129.0,114.0,4.0,,,,,,,,,,2.0,,,1.0,2.0,1.0,2.0,,2.0,2.0,6.0,9.0,,1.0,6.0,,,1.0,82.0,4.0,7.0,3.0,,2.0,5.0,21.0,4.0,73.0,98.0,22.0,7.0,,94.0,200.0,4.0,32.0,,18.0,,30.0,26.0,4.0,,,,1.0,20.0,27.0,1.0,27.0,60.0,32.0,10.0,5.0,1500.0,2.0,2.0,5.0,3.0,53.0,114.0,21.0,2.0,199.0,173.0,23.0,25.0,34.0,4.0,105.0,4.0,140.0,25.0,48.0,13.0,,7.0,7.0,194.0,12.0,326.0,17.0,6.0,47.0,,459.0,13.0,5.0,2.0,54.0,,2.0,696.0,46.0,21.0,6.0,5.0,7.0,41.0,3.0,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,3.0,4.0,2.0,,2.0,,3.0,1.0,,1.0,,3.0,,,,1.0,,,2.0,,,,,,,,1.0,1.0,,7.0,4.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3510,315655.0,Chris Gunter,Chris,Gunter,1989-07-21,Wales,Wales,,D,Right Full Back,16,14.0,,,,,,7.0,1.0,,,21.0,,8.0,,2.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,,1.0,3.0,6.0,1.0,1.0,,4.0,0.0,,,,1.0,,1.0,1.0,,,,,,3.0,,,,8.0,4.0,1.0,,78.0,,,,,4.0,2.0,1.0,,19.0,17.0,1.0,4.0,2.0,,2.0,,19.0,4.0,3.0,3.0,,,,4.0,,11.0,4.0,,3.0,,30.0,,1.0,1.0,3.0,,13.0,54.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,293915.0,Danny Guthrie,Danny,Guthrie,1987-04-18,England,England,16.0,M,Centre Central Midfielder,16,164.0,22.0,8.0,18.0,10.0,7.0,400.0,4.0,13.0,33.0,546.0,1.0,7.0,11.0,9.0,25.0,146.0,143.0,19.0,3.0,2.0,,2.0,,,1.0,1.0,,6.0,2.0,,3.0,5.0,2.0,6.0,,7.0,1.0,15.0,19.0,,1.0,14.0,1.0,,,174.0,7.0,12.0,6.0,32.0,23.0,23.0,52.0,7.0,108.0,111.0,9.0,5.0,,130.0,0.0,6.0,19.0,11.0,21.0,,23.0,16.0,7.0,,,,1.0,13.0,37.0,1.0,37.0,75.0,43.0,11.0,4.0,1892.0,11.0,11.0,1.0,5.0,97.0,184.0,65.0,2.0,311.0,294.0,64.0,25.0,85.0,13.0,225.0,22.0,195.0,43.0,26.0,35.0,29.0,86.0,57.0,323.0,15.0,591.0,17.0,13.0,54.0,3.0,700.0,21.0,9.0,4.0,57.0,1.0,8.0,1099.0,68.0,25.0,7.0,20.0,6.0,43.0,4.0,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,1.0,,5.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3526,4811.0,Erik Hagen,Erik,Hagen,1980-07-14,Norway,Norway,32.0,D,Defender,16,5.0,,,,,,2.0,,,,7.0,,,1.0,,1.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,4.0,3.0,3.0,2.0,,1.0,0.0,,2.0,,1.0,,1.0,1.0,,,,,,5.0,,,,2.0,1.0,1.0,,74.0,,,,,,,,,5.0,2.0,,,1.0,,1.0,,5.0,,6.0,,,,,1.0,,3.0,1.0,,1.0,,8.0,,1.0,,3.0,,,18.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,121148.0,Marcus Hahnemann,Marcus,Hahnemann,1972-06-15,United States,United States,1.0,G,Goalkeeper,16,96.0,,,,,,278.0,4.0,,307.0,374.0,,,,,38.0,342.0,273.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,,4.0,8.0,,,,,6.0,5.0,11.0,47.0,1.0,4.0,848.0,38.0,,1.0,,38.0,,66.0,56.0,10.0,,,,,1.0,2.0,2.0,2.0,1092.0,396.0,22.0,42.0,3420.0,,1.0,,,119.0,179.0,70.0,3.0,752.0,748.0,,77.0,2.0,,221.0,1.0,132.0,2.0,51.0,,,,,643.0,,780.0,11.0,,822.0,,912.0,,,,,,,1830.0,2.0,7.0,10.0,,5.0,,3.0,136.0,115.0,2.0,25.0,55.0,343.0,55.0,323.0,119.0,7.0,28.0,84.0,68.0,151.0,47.0,21.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,13.0,,,,,0.0,0.0,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,
3192,266500.0,Gregory Halford,Gregory,Halford,1984-12-08,England,England,23.0,D,Defender,16,89.0,7.0,,8.0,8.0,,121.0,12.0,,32.0,202.0,,52.0,5.0,15.0,8.0,53.0,46.0,7.0,,,1.0,,,,,,,4.0,1.0,3.0,,,1.0,1.0,,3.0,1.0,4.0,6.0,,1.0,2.0,,,,46.0,1.0,5.0,1.0,,4.0,19.0,4.0,3.0,26.0,45.0,36.0,23.0,1.0,121.0,0.0,3.0,9.0,,8.0,,14.0,9.0,5.0,,,,,41.0,22.0,3.0,22.0,120.0,60.0,4.0,10.0,678.0,5.0,2.0,1.0,,5.0,97.0,46.0,3.0,192.0,164.0,5.0,20.0,21.0,5.0,57.0,7.0,110.0,22.0,64.0,8.0,,23.0,23.0,118.0,1.0,215.0,52.0,,73.0,,302.0,7.0,1.0,,17.0,,92.0,554.0,13.0,8.0,1.0,5.0,4.0,14.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2558,12491.0,Fitz Hall,Fitz,Hall,1980-12-20,England,England,17.0,D,Centre Central Defender,16,8.0,,,,,,6.0,2.0,,1.0,14.0,,,,1.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,7.0,0.0,,1.0,,,,4.0,4.0,,,,,,1.0,,,,6.0,2.0,1.0,,39.0,,,,,,4.0,3.0,,8.0,7.0,,1.0,1.0,,2.0,,8.0,,1.0,,,,,8.0,,13.0,7.0,,5.0,,21.0,,,1.0,1.0,,,23.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,26395.0,John Halls,John,Halls,1982-02-14,England,England,21.0,D,Defender,16,,,,,,,4.0,1.0,,1.0,4.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,3.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,7.0,,,,,,3.0,,,1.0,1.0,,,,,4.0,,,,,,,,,4.0,,4.0,1.0,,1.0,,4.0,,,1.0,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,29970.0,Dietmar Hamann,Dietmar,Hamann,1973-08-27,Germany,Germany,16.0,M,Midfielder,16,599.0,38.0,,1.0,1.0,2.0,519.0,3.0,13.0,81.0,1117.0,,2.0,6.0,9.0,29.0,233.0,147.0,11.0,,1.0,1.0,,,,,,,4.0,2.0,1.0,,1.0,1.0,6.0,,5.0,1.0,12.0,12.0,,2.0,9.0,1.0,,1.0,225.0,6.0,37.0,9.0,,1.0,6.0,34.0,6.0,121.0,184.0,32.0,9.0,1.0,233.0,132.0,8.0,48.0,,26.0,,29.0,26.0,3.0,,,,4.0,19.0,57.0,2.0,57.0,245.0,167.0,10.0,5.0,2206.0,8.0,3.0,2.0,7.0,109.0,154.0,22.0,,307.0,271.0,14.0,60.0,151.0,5.0,191.0,11.0,664.0,85.0,68.0,7.0,,7.0,7.0,287.0,6.0,684.0,20.0,13.0,125.0,,1341.0,13.0,8.0,3.0,105.0,,3.0,1688.0,34.0,63.0,13.0,7.0,,83.0,8.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,35.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,267540.0,Ben Hamer,Ben,Hamer,1987-11-20,England,England,18.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,144559.0,Adam Hammill,Adam,Hammill,1988-01-25,England,England,11.0,M,Right Winger,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,13931.0,Brede Hangeland,Brede,Hangeland,1981-06-20,Norway,Norway,4.0,D,Centre Central Defender,16,309.0,21.0,,,,1.0,129.0,10.0,2.0,42.0,438.0,,2.0,10.0,33.0,15.0,104.0,93.0,2.0,,1.0,,1.0,,,,,,,2.0,,,1.0,,,,,,,3.0,,1.0,1.0,,,1.0,66.0,,6.0,5.0,,,1.0,2.0,3.0,33.0,83.0,121.0,57.0,,99.0,0.0,,14.0,,15.0,,18.0,13.0,5.0,,,,,122.0,34.0,9.0,34.0,179.0,91.0,6.0,8.0,1350.0,2.0,,2.0,12.0,80.0,14.0,13.0,,239.0,133.0,,47.0,19.0,3.0,44.0,2.0,326.0,64.0,227.0,2.0,,1.0,1.0,112.0,3.0,237.0,38.0,2.0,88.0,,562.0,5.0,,,37.0,,2.0,900.0,11.0,12.0,6.0,1.0,1.0,28.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,1.0,4.0,,,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,133089.0,Martin Hansen,Martin,Hansen,1990-06-15,Denmark,Denmark,35.0,G,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,95552.0,Mitchell Hanson,Mitchell,Hanson,1988-09-02,England,England,38.0,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
