id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
4398,166315.0,Michel Vorm,Michel,Vorm,1983-10-20,Netherlands,Netherlands,13.0,G,Goalkeeper,42,1.0,42.0,,,42.0,,,,,1.0,,6.0,4.0,,8.0,,,,,,,,,,,,12.0,1.0,1.0,,,,16.0,1.0,1.0,90.0,37.0,,,1.0,,3.0,3.0,3.0,,,17.0,,34.0,,44.0,1.0,,,,,,,1.0,4.0,,11.0,45.0,,,,,51.0,,,,,,1.0,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,7.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,135169.0,Matej Vydra,Matej,Vydra,1992-05-01,Czech Republic,Czech Republic,27.0,F,Centre Striker,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970,25556.0,Josh Wakefield,Josh,Wakefield,1993-11-06,England,England,25.0,M,Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,277556.0,Theo Walcott,Theo,Walcott,1989-03-16,England,England,32.0,F,Right Winger,42,151.0,55.0,195.0,20.0,247.0,1.0,3.0,14.0,5.0,28.0,2.0,92.0,99.0,77.0,59.0,22.0,9.0,15.0,3.0,8.0,80.0,65.0,6.0,1.0,18.0,3.0,89.0,12.0,9.0,,1.0,23.0,73.0,19.0,6.0,1374.0,297.0,8.0,47.0,45.0,31.0,179.0,177.0,29.0,25.0,22.0,71.0,117.0,234.0,8.0,68.0,16.0,8.0,49.0,20.0,18.0,147.0,12.0,262.0,1.0,26.0,8.0,310.0,4.0,13.0,11.0,3.0,584.0,35.0,35.0,24.0,13.0,7.0,7.0,3.0,3.0,4.0,,2.0,15.0,17.0,4.0,1.0,3.0,5.0,4.0,13.0,,16.0,4.0,7.0,2.0,4.0,6.0,4.0,2.0,1.0,8.0,,41.0,,11.0,33.0,,7.0,5.0,11.0,2.0,8.0,4.0,,30.0,2.0,,5.0,15.0,3.0,,14.0,14.0,12.0,4.0,1.0,5.0,12.0,22.0,1.0,,5.0,,15.0,18.0,2.0,45.0,13.0,14.0,25.0,1.0,,1.0,,2.0,,,,,2.0,,2.0,4.0,2.0,3.0,,,,,1.0,,1.0,3.0,2.0,4.0,5.0,5.0,,,13.0,,,2.0,,7.0,1.0,,2.0,,1.0,2.0,,1.0,3.0,,,1.0,3.0,1.0,2.0,1.0,8.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,50015.0,Kyle Walker,Kyle,Walker,1990-05-28,England,England,2.0,D,Right Full Back,42,66.0,420.0,578.0,5.0,980.0,2.0,282.0,25.0,52.0,33.0,11.0,221.0,153.0,216.0,209.0,65.0,25.0,52.0,26.0,13.0,127.0,183.0,78.0,53.0,222.0,29.0,468.0,28.0,26.0,1.0,62.0,125.0,515.0,267.0,5.0,2943.0,1227.0,9.0,45.0,393.0,104.0,554.0,526.0,132.0,71.0,65.0,51.0,276.0,959.0,22.0,515.0,79.0,106.0,44.0,78.0,78.0,371.0,14.0,813.0,100.0,5.0,183.0,1250.0,3.0,,87.0,378.0,2222.0,33.0,33.0,30.0,14.0,71.0,51.0,18.0,18.0,8.0,16.0,77.0,29.0,1.0,9.0,,,,4.0,3.0,,2.0,,2.0,2.0,3.0,,4.0,3.0,4.0,11.0,,16.0,,6.0,19.0,,4.0,1.0,,20.0,8.0,,,22.0,20.0,4.0,2.0,33.0,2.0,,92.0,92.0,128.0,24.0,10.0,11.0,23.0,7.0,5.0,1.0,6.0,,6.0,34.0,,21.0,2.0,15.0,17.0,12.0,7.0,,7.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,5.0,,1.0,1.0,,11.0,3.0,,,1.0,2.0,,1.0,,3.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13815,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,1997-04-13,England,England,2.0,D,Right Full Back,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,136908.0,Jonathan Walters,Jonathan,Walters,1983-09-20,Ireland,Ireland,39.0,F,Centre Striker,42,146.0,97.0,229.0,35.0,323.0,,1.0,103.0,81.0,27.0,5.0,145.0,102.0,126.0,67.0,21.0,8.0,31.0,5.0,6.0,160.0,124.0,22.0,15.0,63.0,14.0,129.0,23.0,16.0,2.0,18.0,151.0,142.0,25.0,9.0,1724.0,489.0,5.0,61.0,138.0,36.0,302.0,298.0,25.0,36.0,21.0,95.0,129.0,320.0,9.0,124.0,17.0,26.0,26.0,36.0,36.0,221.0,96.0,404.0,8.0,40.0,26.0,492.0,,9.0,8.0,1.0,772.0,46.0,46.0,27.0,11.0,5.0,6.0,3.0,3.0,29.0,1.0,15.0,21.0,13.0,5.0,1.0,5.0,9.0,4.0,14.0,,7.0,1.0,4.0,1.0,3.0,5.0,,1.0,1.0,2.0,,26.0,,4.0,18.0,,3.0,2.0,4.0,2.0,4.0,,,26.0,2.0,,5.0,18.0,7.0,,5.0,5.0,12.0,2.0,1.0,8.0,16.0,13.0,6.0,2.0,6.0,,15.0,24.0,,32.0,4.0,12.0,12.0,4.0,,,1.0,1.0,,,,1.0,2.0,1.0,3.0,5.0,,6.0,,,,,1.0,1.0,1.0,,4.0,5.0,5.0,5.0,,,25.0,,,2.0,,3.0,,,3.0,,2.0,3.0,,1.0,2.0,,,,,1.0,1.0,,1.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,30554.0,Victor Wanyama,Victor,Wanyama,1991-06-25,Kenya,Kenya,12.0,M,Centre Defensive Midfielder,42,176.0,540.0,574.0,11.0,1114.0,1.0,,68.0,64.0,30.0,34.0,199.0,137.0,173.0,250.0,40.0,36.0,6.0,1.0,8.0,189.0,209.0,51.0,25.0,202.0,50.0,456.0,31.0,26.0,,28.0,167.0,364.0,231.0,9.0,2500.0,1337.0,5.0,183.0,174.0,16.0,328.0,317.0,104.0,141.0,40.0,359.0,219.0,1099.0,26.0,608.0,106.0,62.0,34.0,7.0,7.0,316.0,4.0,751.0,20.0,12.0,134.0,1352.0,1.0,1.0,94.0,,1799.0,27.0,27.0,28.0,8.0,71.0,53.0,,,3.0,8.0,81.0,14.0,13.0,1.0,1.0,6.0,7.0,3.0,10.0,,2.0,1.0,4.0,3.0,6.0,2.0,4.0,9.0,2.0,15.0,,14.0,,2.0,19.0,4.0,1.0,1.0,,3.0,7.0,,,25.0,3.0,2.0,2.0,29.0,5.0,,68.0,68.0,146.0,11.0,1.0,7.0,8.0,5.0,6.0,1.0,5.0,,19.0,16.0,,31.0,3.0,13.0,23.0,6.0,4.0,,4.0,4.0,,,,,1.0,,1.0,1.0,,6.0,2.0,,,,1.0,1.0,,,2.0,,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,166681.0,Elliott Ward,Elliott,Ward,1985-01-19,England,England,34.0,D,Centre Central Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,6447.0,James Ward-Prowse,James,Ward-Prowse,1994-11-01,England,England,8.0,M,Centre Central Midfielder,42,101.0,218.0,391.0,21.0,584.0,1.0,,18.0,10.0,33.0,14.0,127.0,89.0,127.0,89.0,35.0,21.0,12.0,12.0,7.0,78.0,37.0,35.0,22.0,129.0,21.0,194.0,18.0,15.0,1.0,22.0,65.0,208.0,79.0,10.0,1533.0,671.0,,101.0,141.0,126.0,220.0,218.0,39.0,48.0,35.0,170.0,203.0,559.0,19.0,243.0,83.0,37.0,8.0,93.0,48.0,263.0,13.0,549.0,10.0,22.0,58.0,699.0,1.0,19.0,14.0,,991.0,14.0,14.0,8.0,10.0,11.0,46.0,25.0,13.0,5.0,,28.0,15.0,4.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,5.0,1.0,2.0,3.0,8.0,10.0,3.0,22.0,,20.0,,4.0,23.0,1.0,2.0,1.0,1.0,7.0,9.0,53.0,,17.0,7.0,1.0,1.0,14.0,3.0,1.0,22.0,22.0,53.0,5.0,1.0,15.0,17.0,7.0,6.0,1.0,2.0,1.0,12.0,32.0,45.0,28.0,5.0,16.0,6.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,,1.0,,,1.0,,3.0,2.0,1.0,1.0,,,1.0,,1.0,6.0,1.0,2.0,,,,1.0,12.0,7.0,,13.0,,,24.0,4.0,3.0,4.0,1.0,3.0,,3.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,35144.0,Marcin Wasilewski,Marcin,Wasilewski,1980-06-09,Poland,Poland,27.0,D,Defender,42,15.0,38.0,18.0,,56.0,,,5.0,8.0,4.0,1.0,43.0,13.0,3.0,9.0,2.0,5.0,,,1.0,14.0,18.0,10.0,6.0,10.0,4.0,47.0,6.0,6.0,,8.0,13.0,17.0,21.0,1.0,302.0,70.0,,2.0,8.0,1.0,26.0,19.0,5.0,4.0,2.0,6.0,5.0,53.0,1.0,44.0,7.0,17.0,,,,10.0,,29.0,7.0,,12.0,73.0,,1.0,10.0,2.0,121.0,,,,,6.0,5.0,,,,1.0,4.0,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,3.0,,,9.0,9.0,13.0,4.0,4.0,,,,5.0,1.0,,,1.0,,,1.0,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10359,18556.0,Bradley Watkins,Bradley,Watkins,1994-09-11,England,England,41.0,G,Goalkeeper,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,263017.0,Duncan Watmore,Duncan,Watmore,1994-03-08,England,England,18.0,F,Left/Centre/Right Striker,42,64.0,32.0,87.0,6.0,117.0,1.0,,17.0,5.0,23.0,1.0,95.0,75.0,50.0,43.0,21.0,7.0,20.0,3.0,6.0,83.0,52.0,4.0,3.0,11.0,5.0,38.0,14.0,14.0,,3.0,13.0,38.0,11.0,10.0,907.0,148.0,9.0,20.0,33.0,17.0,159.0,159.0,21.0,15.0,21.0,30.0,54.0,109.0,9.0,44.0,1.0,4.0,55.0,23.0,23.0,77.0,10.0,135.0,3.0,6.0,7.0,156.0,2.0,16.0,7.0,,364.0,32.0,32.0,15.0,12.0,6.0,,2.0,2.0,5.0,1.0,4.0,11.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,,4.0,3.0,7.0,1.0,,1.0,,2.0,1.0,3.0,,10.0,,2.0,6.0,3.0,3.0,1.0,2.0,1.0,2.0,,,24.0,1.0,,8.0,7.0,,,2.0,2.0,9.0,,,6.0,6.0,8.0,,4.0,7.0,,4.0,12.0,,14.0,3.0,7.0,25.0,,,,,,,,,,2.0,,,3.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,3.0,2.0,,,9.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,300636.0,Ryan Watson,Ryan,Watson,1993-07-07,England,England,7.0,M,Centre Central Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13563,315464.0,James Weir,James,Weir,1995-08-04,England,England,7.0,M,Midfielder,42,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,42,63.0,16.0,98.0,11.0,114.0,,,17.0,10.0,11.0,4.0,41.0,33.0,36.0,20.0,14.0,,2.0,,5.0,54.0,44.0,6.0,6.0,9.0,6.0,37.0,10.0,8.0,,6.0,17.0,38.0,8.0,2.0,578.0,140.0,3.0,39.0,19.0,6.0,85.0,85.0,7.0,8.0,14.0,37.0,67.0,106.0,11.0,23.0,2.0,6.0,27.0,2.0,2.0,85.0,11.0,127.0,,17.0,1.0,148.0,1.0,4.0,11.0,,281.0,15.0,15.0,9.0,5.0,8.0,1.0,,,2.0,,1.0,5.0,13.0,,1.0,2.0,6.0,3.0,5.0,,6.0,,1.0,,2.0,3.0,1.0,,1.0,2.0,,15.0,,5.0,12.0,3.0,4.0,1.0,3.0,,4.0,,,18.0,,,4.0,7.0,2.0,1.0,2.0,2.0,5.0,,1.0,1.0,6.0,11.0,,,5.0,,5.0,7.0,,20.0,7.0,4.0,14.0,,1.0,1.0,1.0,2.0,,,,,2.0,2.0,2.0,4.0,,,,,,,,,,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15415,25551.0,Sam Westley,Sam,Westley,1994-02-04,England,England,41.0,D,Right Full Back,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,42970.0,Ashley Westwood,Ashley,Westwood,1990-04-01,England,England,18.0,M,Centre Central Midfielder,42,217.0,474.0,813.0,43.0,1253.0,,4.0,20.0,6.0,32.0,17.0,244.0,138.0,174.0,207.0,34.0,39.0,11.0,18.0,7.0,122.0,87.0,19.0,7.0,224.0,30.0,466.0,61.0,53.0,,8.0,62.0,388.0,256.0,22.0,2719.0,1487.0,3.0,228.0,278.0,142.0,383.0,379.0,78.0,118.0,34.0,484.0,340.0,1234.0,19.0,548.0,172.0,23.0,17.0,94.0,42.0,459.0,11.0,1058.0,38.0,45.0,202.0,1512.0,,1.0,62.0,4.0,1931.0,16.0,16.0,11.0,18.0,43.0,94.0,34.0,6.0,7.0,9.0,115.0,22.0,10.0,2.0,1.0,,,3.0,5.0,,3.0,1.0,3.0,2.0,6.0,2.0,8.0,13.0,4.0,25.0,,28.0,,6.0,35.0,2.0,2.0,3.0,1.0,17.0,11.0,53.0,,25.0,17.0,1.0,2.0,31.0,8.0,,58.0,58.0,179.0,8.0,1.0,25.0,16.0,9.0,12.0,2.0,11.0,,18.0,41.0,52.0,38.0,3.0,3.0,8.0,5.0,3.0,,6.0,3.0,,,1.0,,1.0,,,2.0,,7.0,1.0,,,,,,,2.0,4.0,,2.0,1.0,,,,28.0,1.0,1.0,17.0,1.0,,13.0,2.0,2.0,2.0,,2.0,,1.0,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,289829.0,Glenn Whelan,Glenn,Whelan,1984-01-13,Ireland,Ireland,26.0,M,Centre Defensive Midfielder,42,242.0,943.0,863.0,27.0,1801.0,,1.0,31.0,40.0,37.0,17.0,294.0,194.0,242.0,286.0,66.0,47.0,4.0,9.0,9.0,127.0,139.0,73.0,47.0,252.0,25.0,684.0,48.0,39.0,,58.0,136.0,654.0,338.0,14.0,3173.0,2016.0,1.0,219.0,253.0,55.0,372.0,346.0,132.0,147.0,66.0,490.0,296.0,1751.0,47.0,1020.0,166.0,99.0,16.0,25.0,16.0,408.0,13.0,1075.0,42.0,28.0,200.0,2070.0,,,71.0,1.0,2537.0,23.0,23.0,20.0,5.0,51.0,87.0,5.0,3.0,9.0,6.0,105.0,21.0,,,,,,,,,,,,,1.0,,5.0,3.0,3.0,10.0,1.0,5.0,,3.0,11.0,3.0,1.0,,,12.0,5.0,9.0,,19.0,12.0,4.0,2.0,37.0,9.0,,73.0,73.0,242.0,17.0,1.0,14.0,11.0,3.0,22.0,5.0,7.0,,3.0,25.0,9.0,11.0,8.0,14.0,10.0,9.0,4.0,,6.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,2.0,1.0,1.0,3.0,,,3.0,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,6357.0,Steven Whittaker,Steven,Whittaker,1984-06-16,Scotland,Scotland,2.0,D,Right Full Back,42,16.0,83.0,147.0,,227.0,,74.0,7.0,3.0,8.0,2.0,73.0,27.0,45.0,28.0,20.0,13.0,9.0,6.0,3.0,36.0,23.0,18.0,12.0,97.0,7.0,142.0,16.0,15.0,1.0,13.0,17.0,105.0,53.0,4.0,661.0,301.0,2.0,5.0,140.0,21.0,132.0,127.0,16.0,10.0,20.0,12.0,83.0,224.0,9.0,96.0,26.0,23.0,9.0,15.0,15.0,133.0,,223.0,24.0,,47.0,304.0,,,12.0,91.0,518.0,6.0,6.0,3.0,4.0,10.0,12.0,3.0,3.0,,5.0,13.0,2.0,,2.0,,,,1.0,,,2.0,1.0,4.0,,,1.0,1.0,2.0,1.0,4.0,,7.0,,2.0,4.0,,1.0,1.0,,8.0,2.0,,,6.0,8.0,2.0,1.0,8.0,1.0,,7.0,7.0,24.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,,2.0,2.0,,8.0,,1.0,5.0,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,301494.0,Connor Wickham,Connor,Wickham,1993-03-31,England,England,19.0,F,Centre Striker,42,140.0,82.0,178.0,56.0,258.0,1.0,7.0,103.0,55.0,21.0,14.0,123.0,107.0,94.0,35.0,20.0,16.0,7.0,4.0,4.0,183.0,93.0,19.0,15.0,64.0,32.0,118.0,18.0,12.0,1.0,15.0,126.0,72.0,20.0,9.0,1324.0,377.0,2.0,63.0,75.0,31.0,241.0,240.0,2.0,26.0,20.0,103.0,101.0,248.0,12.0,97.0,21.0,20.0,15.0,11.0,11.0,188.0,91.0,301.0,4.0,68.0,30.0,387.0,1.0,6.0,13.0,16.0,632.0,53.0,53.0,19.0,8.0,11.0,15.0,2.0,2.0,28.0,2.0,23.0,9.0,16.0,1.0,,8.0,11.0,3.0,14.0,2.0,2.0,1.0,12.0,4.0,7.0,1.0,3.0,3.0,2.0,8.0,,22.0,,1.0,11.0,3.0,1.0,,4.0,,6.0,,,30.0,,,5.0,15.0,6.0,2.0,4.0,4.0,11.0,1.0,,1.0,11.0,9.0,3.0,1.0,7.0,2.0,19.0,12.0,,34.0,10.0,8.0,8.0,,1.0,,1.0,1.0,,,,1.0,1.0,,2.0,5.0,3.0,4.0,1.0,,,2.0,,,,3.0,1.0,2.0,5.0,2.0,,,2.0,,,,,3.0,,,3.0,,3.0,3.0,,2.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,35781.0,Rhoys Wiggins,Rhoys,Wiggins,1987-11-04,England,Wales,12.0,D,Left Full Back,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
