id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
3611,4939.0,Pascal Zuberbühler,Pascal,Zuberbühler,1971-01-08,Switzerland,Switzerland,19.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,96290.0,Aaron Doran,Aaron,Doran Cogan,1991-05-13,Ireland,Ireland,,F,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,40982.0,Ahmed Abdullah,Ahmed,Abdullah,1991-11-12,Saudi Arabia,Saudi Arabia,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,24339.0,Abou Diaby,Vassiriki,Abou Diaby,1986-05-11,France,France,5.0,M,Centre Central Midfielder,18,435.0,19.0,,2.0,2.0,8.0,851.0,,82.0,40.0,1284.0,9.0,3.0,78.0,54.0,29.0,138.0,136.0,31.0,1.0,,,3.0,,1.0,1.0,5.0,6.0,1.0,7.0,1.0,3.0,3.0,3.0,4.0,1.0,6.0,4.0,15.0,2.0,,4.0,8.0,25.0,4.0,2.0,,4.0,2.0,165.0,4.0,11.0,18.0,8.0,,12.0,6.0,85.0,5.0,277.0,256.0,4.0,24.0,17.0,,193.0,0.0,53.0,26.0,6.0,30.0,27.0,3.0,3.0,3.0,,2.0,41.0,77.0,3.0,77.0,150.0,110.0,6.0,2.0,2322.0,,11.0,24.0,15.0,1.0,195.0,204.0,53.0,5.0,443.0,410.0,9.0,56.0,100.0,12.0,422.0,35.0,496.0,40.0,57.0,122.0,,18.0,18.0,561.0,54.0,1067.0,8.0,90.0,57.0,1545.0,38.0,5.0,78.0,26.0,3.0,2291.0,93.0,47.0,18.0,77.0,15.0,60.0,2.0,2.0,3.0,3.0,,,7.0,5.0,1.0,,3.0,4.0,2.0,1.0,,,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,12679.0,Adam Tull,Adam,Reed,1991-05-08,Philippines,Philippines,37.0,M,Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,4046.0,Dariusz Adamczuk,Dariusz,Adamczuk,1969-10-21,Poland,Poland,,D,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,52642.0,Emmanuel Adebayor,Emmanuel,Adebayor,1984-02-26,Togo,Togo,10.0,F,Centre Striker,18,123.0,12.0,,3.0,3.0,17.0,519.0,1.0,107.0,28.0,639.0,1.0,13.0,90.0,48.0,26.0,177.0,147.0,34.0,,,2.0,1.0,3.0,2.0,5.0,14.0,21.0,2.0,7.0,5.0,2.0,7.0,7.0,3.0,,1.0,2.0,6.0,2.0,,10.0,5.0,37.0,2.0,3.0,,5.0,,74.0,1.0,10.0,13.0,7.0,,21.0,2.0,83.0,11.0,258.0,123.0,1.0,12.0,7.0,,80.0,270.0,40.0,25.0,14.0,26.0,21.0,5.0,3.0,2.0,,3.0,16.0,5.0,,5.0,22.0,18.0,4.0,4.0,2212.0,,13.0,24.0,24.0,1.0,161.0,174.0,36.0,1.0,339.0,320.0,16.0,8.0,50.0,22.0,291.0,37.0,144.0,17.0,31.0,65.0,,24.0,24.0,403.0,56.0,697.0,3.0,128.0,32.0,817.0,56.0,5.0,15.0,16.0,14.0,1287.0,96.0,30.0,11.0,30.0,20.0,12.0,1.0,6.0,12.0,1.0,,,7.0,8.0,1.0,,1.0,46.0,2.0,1.0,,,1.0,,1.0,3.0,,5.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,300558.0,Kieran Agard,Kieran,Agard,1989-10-10,England,England,25.0,F,Centre Striker,18,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,39503.0,Gabriel Agbonlahor,Gabriel,Agbonlahor,1986-10-13,England,England,,F,Left/Centre Striker,18,116.0,13.0,,9.0,9.0,19.0,420.0,,54.0,22.0,527.0,,3.0,80.0,28.0,36.0,288.0,280.0,28.0,,1.0,,1.0,4.0,5.0,2.0,11.0,17.0,13.0,30.0,6.0,1.0,3.0,9.0,4.0,2.0,3.0,4.0,13.0,10.0,,3.0,7.0,21.0,4.0,4.0,1.0,8.0,5.0,81.0,1.0,10.0,13.0,13.0,,55.0,5.0,101.0,11.0,298.0,132.0,1.0,1.0,1.0,,64.0,360.0,53.0,35.0,13.0,32.0,28.0,4.0,3.0,2.0,,3.0,3.0,11.0,,11.0,36.0,22.0,8.0,3.0,3082.0,,17.0,14.0,36.0,3.0,203.0,127.0,32.0,6.0,403.0,398.0,18.0,20.0,43.0,20.0,253.0,31.0,148.0,21.0,6.0,76.0,,60.0,60.0,369.0,68.0,628.0,9.0,70.0,37.0,716.0,66.0,7.0,22.0,4.0,3.0,1259.0,118.0,60.0,17.0,22.0,41.0,18.0,3.0,8.0,15.0,1.0,,,6.0,19.0,4.0,,7.0,35.0,6.0,6.0,,,,1.0,,3.0,,5.0,1.0,4.0,1.0,2.0,,5.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
2916,119508.0,Daniel Agger,Daniel,Agger,1984-12-12,Denmark,Denmark,22.0,D,Defender,18,504.0,53.0,,,,1.0,293.0,16.0,1.0,111.0,797.0,,45.0,22.0,40.0,23.0,112.0,105.0,4.0,1.0,,,,,,,,12.0,2.0,17.0,4.0,3.0,5.0,3.0,2.0,,8.0,1.0,11.0,,,,,3.0,4.0,1.0,1.0,,,75.0,8.0,6.0,5.0,11.0,1.0,4.0,3.0,2.0,6.0,48.0,124.0,8.0,66.0,39.0,,201.0,0.0,13.0,23.0,,15.0,14.0,1.0,,,,1.0,78.0,49.0,4.0,49.0,268.0,147.0,6.0,12.0,1979.0,12.0,1.0,4.0,2.0,3.0,155.0,46.0,26.0,1.0,318.0,250.0,,53.0,22.0,20.0,128.0,5.0,561.0,116.0,134.0,19.0,,7.0,7.0,243.0,8.0,460.0,83.0,1.0,207.0,1014.0,28.0,2.0,42.0,,58.0,1457.0,23.0,30.0,11.0,12.0,,28.0,,7.0,7.0,,,2.0,4.0,1.0,,,1.0,,4.0,,,1.0,,4.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,5343.0,Nikki Ahamed,Nikki,Ahamed,1991-04-18,Sri Lanka,Sri Lanka,47.0,M,Centre/Right Defensive Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,131827.0,Hope Akpan,Hope,Akpan,1991-08-14,England,Nigeria,21.0,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,13981.0,Marc Albrighton,Marc,Albrighton,1989-11-18,England,England,11.0,M,Left/Right Winger,18,3.0,1.0,1.0,2.0,1.0,,9.0,1.0,,2.0,10.0,,,,,3.0,4.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,2.0,3.0,4.0,1.0,1.0,5.0,5.0,,1.0,,,5.0,0.0,1.0,,,1.0,1.0,,,,,,,3.0,,3.0,5.0,3.0,2.0,,57.0,,1.0,,,1.0,1.0,5.0,4.0,,13.0,13.0,,1.0,2.0,,5.0,1.0,4.0,1.0,1.0,3.0,2.0,9.0,7.0,7.0,,19.0,2.0,,4.0,14.0,,,3.0,,,40.0,3.0,,,2.0,1.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,114973.0,Alex,Alex Rodrigo,Dias da Costa,1982-06-17,Brazil,Brazil,33.0,D,Centre Central Defender,18,395.0,5.0,,,,,129.0,9.0,1.0,43.0,524.0,1.0,1.0,25.0,37.0,16.0,72.0,60.0,3.0,,,,,,,1.0,1.0,4.0,,2.0,,2.0,3.0,3.0,4.0,,4.0,1.0,9.0,,,,2.0,12.0,5.0,,,4.0,,59.0,3.0,11.0,5.0,6.0,,,,1.0,2.0,45.0,83.0,3.0,52.0,30.0,1.0,38.0,0.0,14.0,13.0,1.0,10.0,9.0,1.0,,,,,52.0,24.0,2.0,23.0,101.0,65.0,1.0,10.0,1269.0,15.0,1.0,2.0,8.0,8.0,12.0,30.0,13.0,1.0,113.0,76.0,,38.0,21.0,9.0,30.0,3.0,411.0,17.0,89.0,7.0,,,,63.0,4.0,185.0,29.0,3.0,63.0,596.0,28.0,,37.0,1.0,1.0,869.0,13.0,2.0,13.0,7.0,4.0,27.0,2.0,4.0,10.0,3.0,3.0,6.0,7.0,6.0,3.0,,,,,,,1.0,,3.0,3.0,5.0,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
3913,15025.0,Alex Nimely,Alex,Tchuimeni-Nimely,1991-05-11,Liberia,England,26.0,F,Centre Striker,18,1.0,1.0,,,,,3.0,,,,4.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,7.0,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,2.0,,3.0,,,,4.0,1.0,,,,,6.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,177369.0,Graham Alexander,Graham,Alexander,1971-10-10,Scotland,Scotland,22.0,D,Defender,18,437.0,97.0,5.0,15.0,10.0,3.0,719.0,14.0,31.0,105.0,1141.0,2.0,7.0,12.0,13.0,33.0,291.0,198.0,26.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,9.0,1.0,8.0,4.0,22.0,4.0,6.0,7.0,3.0,25.0,2.0,1.0,1.0,1.0,1.0,146.0,6.0,9.0,23.0,2.0,17.0,8.0,15.0,29.0,6.0,91.0,101.0,6.0,31.0,15.0,1.0,418.0,132.0,27.0,33.0,7.0,64.0,58.0,6.0,1.0,1.0,1.0,1.0,30.0,60.0,1.0,59.0,237.0,161.0,20.0,15.0,2747.0,1.0,20.0,17.0,11.0,11.0,173.0,348.0,87.0,4.0,408.0,380.0,3.0,54.0,89.0,9.0,365.0,37.0,500.0,189.0,59.0,2.0,16.0,50.0,34.0,548.0,5.0,998.0,39.0,33.0,167.0,1448.0,29.0,10.0,58.0,8.0,7.0,1939.0,36.0,29.0,7.0,1.0,5.0,41.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,176995.0,Zac Aley,Zac,Aley,1991-08-17,England,England,,F,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,166127.0,Ali Al Habsi,Ali Abdullah,Harib Al Habsi,1981-12-30,Oman,Oman,,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,12484.0,Manuel Almunia,Manuel,Almunia,1977-05-19,Spain,Spain,1.0,G,Goalkeeper,18,169.0,5.0,,,,,87.0,80.0,,128.0,256.0,,,,2.0,29.0,155.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,10.0,,,,,4.0,1.0,11.0,,26.0,1.0,3.0,244.0,31.0,1.0,29.0,,31.0,28.0,3.0,1.0,1.0,216.0,,1.0,,,,538.0,131.0,7.0,9.0,2610.0,,,1.0,,,40.0,61.0,19.0,4.0,466.0,462.0,,65.0,,,46.0,1.0,206.0,7.0,30.0,1.0,,,,207.0,,376.0,327.0,,442.0,582.0,,,1.0,,,1301.0,4.0,7.0,18.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,94.0,,,,1.0,,,,,,,,,,,,,2.0,,33.0,203.0,8.0,9.0,10.0,29.0,,51.0,284.0,212.0,6.0,16.0,35.0,30.0,67.0,11.0,57.0,35.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
2972,39264.0,Ben Alnwick,Ben,Alnwick,1987-01-01,England,England,1.0,G,Goalkeeper,18,8.0,1.0,,,,,5.0,5.0,,7.0,13.0,,,,,1.0,9.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,1.0,,,3.0,0.0,,1.0,,4.0,4.0,,,,14.0,,,,,,20.0,11.0,1.0,,90.0,,,1.0,,,2.0,,,,10.0,10.0,,1.0,,,,1.0,9.0,1.0,1.0,,,,,2.0,,10.0,9.0,,13.0,19.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,8.0,,,,1.0,,3.0,8.0,8.0,,1.0,3.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3897,120463.0,Jozy Altidore,Jozy,Altidore,1989-11-06,United States,United States,17.0,F,Centre Striker,18,43.0,5.0,,2.0,2.0,7.0,160.0,1.0,46.0,8.0,201.0,1.0,2.0,50.0,15.0,28.0,159.0,109.0,20.0,,,,,,,1.0,,7.0,2.0,5.0,,3.0,6.0,5.0,3.0,1.0,7.0,2.0,12.0,8.0,,1.0,4.0,23.0,3.0,,,3.0,1.0,34.0,1.0,8.0,6.0,,,9.0,2.0,53.0,8.0,178.0,105.0,1.0,1.0,1.0,,15.0,0.0,32.0,16.0,1.0,34.0,28.0,6.0,3.0,3.0,,6.0,2.0,13.0,1.0,13.0,13.0,7.0,15.0,1.0,1461.0,,11.0,12.0,8.0,1.0,43.0,43.0,12.0,4.0,185.0,182.0,8.0,4.0,22.0,14.0,85.0,23.0,52.0,8.0,4.0,59.0,,11.0,11.0,129.0,29.0,236.0,3.0,59.0,11.0,277.0,30.0,13.0,17.0,3.0,3.0,564.0,72.0,57.0,5.0,16.0,14.0,11.0,4.0,1.0,2.0,12.0,1.0,2.0,5.0,5.0,2.0,1.0,10.0,14.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
3976,137626.0,Antonio Amaya,Antonio,Amaya,1983-05-31,Spain,Spain,,D,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,29889.0,Amdy Faye,Amdy,Faye,1977-03-12,Senegal,Senegal,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,161227.0,David Amoo,David,Amoo,1991-04-13,England,England,19.0,M,Right Winger,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,281245.0,Ben Amos,Ben,Amos,1990-04-10,England,England,12.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,95185.0,Chris Anderson,Chris,Anderson,1990-10-02,England,England,37.0,M,Centre Central Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,14849.0,Keith Andrews,Keith,Andrews,1980-09-13,Ireland,Ireland,21.0,M,Central Midfielder,18,230.0,43.0,1.0,6.0,5.0,6.0,303.0,9.0,25.0,48.0,527.0,4.0,6.0,25.0,27.0,32.0,185.0,157.0,19.0,,,,,,1.0,,1.0,6.0,,1.0,5.0,,4.0,4.0,6.0,,7.0,3.0,16.0,1.0,1.0,1.0,6.0,30.0,3.0,,,4.0,1.0,90.0,4.0,13.0,37.0,4.0,2.0,8.0,11.0,22.0,9.0,124.0,120.0,4.0,25.0,13.0,,209.0,288.0,39.0,22.0,1.0,39.0,32.0,7.0,,,,3.0,28.0,56.0,4.0,56.0,139.0,67.0,13.0,10.0,2112.0,,8.0,11.0,8.0,10.0,88.0,109.0,83.0,2.0,331.0,308.0,3.0,47.0,40.0,14.0,174.0,19.0,282.0,118.0,48.0,12.0,2.0,23.0,21.0,336.0,20.0,524.0,42.0,28.0,116.0,783.0,35.0,5.0,68.0,4.0,6.0,1204.0,45.0,17.0,10.0,8.0,2.0,52.0,4.0,3.0,4.0,10.0,,3.0,7.0,4.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
