id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_cross,challenge_lost,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,successful_final_third_passes,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_long_balls,total_pass,total_sub_on,total_tackle,total_throws,touches,was_fouled,won_contest,won_tackle,yellow_card,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_layoffs,accurate_through_ball,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_high,att_goal_high_left,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_scoring_att,clean_sheet,crosses_18yard,draws,fouled_final_third,foul_throw_in,freekick_cross,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,interception,interceptions_in_box,interception_won,last_man_tackle,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,overrun,shot_off_target,six_yard_block,total_att_assist,total_flick_on,total_layoffs,total_offside,total_scoring_att,total_through_ball,turnover,unsuccessful_touch,wins,won_corners,accurate_flick_on,att_cmiss_right,att_miss_right,att_obox_target,big_chance_created,total_sub_off,att_assist_setplay,att_bx_left,att_setpiece,error_lead_to_shot,shield_ball_oop,att_freekick_miss,att_freekick_total,att_goal_low_centre,att_hd_target,att_hd_total,att_rf_goal,att_sv_low_left,big_chance_scored,corner_taken,goal_assist_setplay,penalty_conceded,att_hd_miss,clearance_off_line,error_lead_to_goal,red_card,saves,accurate_keeper_sweeper,att_sv_high_centre,total_keeper_sweeper,accurate_corners_intobox,accurate_pull_back,att_fastbreak,att_goal_low_right,att_hd_goal,att_lf_target,att_miss_high_left,shot_fastbreak,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,stand_catch,stand_save,total_high_claim,att_cmiss_left,hit_woodwork,att_goal_low_left,att_goal_high_right,att_ibox_post,att_post_left,att_sv_high_left,post_scoring_att,att_cmiss_high_right,att_freekick_goal,att_freekick_target,att_obox_goal,att_obox_post,att_obx_left,att_pen_goal,att_obp_goal,own_goals,att_lg_centre,att_post_high,penalty_save,att_goal_high_centre,att_sv_high_right,dangerous_play,goal_assist_deadball,att_post_right,goal_fastbreak,att_cmiss_high_left,penalty_won,head_pass,open_play_pass,successful_open_play_pass,att_hd_post,att_obxd_right,att_pen_miss,second_yellow,att_rf_miss,att_pen_target,att_obx_right,attempts_obox,att_obxd_left,attempts_ibox,touches_in_opp_box,att_lg_left,att_lg_right,att_freekick_post,att_lf_miss,back_pass,att_pen_post
4206,19055.0,Lateef Elford-Alliyu,Lateef,Elford-Alliyu,1992-06-01,Nigeria,Nigeria,,F,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,95782.0,David Elm,David,Elm,1983-01-10,Sweden,Sweden,35.0,F,Centre Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,119525.0,Johan Elmander,Johan,Elmander,1981-05-27,Sweden,Sweden,11.0,F,Centre Striker,19,173.0,20.0,487.0,1.0,27.0,646.0,6.0,110.0,89.0,37.0,327.0,215.0,146.0,155.0,1.0,51.0,17.0,73.0,325.0,260.0,1.0,25.0,16.0,121.0,333.0,47.0,314.0,37.0,47.0,41.0,6.0,30.0,274.0,76.0,43.0,15.0,4.0,3112.0,,117.0,196.0,77.0,3.0,633.0,613.0,24.0,47.0,84.0,238.0,287.0,219.0,50.0,45.0,88.0,57.0,57.0,496.0,810.0,9.0,49.0,972.0,,89.0,6.0,1686.0,39.0,43.0,62.0,5.0,14.0,14.0,,61.0,3.0,32.0,44.0,13.0,2.0,,19.0,9.0,28.0,22.0,3.0,25.0,11.0,6.0,12.0,11.0,17.0,30.0,74.0,13.0,67.0,9.0,4.0,7.0,30.0,4.0,40.0,10.0,15.0,1.0,,10.0,9.0,6.0,3.0,4.0,1.0,44.0,1.0,34.0,,13.0,26.0,33.0,7.0,27.0,46.0,2.0,39.0,150.0,69.0,14.0,109.0,14.0,93.0,93.0,12.0,33.0,57.0,5.0,14.0,1.0,2.0,17.0,1.0,9.0,6.0,,,4.0,6.0,2.0,2.0,15.0,5.0,4.0,6.0,,2.0,,10.0,,,,,,3.0,,,2.0,4.0,6.0,2.0,8.0,2.0,4.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3987,167651.0,George Elokobi,George,Elokobi,1986-01-31,Cameroon,Cameroon,6.0,D,Central Defender,19,305.0,46.0,439.0,11.0,51.0,735.0,223.0,31.0,45.0,27.0,189.0,151.0,77.0,113.0,12.0,23.0,17.0,11.0,99.0,117.0,12.0,77.0,39.0,284.0,0.0,25.0,608.0,23.0,37.0,30.0,7.0,75.0,33.0,271.0,131.0,12.0,23.0,2120.0,6.0,413.0,12.0,46.0,1.0,500.0,444.0,4.0,71.0,38.0,330.0,236.0,375.0,115.0,133.0,21.0,41.0,41.0,404.0,714.0,79.0,129.0,1048.0,4.0,53.0,273.0,1712.0,9.0,10.0,36.0,6.0,9.0,9.0,,12.0,2.0,9.0,9.0,,1.0,1.0,4.0,2.0,4.0,1.0,,3.0,3.0,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,4.0,5.0,24.0,4.0,1.0,1.0,,2.0,,2.0,1.0,,2.0,33.0,5.0,20.0,1.0,7.0,4.0,4.0,9.0,3.0,5.0,2.0,11.0,8.0,12.0,,13.0,3.0,17.0,17.0,11.0,6.0,7.0,,1.0,1.0,1.0,4.0,,,4.0,,3.0,,,,1.0,7.0,,,1.0,,2.0,,4.0,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,3167.0,Brett Emerton,Brett,Emerton,1979-02-22,Australia,Australia,7.0,M,Right Attacking Midfielder,19,224.0,26.0,362.0,3.0,37.0,556.0,20.0,29.0,12.0,30.0,208.0,187.0,142.0,92.0,5.0,15.0,38.0,32.0,127.0,72.0,5.0,18.0,9.0,107.0,0.0,36.0,221.0,24.0,43.0,39.0,4.0,17.0,252.0,70.0,36.0,14.0,6.0,2193.0,1.0,75.0,161.0,66.0,4.0,338.0,322.0,7.0,42.0,43.0,99.0,194.0,260.0,55.0,34.0,25.0,93.0,79.0,286.0,547.0,20.0,68.0,714.0,6.0,37.0,30.0,1094.0,15.0,8.0,29.0,4.0,30.0,24.0,1.0,34.0,,23.0,7.0,5.0,,1.0,,3.0,7.0,5.0,3.0,12.0,4.0,2.0,6.0,9.0,8.0,20.0,24.0,4.0,23.0,1.0,2.0,2.0,9.0,4.0,33.0,9.0,4.0,,8.0,4.0,3.0,5.0,3.0,5.0,2.0,25.0,1.0,20.0,,15.0,18.0,11.0,4.0,3.0,15.0,,33.0,19.0,38.0,6.0,35.0,2.0,34.0,34.0,7.0,11.0,5.0,1.0,2.0,2.0,7.0,4.0,5.0,2.0,4.0,,,1.0,1.0,,,,1.0,1.0,1.0,14.0,,,,,,,,,1.0,,6.0,1.0,,,,3.0,1.0,,14.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,123389.0,Emiliano Insúa,Emiliano,Insúa,1989-01-07,Argentina,Argentina,2.0,D,Left Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,58495.0,Emmanuel Eboué,Emmanuel,Eboue,1983-06-04,Cote D’Ivoire,Cote D’Ivoire,14.0,D,Right Full Back,19,146.0,8.0,202.0,5.0,12.0,347.0,49.0,11.0,5.0,13.0,49.0,36.0,56.0,41.0,3.0,4.0,2.0,7.0,38.0,48.0,3.0,6.0,3.0,37.0,224.0,8.0,133.0,8.0,11.0,10.0,1.0,9.0,138.0,60.0,43.0,1.0,1.0,705.0,1.0,27.0,101.0,8.0,3.0,114.0,104.0,2.0,23.0,16.0,78.0,87.0,166.0,9.0,16.0,19.0,12.0,12.0,111.0,251.0,14.0,19.0,405.0,5.0,19.0,57.0,581.0,13.0,11.0,11.0,4.0,1.0,1.0,,6.0,,3.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,2.0,3.0,,4.0,,,,3.0,1.0,10.0,5.0,5.0,,,1.0,,,,,,13.0,1.0,12.0,,2.0,1.0,1.0,1.0,4.0,1.0,,3.0,2.0,8.0,,5.0,2.0,6.0,6.0,7.0,4.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,100657.0,Jay Emmanuel-Thomas,Jay,Emmanuel-Thomas,1990-12-27,England,England,,F,Centre Striker,19,3.0,,2.0,,,5.0,,1.0,,1.0,3.0,1.0,1.0,,,,,,1.0,,,,,1.0,0.0,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,9.0,,,,,,2.0,1.0,,,,1.0,1.0,3.0,,1.0,,,,1.0,2.0,,,5.0,1.0,,,7.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,34287.0,Michael Essien,Michael,Essien,1982-12-03,Ghana,Ghana,,M,Defensive Midfielder,19,823.0,111.0,1161.0,6.0,189.0,1982.0,13.0,25.0,29.0,33.0,179.0,179.0,251.0,257.0,2.0,18.0,16.0,42.0,142.0,180.0,2.0,21.0,16.0,376.0,238.0,40.0,675.0,32.0,25.0,19.0,6.0,23.0,737.0,346.0,276.0,6.0,6.0,2801.0,2.0,213.0,378.0,70.0,2.0,434.0,422.0,7.0,102.0,148.0,612.0,457.0,886.0,163.0,33.0,67.0,26.0,25.0,619.0,1415.0,16.0,234.0,2275.0,1.0,48.0,14.0,2726.0,53.0,50.0,41.0,5.0,2.0,2.0,,89.0,7.0,32.0,17.0,1.0,2.0,1.0,7.0,3.0,12.0,4.0,,10.0,6.0,7.0,7.0,6.0,23.0,42.0,50.0,14.0,44.0,2.0,3.0,4.0,13.0,9.0,9.0,7.0,9.0,,,3.0,1.0,2.0,1.0,2.0,,54.0,2.0,42.0,,15.0,19.0,20.0,11.0,8.0,35.0,3.0,34.0,10.0,93.0,,68.0,27.0,25.0,25.0,20.0,15.0,4.0,5.0,10.0,13.0,5.0,6.0,,,2.0,,2.0,,,1.0,2.0,13.0,,8.0,3.0,1.0,,1.0,8.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,3.0,1.0,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
4120,234882.0,Neil Etheridge,Neil,Etheridge,1990-02-07,England,Philippines,1.0,G,Goalkeeper,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,5100.0,Matthew Etherington,Matthew,Etherington,1981-08-14,England,England,26.0,M,Left Winger,19,155.0,31.0,391.0,3.0,20.0,473.0,3.0,5.0,,32.0,198.0,203.0,150.0,153.0,5.0,9.0,55.0,45.0,113.0,83.0,5.0,1.0,,115.0,363.0,10.0,223.0,30.0,37.0,32.0,5.0,7.0,80.0,73.0,33.0,14.0,4.0,2529.0,,199.0,45.0,115.0,3.0,534.0,520.0,12.0,61.0,80.0,215.0,180.0,185.0,85.0,15.0,70.0,259.0,170.0,310.0,742.0,11.0,49.0,668.0,2.0,30.0,3.0,1252.0,27.0,26.0,20.0,5.0,73.0,38.0,5.0,24.0,4.0,32.0,9.0,2.0,,,10.0,5.0,4.0,4.0,5.0,38.0,2.0,,3.0,9.0,7.0,19.0,24.0,3.0,5.0,1.0,2.0,2.0,19.0,,99.0,6.0,10.0,,16.0,5.0,3.0,6.0,6.0,3.0,,25.0,,20.0,,36.0,33.0,12.0,,10.0,12.0,3.0,69.0,15.0,27.0,5.0,43.0,10.0,36.0,36.0,12.0,42.0,4.0,1.0,4.0,3.0,16.0,14.0,31.0,7.0,1.0,1.0,,1.0,5.0,,,,,2.0,2.0,92.0,3.0,,,,,,,,2.0,,36.0,,1.0,4.0,,4.0,2.0,1.0,90.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,
1932,9949.0,Dickson Etuhu,Dickson,Etuhu,1982-06-08,Nigeria,Nigeria,20.0,M,Centre Defensive Midfielder,19,312.0,14.0,449.0,2.0,21.0,759.0,,26.0,43.0,28.0,174.0,129.0,108.0,101.0,2.0,16.0,1.0,20.0,106.0,128.0,2.0,13.0,10.0,153.0,248.0,41.0,349.0,23.0,27.0,23.0,4.0,21.0,244.0,129.0,75.0,7.0,8.0,1970.0,,111.0,62.0,19.0,,273.0,249.0,2.0,31.0,68.0,248.0,181.0,366.0,27.0,37.0,11.0,3.0,3.0,255.0,586.0,21.0,32.0,949.0,5.0,70.0,,1227.0,9.0,6.0,53.0,3.0,2.0,2.0,,42.0,1.0,19.0,16.0,1.0,,,1.0,2.0,9.0,6.0,,3.0,1.0,,3.0,1.0,,2.0,11.0,1.0,7.0,4.0,1.0,2.0,2.0,5.0,2.0,12.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,58.0,3.0,44.0,,9.0,12.0,9.0,10.0,,9.0,1.0,21.0,19.0,43.0,,20.0,6.0,31.0,31.0,9.0,6.0,6.0,,3.0,1.0,1.0,7.0,,,3.0,1.0,1.0,,,,3.0,9.0,2.0,1.0,2.0,,,,6.0,,1.0,,,,,,,,1.0,,,3.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1118,178101.0,Jason Euell,Jason,Euell,1977-02-06,England,Jamaica,29.0,F,Forward,19,14.0,2.0,14.0,,,28.0,1.0,3.0,2.0,3.0,16.0,6.0,8.0,2.0,,,1.0,3.0,9.0,5.0,,1.0,,9.0,0.0,3.0,20.0,1.0,3.0,2.0,1.0,,4.0,4.0,3.0,2.0,,105.0,,3.0,6.0,3.0,,20.0,19.0,,2.0,,7.0,8.0,17.0,3.0,2.0,,2.0,2.0,15.0,24.0,3.0,3.0,39.0,2.0,2.0,1.0,61.0,1.0,,1.0,1.0,,,,3.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,3.0,,2.0,,,,1.0,1.0,,2.0,1.0,,3.0,3.0,,4.0,,3.0,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,129750.0,Jonny Evans,Jonny,Evans,1988-01-03,Northern Ireland,Northern Ireland,6.0,D,Centre Central Defender,19,311.0,23.0,180.0,3.0,42.0,491.0,18.0,24.0,24.0,13.0,76.0,61.0,50.0,41.0,3.0,1.0,,6.0,44.0,56.0,3.0,31.0,22.0,71.0,132.0,13.0,231.0,11.0,16.0,14.0,2.0,50.0,101.0,138.0,82.0,1.0,8.0,1006.0,,117.0,24.0,,1.0,157.0,115.0,1.0,26.0,14.0,201.0,66.0,334.0,41.0,73.0,2.0,2.0,2.0,97.0,251.0,20.0,65.0,583.0,2.0,21.0,23.0,783.0,9.0,2.0,16.0,2.0,,,,2.0,1.0,3.0,3.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,40.0,3.0,33.0,1.0,1.0,3.0,1.0,8.0,,1.0,,4.0,1.0,2.0,,3.0,1.0,4.0,4.0,8.0,1.0,,,,,,2.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,10508.0,Ian Evatt,Ian,Evatt,1981-11-19,England,England,6.0,D,Centre Central Defender,19,656.0,66.0,334.0,40.0,133.0,989.0,1.0,82.0,109.0,38.0,431.0,254.0,103.0,105.0,7.0,18.0,2.0,12.0,149.0,223.0,7.0,252.0,145.0,281.0,228.0,39.0,709.0,36.0,67.0,60.0,7.0,268.0,198.0,408.0,182.0,19.0,36.0,3215.0,26.0,257.0,48.0,38.0,1.0,576.0,398.0,,78.0,27.0,329.0,155.0,728.0,141.0,430.0,10.0,10.0,10.0,339.0,621.0,184.0,295.0,1339.0,2.0,83.0,1.0,2053.0,22.0,9.0,56.0,6.0,1.0,1.0,,5.0,1.0,11.0,12.0,3.0,,,5.0,1.0,10.0,4.0,,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,4.0,12.0,3.0,2.0,2.0,6.0,6.0,8.0,9.0,,,,1.0,,3.0,2.0,2.0,3.0,45.0,8.0,38.0,2.0,6.0,11.0,7.0,48.0,1.0,11.0,3.0,17.0,5.0,5.0,3.0,24.0,2.0,23.0,23.0,10.0,8.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,,5.0,1.0,4.0,,,,2.0,9.0,,1.0,,,1.0,2.0,6.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,140941.0,Cedric Evina,Cedric,Evina,1991-11-16,Cameroon,Cameroon,,D,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,94513.0,Patrice Evra,Patrice,Evra,1981-05-15,Senegal,France,27.0,D,Left Full Back,19,412.0,39.0,719.0,8.0,41.0,1114.0,237.0,31.0,52.0,35.0,209.0,182.0,123.0,147.0,15.0,23.0,14.0,45.0,169.0,189.0,15.0,53.0,24.0,223.0,111.0,43.0,592.0,34.0,33.0,30.0,3.0,45.0,99.0,261.0,185.0,4.0,16.0,2961.0,,563.0,23.0,33.0,5.0,487.0,446.0,3.0,80.0,64.0,514.0,362.0,472.0,63.0,94.0,54.0,96.0,96.0,451.0,952.0,34.0,65.0,1328.0,1.0,80.0,281.0,2176.0,31.0,26.0,61.0,1.0,17.0,17.0,,4.0,,33.0,3.0,,1.0,,3.0,1.0,4.0,3.0,,10.0,1.0,,1.0,2.0,1.0,3.0,9.0,2.0,2.0,1.0,1.0,,5.0,10.0,81.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.0,4.0,65.0,1.0,17.0,17.0,4.0,7.0,2.0,5.0,,34.0,9.0,5.0,7.0,14.0,5.0,28.0,28.0,22.0,29.0,4.0,2.0,3.0,,4.0,6.0,,6.0,2.0,,2.0,,,,,2.0,,,,2.0,,1.0,1.0,,,,,,,,,3.0,,1.0,1.0,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3309,129917.0,Lukasz Fabianski,Lukasz,Fabianski,1985-04-18,Poland,Poland,1.0,G,Goalkeeper,19,70.0,3.0,32.0,30.0,46.0,102.0,,2.0,2.0,14.0,86.0,67.0,,180.0,,,,,2.0,3.0,,19.0,1.0,92.0,0.0,,186.0,14.0,14.0,12.0,2.0,1.0,15.0,215.0,59.0,3.0,10.0,1260.0,,16.0,15.0,7.0,2.0,175.0,174.0,,15.0,,21.0,14.0,87.0,5.0,20.0,,,,74.0,135.0,127.0,160.0,222.0,,,,539.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,2.0,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,36.0,25.0,,26.0,,,,,,,,,,,,40.0,117.0,4.0,2.0,14.0,21.0,,94.0,16.0,149.0,117.0,2.0,12.0,16.0,18.0,6.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,134143.0,Fábio,Fábio,Pereira da Silva,1990-07-09,Brazil,Brazil,2.0,D,Left Wing Back,19,102.0,6.0,120.0,3.0,8.0,220.0,64.0,8.0,4.0,11.0,36.0,32.0,26.0,34.0,2.0,5.0,6.0,7.0,32.0,41.0,2.0,13.0,6.0,36.0,0.0,9.0,107.0,5.0,5.0,5.0,,8.0,107.0,46.0,26.0,2.0,2.0,556.0,2.0,18.0,78.0,12.0,2.0,101.0,93.0,,19.0,15.0,31.0,54.0,116.0,18.0,21.0,9.0,16.0,16.0,81.0,171.0,11.0,19.0,271.0,6.0,27.0,73.0,458.0,4.0,6.0,22.0,2.0,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,10.0,1.0,,,,1.0,1.0,,,,,13.0,,10.0,,,,1.0,,2.0,,,,3.0,2.0,,1.0,1.0,7.0,7.0,8.0,5.0,1.0,,,,,2.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,96329.0,Fábio Aurélio,Fábio,Aurélio Rodrigues,1979-09-24,Brazil,Brazil,6.0,D,Left Full Back,19,103.0,11.0,148.0,3.0,12.0,246.0,43.0,8.0,4.0,14.0,44.0,38.0,33.0,47.0,1.0,2.0,8.0,3.0,22.0,29.0,1.0,7.0,3.0,54.0,0.0,6.0,160.0,7.0,4.0,4.0,,5.0,35.0,60.0,37.0,3.0,1.0,564.0,1.0,76.0,15.0,18.0,,123.0,118.0,1.0,29.0,17.0,83.0,75.0,124.0,24.0,12.0,10.0,32.0,20.0,103.0,219.0,16.0,20.0,311.0,7.0,16.0,49.0,483.0,2.0,7.0,10.0,2.0,5.0,4.0,1.0,4.0,,6.0,1.0,,2.0,,2.0,,1.0,1.0,,6.0,4.0,,1.0,,4.0,4.0,4.0,1.0,1.0,,,1.0,2.0,1.0,6.0,2.0,,1.0,6.0,,,,,,,17.0,,14.0,,4.0,5.0,1.0,2.0,,5.0,,9.0,1.0,5.0,,8.0,1.0,6.0,6.0,9.0,4.0,,,,,,3.0,3.0,3.0,,1.0,4.0,2.0,2.0,,,1.0,,,,15.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
