id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goal_assist,yellow_card,goals,red_card,own_goals
928,1508.0,Paul Kitson,Paul,Kitson,1971-01-09,England,England,,F,Forward,7,17.0,5.0,5.0,5.0,7.0,2.0,2.0,3.0,,
1387,96718.0,Richard Knight,Richard,Knight,1979-08-03,England,England,,G,Goalkeeper,7,,,,,,,,,,
1515,91545.0,Paul Konchesky,Paul,Konchesky,1981-05-15,England,England,,D,Left Full Back,7,2.0,1.0,1.0,,1.0,,,,,
1539,1876.0,Mohammed Konjic,Mohammed,Konjic,1970-05-14,Bosnia & Herzegovina,Bosnia & Herzegovina,,D,Defender,7,4.0,0.0,2.0,2.0,,,2.0,,,
1645,2221.0,Willem Korsten,Willem,Korsten,1975-01-21,Netherlands,Netherlands,,M,Midfielder,7,7.0,1.0,,1.0,6.0,,,2.0,,
1388,176123.0,Robert Kozluk,Robert,Kozluk,1977-08-05,England,England,24.0,D,Defender,7,7.0,1.0,2.0,1.0,4.0,,1.0,,,
1204,175314.0,Bjorn Tore Kvarme,Bjorn Tore,Kvarme,1972-06-17,Norway,Norway,26.0,D,Defender,7,7.0,0.0,1.0,1.0,5.0,,,,,
1352,1603.0,Bernard Lambourde,Bernard,Lambourde,1971-05-11,Guadeloupe,France,,D,Defender,7,17.0,2.0,7.0,,10.0,,3.0,,,
800,143319.0,Frank Lampard,Frank,Lampard,1978-06-20,England,England,8.0,M,Attacking Midfielder,7,38.0,16.0,9.0,13.0,16.0,3.0,4.0,5.0,,1.0
1641,2029.0,Brian Laudrup,Brian,Laudrup,1969-02-22,Denmark,Denmark,,F,Forward,7,7.0,1.0,3.0,,4.0,1.0,,,,
872,1891.0,Brian Launders,Brian,Launders,1976-06-08,Ireland,Ireland,,M,Midfielder,7,1.0,0.0,,1.0,,,,,,
1169,2706.0,Jacob Laursen,Jacob,Laursen,1971-10-06,Denmark,Denmark,,D,Defender,7,37.0,9.0,13.0,12.0,12.0,,7.0,,,
1114,2841.0,Stan Lazaridis,Stan,Lazaridis,1972-08-16,Australia,Australia,11.0,M,Midfielder,7,15.0,4.0,3.0,5.0,7.0,1.0,3.0,,,
70,119188.0,Graeme Le Saux,Graeme,Le Saux,1968-10-17,England,England,,D,Defender,7,31.0,9.0,12.0,3.0,16.0,2.0,4.0,,1.0,
533,513.0,Matthew Le Tissier,Matthew,Le Tissier,1968-10-14,England,England,,M,Midfielder,7,30.0,2.0,5.0,17.0,8.0,7.0,10.0,6.0,,
1477,1772.0,Carl Leaburn,Carl,Leaburn,1969-03-30,England,England,,M,Midfielder,7,22.0,1.0,7.0,8.0,7.0,2.0,1.0,,1.0,
1148,1339.0,Frank Leboeuf,Frank,Leboeuf,1968-01-22,France,France,,D,Defender,7,33.0,12.0,12.0,2.0,19.0,1.0,7.0,4.0,1.0,
996,11171.0,Alan Lee,Alan,Lee,1978-08-21,Ireland,Ireland,29.0,F,Centre Striker,7,,,,,,,,,,
1199,278339.0,Neil Lennon,Neil,Lennon,1971-06-25,Northern Ireland,Northern Ireland,18.0,M,Midfielder,7,37.0,12.0,12.0,13.0,12.0,3.0,6.0,1.0,,
973,2810.0,Oyvind Leonhardsen,Oyvind,Leonhardsen,1970-08-17,Norway,Norway,,M,Midfielder,7,9.0,1.0,2.0,4.0,3.0,,,1.0,,
1192,1396.0,Derek Lilley,Derek,Lilley,1974-02-09,England,England,,F,Forward,7,2.0,0.0,2.0,,,,,,,
1529,261158.0,Kevin Lisbie,Kevin,Lisbie,1978-10-17,England,Jamaica,10.0,F,Centre Striker,7,1.0,0.0,,1.0,,,,,,
1497,110400.0,Freddie Ljungberg,Freddie,Ljungberg,1977-04-16,Sweden,Sweden,8.0,M,Midfielder,7,16.0,1.0,4.0,3.0,9.0,,4.0,1.0,,
293,1505.0,Steve Lomas,Steve,Lomas,1974-01-18,Germany,Northern Ireland,,M,Midfielder,7,30.0,11.0,7.0,10.0,13.0,2.0,4.0,1.0,1.0,
1603,1964.0,Mathieu Louis-Jean,Mathieu,Louis-Jean,1976-02-22,France,France,2.0,D,Defender,7,16.0,3.0,3.0,9.0,4.0,1.0,5.0,,1.0,
1306,111470.0,Luís Boa Morte,Luís,Boa Morte Pereira,1977-08-04,Portugal,Portugal,,M,Midfielder,7,8.0,1.0,5.0,1.0,2.0,,,,,
225,1320.0,John Lukic,John,Lukic,1960-12-11,England,England,,G,Goalkeeper,7,,,,,,,,,,
1246,1458.0,Claus Lundekvam,Claus,Lundekvam,1973-02-22,Norway,Norway,5.0,D,Defender,7,33.0,7.0,7.0,16.0,10.0,,3.0,,1.0,1.0
936,29098.0,Des Lyttle,Des,Lyttle,1971-09-24,England,England,15.0,D,Defender,7,10.0,0.0,2.0,7.0,1.0,,1.0,,,
1524,20103.0,Charlie MacDonald,Charlie,MacDonald,1981-02-13,England,England,,F,Forward,7,,,,,,,,,,
1403,1666.0,Mickaël Madar,Mickaël,Madar,1968-05-08,France,France,,F,Forward,7,2.0,0.0,,1.0,1.0,,,,,
530,1937.0,Neil Maddison,Neil,Maddison,1969-10-02,England,England,,M,Midfielder,7,20.0,3.0,5.0,7.0,8.0,1.0,1.0,,,
757,2388.0,Jim Magilton,Jim,Magilton,1969-05-06,Northern Ireland,Northern Ireland,7.0,M,Midfielder,7,6.0,0.0,2.0,3.0,1.0,,,,,
1296,140673.0,Alexander Manninger,Alexander,Manninger,1977-06-04,Austria,Austria,13.0,G,Goalkeeper,7,6.0,4.0,1.0,1.0,4.0,,,,,
1511,1829.0,Dario Marcolin,Dario,Marcolin,1971-10-28,Italy,Italy,,M,Midfielder,7,10.0,0.0,4.0,5.0,1.0,,4.0,1.0,,
1630,2009.0,Javier Margas,Javier,Margas,1969-05-10,Chile,Chile,,D,Defender,7,3.0,1.0,1.0,2.0,,,,,,
1596,279027.0,Silvio Maric,Silvio,Maric,1975-03-20,Croatia,Croatia,23.0,M,Midfielder,7,10.0,0.0,5.0,3.0,2.0,1.0,1.0,,,
1625,11377.0,Alan Marriott,Alan,Marriott,1978-03-09,England,England,1.0,G,Goalkeeper,7,,,,,,,,,,
812,1994.0,Chris Marsden,Chris,Marsden,1969-01-03,England,England,,M,Midfielder,7,14.0,4.0,2.0,6.0,6.0,,5.0,2.0,,
426,2782.0,Ian Marshall,Ian,Marshall,1966-03-20,England,England,,D,Defender,7,10.0,2.0,4.0,3.0,3.0,,,3.0,,
146,3209.0,Nigel Martyn,Nigel,Martyn,1966-08-11,England,England,25.0,G,Goalkeeper,7,34.0,13.0,10.0,7.0,17.0,,,,,
1556,105011.0,Marco Materazzi,Marco,Materazzi,1973-08-19,Italy,Italy,23.0,D,Centre Central Defender,7,27.0,8.0,8.0,13.0,6.0,,7.0,1.0,1.0,
259,5078.0,Dominic Matteo,Dominic,Matteo,1974-04-28,Scotland,Scotland,,D,Defender,7,20.0,2.0,6.0,8.0,6.0,2.0,2.0,1.0,1.0,
1411,2414.0,Matthew Jones,Matthew,Jones,1980-09-01,Wales,Wales,17.0,M,Midfielder,7,8.0,0.0,4.0,,4.0,,,,,
1414,1679.0,Lee Matthews,Lee,Matthews,1979-01-16,England,England,,F,Forward,7,,,,,,,,,,
1648,2039.0,Jesper Mattsson,Jesper,Mattsson,1968-04-18,Sweden,Sweden,,D,Defender,7,6.0,0.0,1.0,4.0,1.0,,1.0,,,
67,1004.0,David May,David,May,1970-06-24,England,England,,D,Defender,7,6.0,1.0,2.0,,4.0,,1.0,,,
1046,30368.0,Alan Maybury,Alan,Maybury,1978-08-08,Ireland,Ireland,2.0,D,Defender,7,,,,,,,,,,
238,2428.0,Gary McAllister,Gary,McAllister,1964-12-25,Scotland,Scotland,,M,Midfielder,7,29.0,5.0,7.0,12.0,10.0,2.0,5.0,3.0,,
1052,2757.0,Jason McAteer,Jason,McAteer,1971-06-18,Ireland,Ireland,,M,Midfielder,7,26.0,3.0,10.0,9.0,7.0,2.0,4.0,1.0,1.0,
1525,176972.0,Mark McCammon,Mark,McCammon,1978-08-07,Barbados,Barbados,33.0,F,Forward,7,,,,,,,,,,
1042,4538.0,Gavin McCann,Gavin,McCann,1978-01-10,England,England,,M,Centre Central Midfielder,7,,,,,,,,,,
1438,1714.0,Jamie McClen,Jamie,McClen,1979-05-13,England,England,,M,Midfielder,7,1.0,0.0,1.0,,,,,,,
413,397.0,Paul McGregor,Paul,McGregor,1974-12-17,England,England,,F,Forward,7,,,,,,,,,,
1448,1731.0,Mark McKeever,Mark,McKeever,1978-11-16,Northern Ireland,Ireland,,M,Midfielder,7,3.0,1.0,1.0,1.0,1.0,,,,,
1003,3583.0,Billy McKinlay,Billy,McKinlay,1969-04-22,Scotland,Scotland,,M,Midfielder,7,16.0,4.0,5.0,6.0,5.0,,3.0,,,
900,977.0,Sam McMahon,Sam,McMahon,1976-02-10,England,England,,M,Midfielder,7,,,,,,,,,,
271,3287.0,Steve McManaman,Steve,McManaman,1972-02-11,England,England,,M,Midfielder,7,28.0,4.0,7.0,10.0,11.0,6.0,2.0,4.0,,
1509,96805.0,David McNamee,David,McNamee,1980-10-10,Scotland,Scotland,16.0,D,Defender,7,,,,,,,,,,
1407,112547.0,Stephen McPhail,Stephen,McPhail,1979-12-09,Ireland,Ireland,37.0,M,Midfielder,7,17.0,1.0,6.0,4.0,7.0,2.0,,,,
1542,117130.0,Gary McSheffrey,Gary,McSheffrey,1982-08-13,England,England,10.0,F,Left Winger,7,1.0,0.0,,,1.0,,,,,
1278,98252.0,Paul McVeigh,Paul,McVeigh,1977-12-06,Northern Ireland,Northern Ireland,,F,Forward,7,,,,,,,,,,
1113,1506.0,Scott Mean,Scott,Mean,1973-12-13,England,England,,M,Midfielder,7,,,,,,,,,,
1506,1817.0,Gavin Melaugh,Gavin,Melaugh,1981-07-09,Northern Ireland,Northern Ireland,,M,Midfielder,7,,,,,,,,,,
1232,1442.0,Stephen Melton,Stephen,Melton,1978-10-03,England,England,,M,Midfielder,7,1.0,1.0,,,1.0,,,,,
1304,1541.0,Alberto Mendez,Alberto,Mendez,1974-10-24,Germany,Germany,,M,Midfielder,7,1.0,0.0,,,1.0,,,,,
1527,1863.0,Clive Mendonca,Clive,Mendonca,1968-09-09,England,England,,F,Forward,7,25.0,4.0,9.0,11.0,5.0,,,8.0,,
