id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obxd_left,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,final_third_entries,fouled_final_third,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_openplay,goal_fastbreak,hand_ball,head_pass,interception,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,shot_fastbreak,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,total_att_assist,total_back_zone_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_fwd_zone_pass,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,freekick_cross,goal_assist_deadball,goal_assist_setplay,interceptions_in_box,total_corners_intobox,attempts_ibox,attempts_obox,att_cmiss_high_right,att_corner,att_goal_high_left,att_ibox_post,att_lg_left,att_obx_left,att_pen_goal,att_pen_target,att_post_right,hit_woodwork,penalty_won,post_scoring_att,touches_in_opp_box,accurate_freekick_cross,accurate_goal_kicks,clearance_off_line,goal_kicks,att_goal_high_centre,att_lg_centre,penalty_conceded,att_cmiss_high_left,att_hd_post,att_post_high,dangerous_play,own_goals,red_card,total_chipped_pass,att_post_left,att_freekick_target,att_obox_post,second_yellow,att_obx_right,accurate_keeper_throws,ball_recovery,dive_catch,dive_save,good_high_claim,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_lg_right,last_man_tackle,att_obxd_right,att_freekick_goal,att_pen_post,back_pass,att_pen_miss,unsuccessful_touch,leftside_pass,att_obp_goal,fwd_pass,att_freekick_post,rescinded_red_card,accurate_chipped_pass,rightside_pass
2893,93954.0,Lassana Diarra,Lassana,Diarra,1985-03-10,France,France,19.0,M,Defensive Midfielder,15,26.0,111.0,5.0,5.0,120.0,14.0,226.0,32.0,4.0,3.0,10.0,35.0,33.0,6.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,3.0,,,,1.0,2.0,2.0,,2.0,1.0,,5.0,5.0,,1.0,2.0,1.0,,,,,,1.0,2.0,15.0,3.0,,6.0,14.0,3.0,41.0,42.0,15.0,44.0,4.0,19.0,7.0,,3.0,2.0,1.0,,,,,,1.0,3.0,3.0,42.0,25.0,,2.0,556.0,2.0,4.0,1.0,34.0,1.0,13.0,60.0,18.0,,68.0,66.0,,3.0,,48.0,32.0,6.0,119.0,17.0,9.0,20.0,20.0,,74.0,169.0,26.0,,268.0,6.0,4.0,3.0,25.0,36.0,397.0,9.0,8.0,7.0,6.0,2.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,120106.0,Souleymane Diawara,Souleymane,Diawara,1978-12-24,Senegal,Senegal,20.0,D,Centre Central Defender,15,101.0,270.0,,,116.0,52.0,386.0,1.0,16.0,33.0,23.0,154.0,131.0,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,3.0,,,3.0,,,,,,,,2.0,19.0,8.0,,,1.0,6.0,59.0,137.0,161.0,78.0,,23.0,18.0,,27.0,22.0,5.0,,,,,,,38.0,38.0,161.0,80.0,11.0,24.0,1650.0,,1.0,,,12.0,38.0,32.0,12.0,2.0,248.0,187.0,,1.0,1.0,41.0,,1.0,358.0,222.0,4.0,1.0,1.0,,83.0,211.0,92.0,,568.0,3.0,4.0,5.0,80.0,1.0,947.0,15.0,21.0,6.0,3.0,2.0,68.0,5.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward,15,86.0,46.0,5.0,5.0,120.0,8.0,161.0,2.0,1.0,1.0,16.0,58.0,46.0,9.0,,5.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,2.0,,1.0,4.0,,,1.0,2.0,,1.0,1.0,3.0,1.0,,6.0,1.0,,8.0,15.0,,5.0,14.0,,,1.0,,2.0,1.0,1.0,3.0,24.0,1.0,,18.0,1.0,3.0,56.0,26.0,,14.0,6.0,28.0,9.0,,11.0,8.0,3.0,,2.0,2.0,,,1.0,3.0,3.0,10.0,8.0,8.0,,817.0,2.0,9.0,5.0,14.0,,34.0,45.0,9.0,,69.0,69.0,1.0,7.0,,61.0,11.0,11.0,51.0,,4.0,19.0,19.0,1.0,100.0,179.0,11.0,12.0,211.0,15.0,7.0,7.0,11.0,2.0,290.0,19.0,13.0,5.0,1.0,7.0,8.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,177945.0,Papa Bouba Diop,Papa Bouba,Diop,1978-01-28,Senegal,Senegal,21.0,M,Midfielder,15,110.0,210.0,2.0,2.0,305.0,54.0,513.0,,14.0,44.0,23.0,138.0,109.0,11.0,,14.0,2.0,,2.0,2.0,1.0,,2.0,3.0,,,,,,9.0,3.0,12.0,2.0,,12.0,4.0,,1.0,7.0,6.0,2.0,3.0,9.0,2.0,5.0,,10.0,2.0,,16.0,19.0,,2.0,14.0,7.0,,,1.0,2.0,3.0,,7.0,53.0,2.0,,3.0,7.0,7.0,118.0,173.0,42.0,156.0,6.0,48.0,20.0,,30.0,25.0,5.0,,2.0,1.0,,1.0,6.0,11.0,11.0,144.0,81.0,10.0,11.0,1705.0,3.0,10.0,6.0,39.0,6.0,117.0,88.0,27.0,4.0,249.0,232.0,,22.0,2.0,140.0,31.0,13.0,265.0,59.0,19.0,10.0,10.0,,246.0,471.0,93.0,2.0,726.0,35.0,6.0,3.0,67.0,,987.0,41.0,47.0,6.0,15.0,1.0,44.0,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,11217.0,El Hadji Diouf,El Hadji,Diouf,1981-01-15,Senegal,Senegal,21.0,M,Left/Centre/Right Attacking Midfielder,15,318.0,190.0,39.0,22.0,431.0,47.0,582.0,28.0,21.0,5.0,33.0,203.0,183.0,23.0,8.0,12.0,7.0,4.0,,,,2.0,,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,5.0,10.0,5.0,2.0,10.0,,2.0,4.0,1.0,,2.0,,3.0,2.0,,4.0,4.0,1.0,9.0,33.0,4.0,10.0,29.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,12.0,88.0,2.0,85.0,109.0,52.0,5.0,237.0,176.0,11.0,101.0,38.0,43.0,32.0,5.0,35.0,29.0,6.0,3.0,5.0,3.0,,5.0,13.0,19.0,19.0,76.0,47.0,13.0,3.0,2690.0,21.0,15.0,19.0,103.0,1.0,159.0,156.0,89.0,5.0,523.0,521.0,2.0,7.0,4.0,207.0,79.0,36.0,228.0,13.0,139.0,244.0,173.0,2.0,345.0,817.0,68.0,25.0,801.0,38.0,19.0,1.0,37.0,29.0,1475.0,114.0,85.0,15.0,49.0,52.0,29.0,8.0,17.0,12.0,2.0,2.0,1.0,74.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,18714.0,Sylvain Distin,Sylvain,Distin,1977-12-16,France,France,25.0,D,Centre Central Defender,15,212.0,465.0,5.0,5.0,268.0,69.0,728.0,39.0,47.0,105.0,37.0,230.0,209.0,7.0,2.0,8.0,2.0,,,,1.0,2.0,,,,,1.0,,,6.0,1.0,7.0,,2.0,8.0,2.0,1.0,,3.0,1.0,1.0,,3.0,3.0,,,,,,,6.0,1.0,1.0,2.0,1.0,,,2.0,,,,,38.0,14.0,,9.0,10.0,9.0,107.0,258.0,262.0,220.0,,22.0,37.0,2.0,39.0,28.0,11.0,2.0,,,1.0,1.0,6.0,40.0,40.0,358.0,158.0,17.0,36.0,3269.0,5.0,4.0,4.0,34.0,21.0,175.0,41.0,46.0,2.0,543.0,477.0,2.0,8.0,,116.0,17.0,9.0,644.0,328.0,9.0,19.0,19.0,2.0,246.0,527.0,173.0,2.0,1152.0,12.0,1.0,,114.0,63.0,1794.0,17.0,31.0,11.0,8.0,3.0,90.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,176504.0,Terry Dixon,Terry,Dixon,1990-01-15,Ireland,Ireland,,F,Forward,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,3464.0,Eric Djemba-Djemba,Eric,Djemba-Djemba,1981-05-04,Cameroon,Cameroon,14.0,M,Midfielder,15,0.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,119807.0,Johan Djourou,Johan,Djourou,1987-01-18,Cote D’Ivoire,Switzerland,5.0,D,Centre Central Defender,15,105.0,518.0,,,169.0,50.0,687.0,13.0,7.0,11.0,21.0,106.0,88.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,,,1.0,6.0,46.0,87.0,64.0,52.0,,18.0,18.0,,12.0,9.0,3.0,,,,,1.0,3.0,4.0,4.0,103.0,82.0,2.0,9.0,1539.0,1.0,3.0,,9.0,4.0,45.0,24.0,2.0,2.0,128.0,86.0,,,,45.0,7.0,4.0,556.0,106.0,6.0,1.0,1.0,,70.0,209.0,62.0,,764.0,,3.0,3.0,50.0,17.0,971.0,12.0,22.0,13.0,4.0,2.0,39.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2023,19420.0,Jonathan Douglas,Jonathan,Douglas,1981-11-22,Ireland,Ireland,22.0,M,Centre Defensive Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,159684.0,Stewart Downing,Stewart,Downing,1984-07-22,England,England,19.0,M,Left/Right Winger,15,367.0,311.0,83.0,53.0,601.0,106.0,829.0,38.0,8.0,3.0,34.0,222.0,241.0,32.0,30.0,3.0,8.0,,2.0,2.0,2.0,3.0,5.0,16.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,6.0,4.0,1.0,12.0,36.0,7.0,5.0,1.0,5.0,4.0,14.0,1.0,16.0,14.0,,42.0,39.0,1.0,5.0,20.0,1.0,,5.0,1.0,4.0,4.0,4.0,15.0,71.0,6.0,139.0,120.0,93.0,7.0,154.0,109.0,20.0,235.0,11.0,22.0,34.0,2.0,47.0,35.0,12.0,2.0,8.0,6.0,,3.0,6.0,16.0,16.0,139.0,93.0,15.0,5.0,3040.0,39.0,31.0,20.0,88.0,1.0,296.0,64.0,184.0,6.0,612.0,599.0,3.0,22.0,2.0,255.0,70.0,70.0,351.0,33.0,85.0,379.0,261.0,3.0,390.0,1080.0,154.0,10.0,1052.0,57.0,4.0,,38.0,45.0,1810.0,71.0,39.0,12.0,29.0,50.0,29.0,4.0,36.0,48.0,2.0,2.0,2.0,128.0,1.0,1.0,,,,,,1.0,,,,1.0,,,2.0,14.0,,,,,,1.0,,,,,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,141573.0,Kevin Doyle,Kevin,Doyle,1983-09-18,Ireland,Ireland,9.0,F,Striker,15,265.0,73.0,11.0,11.0,306.0,20.0,368.0,14.0,69.0,28.0,32.0,209.0,201.0,16.0,,25.0,6.0,7.0,2.0,3.0,1.0,5.0,,,,3.0,3.0,4.0,4.0,8.0,1.0,13.0,8.0,13.0,15.0,14.0,4.0,6.0,20.0,4.0,1.0,3.0,7.0,4.0,1.0,,4.0,,,5.0,48.0,5.0,7.0,22.0,2.0,,,,6.0,5.0,1.0,9.0,98.0,8.0,,49.0,6.0,6.0,240.0,120.0,6.0,57.0,28.0,36.0,28.0,13.0,35.0,30.0,5.0,9.0,1.0,1.0,1.0,3.0,6.0,7.0,7.0,17.0,10.0,14.0,,2469.0,11.0,6.0,27.0,15.0,1.0,160.0,119.0,39.0,4.0,279.0,274.0,5.0,20.0,1.0,200.0,11.0,17.0,86.0,11.0,57.0,57.0,57.0,5.0,342.0,521.0,26.0,22.0,550.0,56.0,6.0,4.0,22.0,14.0,869.0,82.0,53.0,12.0,17.0,32.0,17.0,,,2.0,,,,,,,2.0,,2.0,1.0,,,3.0,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,144519.0,Lloyd Doyley,Lloyd,Doyley,1982-12-01,Jamaica,Jamaica,,D,Defender,15,55.0,98.0,5.0,5.0,129.0,29.0,222.0,120.0,7.0,11.0,21.0,164.0,101.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,14.0,4.0,,6.0,8.0,7.0,37.0,53.0,50.0,223.0,,14.0,17.0,,29.0,24.0,5.0,,,,,,,14.0,14.0,204.0,88.0,11.0,18.0,1621.0,5.0,3.0,,,6.0,18.0,125.0,82.0,4.0,346.0,329.0,,1.0,,77.0,,8.0,135.0,67.0,4.0,16.0,16.0,,175.0,282.0,83.0,,401.0,1.0,1.0,4.0,32.0,254.0,807.0,8.0,8.0,3.0,2.0,4.0,22.0,1.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,153284.0,Jaroslav Drobny,Jaroslav,Drobny,1979-10-18,Czech Republic,Czech Republic,16.0,G,Goalkeeper,15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,153650.0,Didier Drogba,Didier,Drogba,1978-03-11,,,11.0,F,Forward,15,294.0,131.0,6.0,6.0,357.0,25.0,482.0,4.0,57.0,58.0,36.0,163.0,148.0,37.0,2.0,42.0,20.0,11.0,9.0,8.0,10.0,6.0,3.0,7.0,2.0,4.0,7.0,5.0,5.0,11.0,3.0,19.0,9.0,16.0,40.0,20.0,5.0,7.0,33.0,17.0,6.0,2.0,17.0,18.0,4.0,4.0,20.0,7.0,,32.0,105.0,10.0,17.0,68.0,5.0,1.0,3.0,3.0,11.0,3.0,6.0,13.0,113.0,13.0,2.0,33.0,9.0,9.0,293.0,187.0,46.0,115.0,22.0,69.0,32.0,20.0,22.0,17.0,5.0,17.0,4.0,4.0,4.0,8.0,17.0,5.0,5.0,38.0,16.0,3.0,5.0,2944.0,19.0,24.0,47.0,66.0,6.0,85.0,65.0,72.0,1.0,433.0,411.0,6.0,61.0,2.0,240.0,39.0,43.0,148.0,68.0,93.0,42.0,42.0,6.0,481.0,678.0,45.0,43.0,784.0,121.0,6.0,4.0,46.0,8.0,1331.0,118.0,52.0,24.0,31.0,37.0,33.0,9.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,10.0,,,,,2.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender,15,41.0,72.0,,,24.0,10.0,96.0,,1.0,16.0,8.0,47.0,57.0,4.0,,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,2.0,,1.0,2.0,,,,,1.0,,,1.0,3.0,2.0,,,1.0,2.0,11.0,42.0,32.0,26.0,,6.0,8.0,,10.0,9.0,1.0,,,,,,,5.0,5.0,42.0,18.0,4.0,8.0,675.0,3.0,1.0,1.0,,4.0,6.0,21.0,3.0,1.0,82.0,74.0,,2.0,1.0,9.0,,4.0,111.0,40.0,2.0,1.0,1.0,,29.0,58.0,20.0,1.0,168.0,4.0,1.0,,18.0,,247.0,5.0,7.0,2.0,1.0,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,101201.0,Jerzy Dudek,Jerzy,Dudek,1973-03-23,Poland,Poland,25.0,G,Goalkeeper,15,2.0,26.0,,,7.0,14.0,33.0,,,,2.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,23.0,,,2.0,,2.0,2.0,,,,,,,,,,34.0,9.0,1.0,1.0,180.0,,,,,,7.0,6.0,,,27.0,27.0,,,,4.0,,,28.0,1.0,,,,,19.0,27.0,35.0,,55.0,,,,,,75.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,12.0,,,,,,,,,,,,,,,,16.0,,2.0,2.0,,16.0,,,1.0,4.0,3.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,
1004,124533.0,Damien Duff,Damien,Duff,1979-03-02,Ireland,Ireland,11.0,M,Left Winger,15,199.0,150.0,19.0,15.0,283.0,28.0,414.0,29.0,5.0,5.0,22.0,149.0,147.0,17.0,5.0,2.0,7.0,7.0,,2.0,3.0,3.0,,,,,,1.0,,,,,7.0,1.0,5.0,6.0,1.0,5.0,20.0,,1.0,,2.0,6.0,5.0,,4.0,3.0,,11.0,31.0,,4.0,11.0,,,1.0,,4.0,3.0,1.0,12.0,67.0,3.0,21.0,51.0,17.0,4.0,110.0,88.0,11.0,72.0,7.0,17.0,20.0,1.0,23.0,19.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,18.0,44.0,23.0,12.0,4.0,1730.0,13.0,10.0,10.0,48.0,3.0,147.0,47.0,27.0,1.0,200.0,197.0,3.0,9.0,2.0,145.0,41.0,23.0,177.0,14.0,42.0,86.0,70.0,3.0,195.0,421.0,43.0,15.0,512.0,31.0,5.0,2.0,30.0,32.0,817.0,36.0,33.0,6.0,20.0,13.0,22.0,1.0,5.0,2.0,,,,20.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,11801.0,Richard Duffy,Richard,Duffy,1985-08-30,Wales,Wales,5.0,D,Centre Central Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,20833.0,David Dunn,David,Dunn,1979-12-27,England,England,17.0,M,Centre Attacking Midfielder,15,39.0,62.0,1.0,1.0,96.0,15.0,157.0,2.0,1.0,1.0,11.0,52.0,46.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,4.0,2.0,,7.0,9.0,,1.0,7.0,,,,,1.0,,1.0,2.0,17.0,,,2.0,1.0,2.0,40.0,23.0,5.0,60.0,1.0,14.0,7.0,,12.0,11.0,1.0,,,,,,,1.0,1.0,46.0,23.0,4.0,1.0,590.0,1.0,2.0,2.0,,3.0,35.0,43.0,11.0,1.0,81.0,79.0,,5.0,,56.0,,3.0,74.0,7.0,10.0,4.0,4.0,,95.0,153.0,29.0,1.0,223.0,9.0,3.0,4.0,10.0,3.0,287.0,16.0,10.0,5.0,2.0,1.0,6.0,3.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,59202.0,Richard Dunne,Richard,Dunne,1979-09-21,Ireland,Ireland,22.0,D,Centre Central Defender,15,195.0,498.0,3.0,3.0,287.0,119.0,782.0,7.0,27.0,87.0,38.0,242.0,216.0,6.0,,14.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,1.0,11.0,2.0,14.0,2.0,1.0,12.0,2.0,,,,3.0,1.0,3.0,4.0,3.0,1.0,,2.0,1.0,,4.0,6.0,,1.0,5.0,2.0,,,,1.0,1.0,1.0,3.0,26.0,14.0,,3.0,8.0,9.0,97.0,242.0,277.0,308.0,2.0,38.0,38.0,1.0,44.0,32.0,12.0,,,,,2.0,12.0,34.0,34.0,461.0,216.0,18.0,60.0,3420.0,1.0,5.0,4.0,27.0,27.0,55.0,170.0,62.0,2.0,581.0,511.0,,14.0,1.0,132.0,16.0,6.0,659.0,347.0,16.0,11.0,11.0,,332.0,612.0,267.0,2.0,1260.0,21.0,,,120.0,12.0,1890.0,26.0,27.0,11.0,8.0,5.0,88.0,4.0,,,,,8.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1740,6097.0,Kieron Dyer,Kieron,Dyer,1978-12-29,England,England,18.0,M,Centre/Right Attacking Midfielder,15,179.0,197.0,3.0,3.0,377.0,36.0,571.0,6.0,6.0,4.0,22.0,155.0,117.0,18.0,,11.0,,3.0,,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,2.0,2.0,3.0,5.0,5.0,,,2.0,1.0,,,1.0,7.0,3.0,2.0,4.0,1.0,,10.0,23.0,4.0,5.0,22.0,,,,,4.0,1.0,1.0,5.0,42.0,3.0,1.0,10.0,1.0,8.0,90.0,64.0,4.0,85.0,9.0,20.0,20.0,5.0,21.0,15.0,6.0,5.0,2.0,2.0,,2.0,,12.0,12.0,51.0,40.0,7.0,4.0,1689.0,9.0,11.0,11.0,,1.0,55.0,150.0,23.0,1.0,117.0,116.0,1.0,10.0,2.0,179.0,,20.0,214.0,5.0,39.0,11.0,11.0,1.0,223.0,446.0,44.0,13.0,649.0,26.0,9.0,2.0,20.0,7.0,828.0,50.0,25.0,7.0,15.0,11.0,13.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,161189.0,Chris Eagles,Chris,Eagles,1985-11-19,England,England,33.0,M,Left/Right Winger,15,7.0,21.0,,,15.0,,36.0,,,,2.0,11.0,12.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,1.0,4.0,2.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,2.0,,,,93.0,1.0,,1.0,,,5.0,11.0,3.0,,23.0,23.0,1.0,,,9.0,,1.0,27.0,1.0,2.0,5.0,4.0,1.0,18.0,31.0,2.0,,53.0,1.0,,1.0,5.0,,72.0,5.0,9.0,1.0,1.0,1.0,4.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,19808.0,Richard Eckersley,Richard,Eckersley,1989-03-12,England,England,24.0,D,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,181478.0,David Edgar,David,Edgar,1987-05-19,United States,Canada,34.0,D,Defender,15,6.0,48.0,,,20.0,8.0,68.0,7.0,1.0,1.0,3.0,24.0,18.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,2.0,,,,,,,,,2.0,,,,,2.0,5.0,7.0,8.0,12.0,,1.0,2.0,1.0,4.0,1.0,3.0,1.0,,,,,,5.0,5.0,28.0,11.0,1.0,2.0,240.0,,,1.0,,1.0,9.0,6.0,5.0,,34.0,28.0,,1.0,,6.0,,,55.0,14.0,2.0,1.0,1.0,,11.0,35.0,16.0,,89.0,2.0,,1.0,4.0,12.0,131.0,1.0,1.0,,1.0,,3.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
