id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
2522,16,220.0,15.0,,26.0,26.0,30.0,721.0,,98.0,30.0,915.0,11.0,15.0,31.0,21.0,34.0,158.0,200.0,44.0,2.0,6.0,1.0,7.0,4.0,7.0,13.0,38.0,12.0,44.0,11.0,3.0,8.0,12.0,17.0,34.0,5.0,28.0,25.0,89.0,108.0,20.0,30.0,110.0,3.0,2.0,18.0,171.0,43.0,20.0,16.0,10.0,80.0,26.0,87.0,6.0,252.0,228.0,10.0,2.0,,140.0,238.0,37.0,14.0,8.0,31.0,31.0,17.0,17.0,,6.0,4.0,6.0,1.0,11.0,14.0,,14.0,53.0,36.0,3.0,4.0,2747.0,21.0,31.0,77.0,,165.0,210.0,79.0,1.0,514.0,500.0,84.0,13.0,74.0,54.0,441.0,52.0,251.0,19.0,24.0,193.0,4.0,118.0,114.0,578.0,60.0,993.0,4.0,110.0,38.0,11.0,1126.0,174.0,4.0,3.0,29.0,11.0,17.0,1938.0,106.0,88.0,25.0,90.0,38.0,23.0,5.0,,,,,,,,,,,,,,,,,,45.0,18.0,9.0,11.0,6.0,6.0,,4.0,15.0,9.0,26.0,23.0,2.0,21.0,12.0,,4.0,9.0,10.0,17.0,5.0,,1.0,3.0,11.0,3.0,11.0,,10.0,1.0,,,1.0,4.0,,,36.0,26.0,11.0,2.0,,1.0,,,2.0,,5.0,,,,,1.0,,1.0,4.0,,,6.0,4.0,3.0,5.0,3.0,,,,2.0,,,,,,,,,,,,1.0,
3287,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,16,234.0,19.0,,1.0,1.0,1.0,84.0,17.0,2.0,35.0,317.0,,1.0,21.0,39.0,19.0,145.0,107.0,4.0,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,2.0,,,1.0,,,,109.0,,7.0,1.0,,1.0,,5.0,4.0,51.0,123.0,165.0,93.0,3.0,62.0,114.0,,18.0,,19.0,,31.0,24.0,7.0,,,,,148.0,45.0,9.0,45.0,131.0,63.0,14.0,14.0,1540.0,,4.0,,10.0,41.0,25.0,10.0,2.0,231.0,128.0,1.0,74.0,34.0,4.0,31.0,4.0,276.0,37.0,268.0,5.0,,1.0,1.0,73.0,2.0,163.0,54.0,2.0,79.0,,438.0,4.0,4.0,,60.0,,1.0,850.0,11.0,19.0,1.0,5.0,,48.0,2.0,,,,,,,,,,,,,,,,,,3.0,1.0,,,,3.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,25.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
3239,16,9.0,4.0,,2.0,2.0,,15.0,1.0,,3.0,22.0,,12.0,3.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,2.0,3.0,1.0,1.0,7.0,8.0,12.0,4.0,,10.0,0.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,5.0,2.0,,2.0,16.0,8.0,,2.0,90.0,,,,1.0,12.0,1.0,4.0,,21.0,19.0,,4.0,4.0,,6.0,,10.0,7.0,14.0,1.0,,6.0,6.0,13.0,,29.0,7.0,,10.0,,33.0,,,,5.0,,14.0,79.0,2.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,16,4.0,,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,,,,,2.0,1.0,,,,,,,4.0,,1.0,,,,,,,1.0,1.0,,1.0,,5.0,,,2.0,1.0,,,8.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,16,55.0,6.0,4.0,10.0,6.0,,86.0,,4.0,7.0,131.0,,2.0,6.0,1.0,10.0,49.0,57.0,3.0,1.0,,,,,,1.0,2.0,,5.0,,,1.0,1.0,,5.0,,2.0,2.0,8.0,10.0,,1.0,9.0,,,,36.0,9.0,4.0,,13.0,21.0,18.0,11.0,1.0,38.0,30.0,3.0,,,34.0,0.0,3.0,7.0,11.0,6.0,,10.0,8.0,2.0,1.0,1.0,1.0,,1.0,5.0,,5.0,29.0,7.0,7.0,2.0,579.0,2.0,3.0,3.0,2.0,14.0,39.0,31.0,2.0,123.0,116.0,14.0,7.0,15.0,2.0,43.0,5.0,58.0,21.0,10.0,18.0,12.0,62.0,50.0,70.0,2.0,174.0,6.0,4.0,20.0,1.0,170.0,14.0,4.0,4.0,9.0,,4.0,326.0,15.0,13.0,2.0,7.0,6.0,9.0,1.0,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,4.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
3242,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,16,79.0,9.0,,,,,57.0,10.0,,32.0,136.0,,1.0,6.0,6.0,5.0,27.0,20.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,2.0,,,1.0,,,,12.0,1.0,1.0,2.0,,,,1.0,2.0,11.0,21.0,32.0,13.0,,55.0,36.0,,3.0,,4.0,,2.0,2.0,,,,,,24.0,9.0,1.0,9.0,66.0,35.0,,2.0,435.0,2.0,,1.0,2.0,32.0,7.0,5.0,2.0,68.0,42.0,,8.0,4.0,1.0,34.0,2.0,84.0,17.0,58.0,,,,,59.0,1.0,93.0,29.0,,53.0,,177.0,3.0,,1.0,5.0,,1.0,258.0,2.0,10.0,3.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,16,131.0,24.0,5.0,8.0,3.0,2.0,234.0,,6.0,50.0,357.0,,1.0,1.0,1.0,13.0,39.0,34.0,3.0,3.0,,1.0,,,,,,,,,1.0,1.0,,,4.0,,2.0,2.0,8.0,10.0,,3.0,11.0,,,2.0,50.0,6.0,12.0,3.0,13.0,3.0,4.0,12.0,3.0,40.0,51.0,5.0,3.0,,68.0,0.0,2.0,11.0,5.0,4.0,,4.0,3.0,1.0,1.0,,1.0,,4.0,15.0,,15.0,61.0,50.0,1.0,2.0,538.0,5.0,2.0,3.0,3.0,73.0,69.0,19.0,1.0,94.0,89.0,12.0,6.0,32.0,2.0,110.0,7.0,147.0,30.0,10.0,9.0,13.0,25.0,12.0,134.0,3.0,290.0,2.0,7.0,55.0,,412.0,11.0,1.0,9.0,29.0,,1.0,539.0,8.0,16.0,9.0,5.0,5.0,19.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,16,291.0,38.0,,9.0,9.0,1.0,304.0,16.0,2.0,41.0,586.0,,122.0,12.0,22.0,28.0,197.0,127.0,6.0,,,,1.0,,,,,,4.0,,2.0,,1.0,,1.0,,3.0,,4.0,3.0,,,,,,,112.0,1.0,15.0,3.0,,18.0,20.0,14.0,7.0,59.0,94.0,108.0,43.0,,207.0,0.0,1.0,12.0,2.0,19.0,,35.0,30.0,5.0,,,,,89.0,39.0,4.0,39.0,242.0,125.0,10.0,14.0,1865.0,2.0,4.0,,9.0,266.0,6.0,37.0,1.0,379.0,295.0,16.0,60.0,36.0,3.0,141.0,6.0,333.0,79.0,192.0,12.0,,40.0,40.0,246.0,1.0,491.0,82.0,2.0,113.0,,784.0,4.0,,9.0,53.0,,161.0,1343.0,28.0,13.0,11.0,6.0,6.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,9.0,,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2997,16,75.0,9.0,,,,1.0,31.0,5.0,,14.0,106.0,,2.0,15.0,13.0,12.0,59.0,47.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,23.0,,9.0,,,,2.0,4.0,4.0,36.0,41.0,79.0,32.0,,28.0,0.0,,7.0,,9.0,1.0,13.0,9.0,4.0,,,,,65.0,11.0,1.0,11.0,39.0,21.0,1.0,8.0,812.0,,,2.0,6.0,8.0,21.0,4.0,,110.0,45.0,,18.0,5.0,1.0,15.0,,87.0,15.0,144.0,3.0,,2.0,2.0,32.0,2.0,59.0,24.0,,32.0,,144.0,3.0,2.0,3.0,21.0,,2.0,345.0,5.0,5.0,7.0,2.0,,19.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
3129,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,16,141.0,18.0,,9.0,9.0,,189.0,23.0,,44.0,321.0,1.0,120.0,16.0,7.0,18.0,167.0,106.0,3.0,,,,,,,,,,,1.0,,1.0,1.0,,4.0,,2.0,2.0,8.0,6.0,,2.0,8.0,,,,104.0,4.0,12.0,3.0,,12.0,17.0,7.0,8.0,56.0,64.0,85.0,36.0,1.0,229.0,44.0,,22.0,2.0,17.0,,26.0,23.0,3.0,,,,3.0,75.0,32.0,3.0,30.0,215.0,103.0,8.0,27.0,1465.0,2.0,1.0,2.0,12.0,15.0,166.0,83.0,3.0,382.0,311.0,10.0,48.0,46.0,3.0,102.0,3.0,168.0,48.0,156.0,4.0,,31.0,31.0,225.0,,372.0,83.0,,123.0,,509.0,9.0,2.0,1.0,49.0,1.0,208.0,1032.0,11.0,6.0,2.0,2.0,4.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,5.0,31.0,18.0,,,19.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1135,16,94.0,15.0,,18.0,18.0,29.0,476.0,1.0,57.0,26.0,552.0,2.0,4.0,50.0,53.0,32.0,196.0,163.0,34.0,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,3.0,21.0,4.0,,2.0,9.0,11.0,10.0,2.0,11.0,8.0,29.0,78.0,9.0,14.0,57.0,2.0,3.0,5.0,72.0,23.0,2.0,10.0,,67.0,15.0,64.0,6.0,178.0,136.0,3.0,1.0,,79.0,180.0,16.0,34.0,,28.0,11.0,32.0,26.0,6.0,4.0,3.0,4.0,2.0,1.0,15.0,,15.0,27.0,17.0,10.0,,2572.0,16.0,23.0,37.0,1.0,102.0,162.0,66.0,2.0,356.0,356.0,57.0,3.0,12.0,28.0,268.0,39.0,104.0,28.0,3.0,51.0,,82.0,82.0,417.0,92.0,723.0,1.0,76.0,38.0,50.0,745.0,88.0,2.0,4.0,26.0,2.0,4.0,1153.0,65.0,36.0,16.0,21.0,35.0,22.0,1.0,,,,,,,,,,,,,,,,,,23.0,15.0,13.0,7.0,3.0,4.0,,6.0,10.0,13.0,9.0,15.0,2.0,18.0,6.0,1.0,3.0,4.0,7.0,9.0,5.0,,,2.0,7.0,1.0,7.0,,4.0,,,,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,1.0,
3470,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,16,274.0,20.0,,2.0,2.0,28.0,436.0,3.0,47.0,50.0,708.0,1.0,2.0,31.0,73.0,27.0,182.0,136.0,21.0,,3.0,,2.0,,,,1.0,,10.0,7.0,2.0,5.0,12.0,9.0,5.0,,19.0,11.0,33.0,44.0,,10.0,33.0,,2.0,5.0,150.0,7.0,18.0,13.0,1.0,6.0,5.0,46.0,5.0,171.0,214.0,44.0,21.0,,170.0,0.0,18.0,66.0,,25.0,,24.0,19.0,5.0,3.0,2.0,3.0,2.0,37.0,44.0,1.0,44.0,130.0,68.0,9.0,10.0,2176.0,12.0,12.0,13.0,9.0,59.0,257.0,53.0,2.0,370.0,343.0,25.0,28.0,97.0,35.0,220.0,24.0,314.0,47.0,71.0,27.0,,11.0,11.0,375.0,112.0,673.0,15.0,55.0,87.0,2.0,976.0,55.0,5.0,2.0,65.0,1.0,2.0,1379.0,63.0,61.0,13.0,15.0,10.0,52.0,8.0,,,,,,,,,,,,,,,,,,16.0,,1.0,1.0,,10.0,,2.0,12.0,2.0,,16.0,,2.0,1.0,,5.0,4.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,16,21.0,,,1.0,1.0,2.0,79.0,,23.0,2.0,99.0,,,9.0,3.0,12.0,62.0,49.0,7.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,3.0,9.0,,3.0,8.0,,,2.0,17.0,3.0,1.0,,,2.0,1.0,43.0,1.0,81.0,46.0,,,,9.0,0.0,11.0,12.0,,8.0,,8.0,6.0,2.0,1.0,1.0,1.0,3.0,,3.0,,3.0,7.0,5.0,6.0,,620.0,4.0,4.0,4.0,,16.0,20.0,3.0,,97.0,97.0,13.0,,4.0,2.0,37.0,8.0,25.0,,,31.0,,3.0,3.0,58.0,8.0,109.0,,28.0,4.0,4.0,131.0,9.0,7.0,4.0,11.0,,,265.0,33.0,20.0,5.0,12.0,5.0,7.0,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,2.0,,1.0,,3.0,1.0,,,2.0,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,16,247.0,27.0,1.0,5.0,4.0,2.0,363.0,6.0,11.0,67.0,605.0,1.0,5.0,15.0,2.0,31.0,135.0,128.0,12.0,1.0,1.0,,2.0,,,,,,14.0,3.0,,6.0,6.0,6.0,13.0,1.0,19.0,3.0,37.0,39.0,,2.0,26.0,1.0,,1.0,144.0,13.0,18.0,1.0,3.0,14.0,14.0,36.0,9.0,146.0,122.0,27.0,8.0,,167.0,132.0,17.0,46.0,,25.0,1.0,27.0,23.0,4.0,3.0,2.0,3.0,3.0,14.0,36.0,1.0,35.0,124.0,74.0,9.0,8.0,1965.0,3.0,13.0,5.0,5.0,134.0,116.0,52.0,3.0,325.0,308.0,43.0,28.0,73.0,23.0,206.0,16.0,289.0,70.0,44.0,64.0,1.0,29.0,28.0,339.0,6.0,555.0,26.0,11.0,109.0,1.0,815.0,41.0,18.0,6.0,53.0,1.0,6.0,1196.0,62.0,37.0,13.0,30.0,5.0,41.0,6.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,1.0,,,2.0,,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,,2.0,2.0,,1.0,,3.0,1.0,,1.0,,,,,,7.0,6.0,,,,1.0,,,,,,,,1.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,
3351,16,41.0,6.0,,2.0,2.0,,74.0,1.0,,14.0,113.0,,,,1.0,7.0,32.0,16.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,3.0,3.0,5.0,,2.0,4.0,2.0,,,37.0,,4.0,,1.0,4.0,5.0,11.0,1.0,22.0,20.0,1.0,,,23.0,0.0,,7.0,,4.0,,6.0,6.0,,,,,,1.0,5.0,,5.0,27.0,19.0,5.0,,357.0,2.0,,3.0,,18.0,38.0,7.0,1.0,57.0,53.0,11.0,5.0,21.0,2.0,33.0,2.0,49.0,12.0,5.0,,,9.0,9.0,51.0,,107.0,3.0,,21.0,,147.0,5.0,2.0,3.0,15.0,,,211.0,13.0,4.0,1.0,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2425,16,3.0,,,,,,19.0,,,20.0,22.0,,,,,3.0,36.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,1.0,1.0,2.0,3.0,,1.0,59.0,27.0,,1.0,,3.0,,6.0,5.0,1.0,,,,,,,,,104.0,37.0,2.0,,270.0,,,,,14.0,4.0,3.0,1.0,69.0,68.0,,6.0,,,15.0,,4.0,,4.0,,,,,47.0,,65.0,,,67.0,,69.0,,,,,,,143.0,1.0,2.0,,,,,1.0,18.0,4.0,1.0,4.0,3.0,39.0,7.0,14.0,4.0,1.0,1.0,6.0,3.0,9.0,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2886,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
