id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_lf_total,att_obox_blocked,att_obx_centre,att_rf_total,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shield_ball_oop,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,error_lead_to_shot,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_contest,total_high_claim,won_contest,last_man_tackle,accurate_flick_on,accurate_layoffs,att_bx_centre,att_freekick_miss,att_freekick_total,att_hd_miss,att_hd_post,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_miss,att_post_high,att_setpiece,clearance_off_line,error_lead_to_goal,fouled_final_third,foul_throw_in,head_pass,hit_woodwork,open_play_pass,own_goals,post_scoring_att,shot_off_target,successful_open_play_pass,total_flick_on,total_sub_on,won_corners,accurate_through_ball,total_through_ball,total_offside,attempts_ibox,attempts_obox,att_hd_target,att_ibox_target,att_lg_centre,att_miss_high_left,att_obox_target,att_obx_right,att_openplay,att_rf_target,att_sv_high_centre,att_sv_low_centre,att_sv_low_left,att_sv_low_right,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,ontarget_scoring_att,touches_in_opp_box,gk_smother,att_fastbreak,att_freekick_goal,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_ibox_goal,att_lf_goal,att_obox_goal,att_rf_goal,corner_taken,dangerous_play,goals,shot_fastbreak,accurate_corners_intobox,total_corners_intobox,att_corner,att_goal_low_centre,six_yard_block,att_goal_low_right,att_lf_target,att_post_right,penalty_won,red_card,second_yellow,att_cmiss_right,freekick_cross,goal_fastbreak,att_bx_right,att_cmiss_high,att_cmiss_left,att_goal_high_centre,att_sv_high_right,goals_openplay,total_fastbreak,att_sv_high_left,att_bx_left,att_freekick_target,att_pen_target,leftside_pass,att_pen_goal,att_post_left,att_obxd_left,att_obx_left,att_obxd_right,att_obox_post,accurate_freekick_cross,att_cmiss_high_right,fwd_pass,att_pen_miss,att_pen_post,att_freekick_post,back_pass,backward_pass,att_cmiss_high_left,att_lg_left,att_obp_goal,att_lg_right,rightside_pass,big_chance_scored
3127,17,459.0,29.0,19.0,19.0,653.0,9.0,36.0,1093.0,294.0,21.0,33.0,29.0,117.0,113.0,33.0,3.0,1.0,2.0,5.0,157.0,10.0,3.0,17.0,15.0,44.0,34.0,30.0,9.0,124.0,190.0,10.0,69.0,43.0,178.0,62.0,43.0,29.0,21.0,18.0,3.0,2.0,76.0,72.0,5.0,72.0,173.0,101.0,1.0,19.0,2579.0,10.0,15.0,21.0,3.0,11.0,386.0,,47.0,1.0,417.0,356.0,49.0,43.0,65.0,2.0,323.0,36.0,504.0,64.0,130.0,79.0,78.0,426.0,864.0,44.0,14.0,69.0,1289.0,8.0,3.0,100.0,342.0,2271.0,47.0,44.0,19.0,76.0,8.0,,,2.0,,,,,1.0,,,,,,,,,,,,,28.0,,13.0,,3.0,14.0,1.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,,1.0,4.0,1.0,5.0,,46.0,,,1.0,38.0,6.0,,11.0,1.0,4.0,2.0,,,,3.0,,,,,2.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,,4.0,2.0,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,17,279.0,84.0,20.0,20.0,391.0,38.0,91.0,650.0,222.0,16.0,27.0,38.0,386.0,294.0,14.0,5.0,,3.0,2.0,256.0,32.0,,21.0,7.0,53.0,30.0,39.0,8.0,152.0,163.0,32.0,93.0,41.0,398.0,114.0,36.0,38.0,50.0,46.0,4.0,2.0,87.0,53.0,6.0,52.0,421.0,189.0,19.0,32.0,3325.0,7.0,6.0,14.0,19.0,294.0,18.0,1.0,117.0,6.0,766.0,678.0,32.0,106.0,118.0,5.0,208.0,20.0,360.0,182.0,181.0,86.0,86.0,388.0,734.0,136.0,5.0,227.0,1008.0,7.0,4.0,64.0,385.0,2209.0,47.0,34.0,11.0,49.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,80.0,,38.0,3.0,,5.0,,,,,,,,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,1.0,1.0,2.0,3.0,,51.0,,,5.0,33.0,1.0,,17.0,2.0,2.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,17,61.0,3.0,3.0,3.0,194.0,,15.0,252.0,,52.0,36.0,24.0,80.0,109.0,9.0,12.0,4.0,18.0,23.0,39.0,1.0,10.0,2.0,,11.0,6.0,35.0,9.0,119.0,78.0,1.0,6.0,1.0,40.0,0.0,14.0,10.0,14.0,12.0,2.0,,4.0,4.0,,4.0,11.0,8.0,5.0,4.0,1141.0,,6.0,4.0,3.0,57.0,62.0,,28.0,,188.0,183.0,19.0,3.0,17.0,,112.0,10.0,73.0,5.0,11.0,17.0,17.0,191.0,310.0,1.0,58.0,22.0,366.0,46.0,9.0,14.0,,591.0,41.0,21.0,10.0,12.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,23.0,,7.0,,19.0,46.0,6.0,1.0,1.0,5.0,1.0,9.0,6.0,10.0,1.0,2.0,6.0,2.0,8.0,9.0,1.0,1.0,,,1.0,,18.0,1.0,79.0,,1.0,20.0,54.0,66.0,14.0,9.0,1.0,6.0,5.0,6.0,3.0,2.0,6.0,,1.0,4.0,,14.0,7.0,1.0,4.0,2.0,3.0,1.0,,1.0,1.0,,16.0,12.0,,2.0,,,,2.0,1.0,4.0,3.0,2.0,2.0,,2.0,6.0,2.0,,,,1.0,,2.0,1.0,,,,,2.0,,,2.0,1.0,,1.0,,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
3419,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,17,2.0,,1.0,1.0,9.0,,,10.0,,2.0,,3.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,,1.0,0.0,,,1.0,1.0,,,,1.0,,1.0,,,2.0,,19.0,,1.0,,,1.0,1.0,,2.0,,5.0,5.0,1.0,,,,4.0,1.0,3.0,1.0,,1.0,1.0,8.0,13.0,,,,15.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,17,134.0,15.0,,,52.0,4.0,15.0,186.0,1.0,11.0,27.0,11.0,109.0,72.0,2.0,2.0,1.0,1.0,,38.0,3.0,1.0,5.0,2.0,1.0,,4.0,1.0,29.0,58.0,3.0,86.0,59.0,41.0,100.0,9.0,10.0,15.0,15.0,,,94.0,15.0,3.0,15.0,93.0,36.0,7.0,12.0,912.0,7.0,,2.0,8.0,9.0,27.0,,5.0,,135.0,78.0,2.0,19.0,17.0,,10.0,2.0,144.0,28.0,143.0,1.0,1.0,46.0,116.0,28.0,2.0,43.0,259.0,5.0,1.0,15.0,1.0,498.0,9.0,16.0,3.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,3.0,,3.0,,4.0,,,,,4.0,,,1.0,,2.0,,,,,,,,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,17,287.0,29.0,6.0,6.0,695.0,,60.0,976.0,11.0,5.0,1.0,31.0,245.0,173.0,49.0,13.0,17.0,50.0,89.0,140.0,,23.0,31.0,4.0,15.0,7.0,105.0,4.0,233.0,138.0,,,,162.0,0.0,51.0,30.0,35.0,30.0,5.0,10.0,1.0,21.0,,21.0,52.0,39.0,15.0,,2635.0,,19.0,35.0,,157.0,86.0,,82.0,2.0,361.0,360.0,62.0,10.0,68.0,,400.0,54.0,308.0,53.0,1.0,25.0,23.0,517.0,869.0,1.0,93.0,76.0,1152.0,108.0,11.0,47.0,13.0,1792.0,83.0,53.0,12.0,33.0,3.0,,,,,,,,,,,,,,,,,,,,,88.0,,37.0,,8.0,84.0,10.0,4.0,8.0,5.0,,6.0,6.0,15.0,2.0,5.0,9.0,10.0,9.0,19.0,,4.0,,,4.0,1.0,1.0,2.0,83.0,,2.0,36.0,66.0,17.0,1.0,33.0,17.0,27.0,20.0,5.0,2.0,1.0,21.0,,1.0,14.0,,17.0,30.0,2.0,8.0,7.0,15.0,5.0,,5.0,5.0,,49.0,9.0,,10.0,1.0,,,5.0,,12.0,2.0,2.0,12.0,9.0,,14.0,10.0,,2.0,,2.0,2.0,7.0,4.0,1.0,1.0,,,,,4.0,,1.0,1.0,,1.0,5.0,4.0,2.0,5.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
3413,17,69.0,2.0,6.0,5.0,213.0,,4.0,276.0,5.0,15.0,9.0,27.0,47.0,44.0,11.0,3.0,4.0,9.0,16.0,74.0,,7.0,4.0,,14.0,5.0,28.0,10.0,84.0,63.0,,1.0,1.0,39.0,0.0,13.0,6.0,9.0,8.0,1.0,2.0,2.0,7.0,,7.0,14.0,4.0,2.0,,833.0,,6.0,6.0,,80.0,20.0,,21.0,1.0,142.0,140.0,31.0,9.0,34.0,2.0,134.0,12.0,81.0,5.0,3.0,20.0,19.0,183.0,286.0,1.0,39.0,7.0,347.0,21.0,3.0,7.0,5.0,601.0,47.0,21.0,15.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,52.0,,26.0,,9.0,38.0,2.0,,,,,1.0,3.0,2.0,,1.0,,3.0,2.0,4.0,,,,,2.0,,,,7.0,,,6.0,5.0,22.0,21.0,10.0,,2.0,2.0,,1.0,1.0,3.0,,,2.0,,6.0,4.0,,2.0,3.0,,1.0,,,1.0,,8.0,,,5.0,,,,,,3.0,2.0,,1.0,2.0,,3.0,5.0,1.0,1.0,,2.0,3.0,,,,,,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2527,17,153.0,15.0,7.0,7.0,259.0,7.0,26.0,405.0,22.0,15.0,15.0,17.0,159.0,114.0,8.0,2.0,1.0,4.0,3.0,88.0,9.0,1.0,9.0,3.0,8.0,5.0,19.0,5.0,60.0,79.0,9.0,34.0,19.0,132.0,0.0,17.0,15.0,25.0,22.0,3.0,,27.0,25.0,6.0,25.0,105.0,55.0,10.0,12.0,1381.0,3.0,5.0,4.0,12.0,48.0,127.0,,29.0,,203.0,180.0,14.0,19.0,55.0,3.0,123.0,9.0,189.0,43.0,57.0,13.0,13.0,192.0,371.0,34.0,2.0,62.0,547.0,7.0,,41.0,30.0,884.0,33.0,15.0,2.0,29.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,9.0,,8.0,1.0,5.0,2.0,,,,1.0,,2.0,,1.0,,3.0,,,1.0,3.0,,,,,,,,,,,,4.0,,7.0,2.0,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,17,142.0,9.0,1.0,1.0,123.0,,23.0,264.0,1.0,4.0,5.0,13.0,90.0,70.0,3.0,2.0,3.0,7.0,7.0,48.0,1.0,3.0,15.0,,1.0,2.0,11.0,1.0,48.0,60.0,1.0,4.0,1.0,46.0,92.0,20.0,11.0,19.0,16.0,3.0,2.0,3.0,24.0,2.0,23.0,38.0,20.0,9.0,1.0,853.0,1.0,3.0,1.0,,33.0,32.0,,8.0,1.0,83.0,75.0,8.0,16.0,24.0,,54.0,4.0,157.0,15.0,12.0,3.0,3.0,77.0,171.0,2.0,11.0,34.0,325.0,9.0,6.0,37.0,1.0,467.0,19.0,17.0,3.0,25.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,11.0,1.0,,,,,,,,,2.0,1.0,,1.0,5.0,,,,,2.0,1.0,,,,,,5.0,,3.0,2.0,1.0,,,,,,,1.0,,1.0,,1.0,5.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,17,21.0,,2.0,2.0,70.0,,1.0,89.0,,31.0,3.0,8.0,49.0,39.0,5.0,1.0,,1.0,5.0,13.0,,2.0,1.0,,3.0,3.0,15.0,2.0,62.0,22.0,,,,11.0,0.0,13.0,7.0,7.0,6.0,1.0,1.0,,1.0,,1.0,8.0,4.0,5.0,,553.0,,2.0,4.0,1.0,10.0,21.0,,10.0,1.0,67.0,67.0,4.0,1.0,8.0,1.0,37.0,6.0,30.0,,,6.0,6.0,62.0,110.0,2.0,20.0,2.0,134.0,13.0,5.0,10.0,,216.0,18.0,5.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,7.0,,4.0,,4.0,14.0,,,,5.0,,6.0,2.0,9.0,,1.0,,3.0,6.0,1.0,,2.0,,,,,4.0,,15.0,,,10.0,9.0,19.0,1.0,3.0,,2.0,10.0,2.0,,,,,,,,2.0,,,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3029,17,297.0,62.0,3.0,3.0,277.0,22.0,64.0,571.0,1.0,41.0,75.0,29.0,210.0,142.0,11.0,6.0,3.0,11.0,15.0,194.0,1.0,8.0,20.0,6.0,4.0,7.0,12.0,7.0,111.0,170.0,1.0,122.0,82.0,171.0,192.0,31.0,27.0,38.0,32.0,6.0,2.0,162.0,64.0,2.0,63.0,193.0,98.0,15.0,9.0,2388.0,19.0,9.0,5.0,13.0,65.0,109.0,,34.0,2.0,355.0,251.0,13.0,87.0,94.0,2.0,126.0,14.0,333.0,113.0,226.0,11.0,11.0,259.0,465.0,71.0,35.0,125.0,787.0,34.0,4.0,54.0,2.0,1432.0,32.0,31.0,7.0,40.0,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,19.0,,10.0,5.0,7.0,33.0,,,,9.0,,11.0,5.0,12.0,,10.0,2.0,4.0,3.0,7.0,,4.0,2.0,,,,12.0,,66.0,,,19.0,55.0,30.0,2.0,8.0,2.0,6.0,5.0,1.0,,2.0,6.0,,,1.0,,,4.0,1.0,1.0,3.0,2.0,2.0,,,2.0,,7.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,17,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,4.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,17,55.0,5.0,2.0,2.0,144.0,1.0,8.0,197.0,1.0,64.0,64.0,16.0,117.0,131.0,3.0,5.0,5.0,19.0,27.0,31.0,1.0,7.0,11.0,3.0,14.0,3.0,25.0,3.0,140.0,112.0,1.0,2.0,2.0,70.0,0.0,36.0,16.0,19.0,17.0,2.0,1.0,7.0,8.0,,8.0,23.0,13.0,6.0,,1374.0,,1.0,5.0,1.0,42.0,66.0,,29.0,1.0,206.0,199.0,13.0,2.0,16.0,,91.0,6.0,72.0,10.0,9.0,17.0,17.0,206.0,294.0,5.0,16.0,15.0,349.0,37.0,6.0,12.0,1.0,553.0,57.0,33.0,7.0,9.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,8.0,,3.0,,46.0,12.0,1.0,2.0,5.0,1.0,,4.0,2.0,5.0,,4.0,3.0,4.0,4.0,10.0,,3.0,,,2.0,,,,,1.0,,15.0,,108.0,,7.0,1.0,2.0,8.0,,,,3.0,1.0,,5.0,,1.0,8.0,1.0,2.0,1.0,4.0,3.0,,3.0,3.0,,15.0,,,2.0,,2.0,,1.0,3.0,7.0,1.0,,3.0,,2.0,7.0,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
3052,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,17,61.0,9.0,1.0,1.0,131.0,1.0,21.0,191.0,2.0,3.0,4.0,9.0,33.0,39.0,3.0,,1.0,5.0,6.0,49.0,,1.0,4.0,1.0,5.0,,5.0,1.0,23.0,43.0,,3.0,,59.0,0.0,8.0,6.0,8.0,7.0,1.0,,1.0,13.0,,13.0,42.0,22.0,6.0,1.0,449.0,,3.0,2.0,1.0,49.0,39.0,,13.0,1.0,87.0,86.0,10.0,7.0,32.0,,57.0,5.0,74.0,23.0,4.0,9.0,6.0,97.0,193.0,9.0,7.0,37.0,258.0,6.0,2.0,21.0,3.0,388.0,10.0,14.0,2.0,15.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,7.0,,4.0,1.0,3.0,6.0,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,2.0,,5.0,3.0,3.0,2.0,3.0,,,,,,,,2.0,,,2.0,,1.0,,1.0,1.0,,,1.0,,3.0,,,,,,,,,1.0,,,1.0,3.0,,1.0,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2537,17,8.0,,,,14.0,15.0,15.0,22.0,,,,2.0,29.0,16.0,,,,,,29.0,,,,,,,,,,1.0,,,,36.0,0.0,,2.0,2.0,2.0,,,,,,,71.0,32.0,1.0,1.0,180.0,,,,,1.0,2.0,,2.0,,42.0,42.0,,6.0,,,11.0,,11.0,,,,,27.0,35.0,39.0,1.0,38.0,46.0,,,,,120.0,,,1.0,,,18.0,12.0,,,1.0,,6.0,,36.0,3.0,20.0,12.0,,,,7.0,4.0,10.0,2.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,17,10.0,1.0,,,15.0,,2.0,25.0,,,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,2.0,0.0,1.0,,,,,,,1.0,,1.0,3.0,3.0,,,25.0,,1.0,,,,4.0,,2.0,,3.0,3.0,,,1.0,,4.0,1.0,10.0,1.0,,1.0,1.0,6.0,18.0,,1.0,2.0,27.0,,,,,30.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,17,656.0,48.0,,,249.0,7.0,135.0,905.0,8.0,14.0,28.0,21.0,81.0,73.0,7.0,1.0,,3.0,10.0,112.0,8.0,5.0,6.0,9.0,1.0,,4.0,6.0,51.0,97.0,8.0,102.0,60.0,131.0,0.0,27.0,20.0,14.0,12.0,2.0,1.0,103.0,50.0,3.0,50.0,197.0,129.0,1.0,14.0,1810.0,21.0,4.0,5.0,6.0,40.0,119.0,,10.0,2.0,207.0,134.0,9.0,60.0,43.0,11.0,103.0,9.0,696.0,84.0,175.0,1.0,1.0,156.0,335.0,42.0,,179.0,1030.0,17.0,,44.0,10.0,1458.0,16.0,22.0,14.0,37.0,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,2.0,,,5.0,,,5.0,,5.0,5.0,9.0,,2.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,10.0,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,,2.0,2.0,2.0,,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
