id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
1887,18,184.0,11.0,,6.0,6.0,2.0,442.0,2.0,31.0,35.0,620.0,1.0,1.0,26.0,14.0,26.0,155.0,117.0,19.0,,,,,,,,1.0,4.0,3.0,17.0,1.0,3.0,10.0,2.0,7.0,1.0,14.0,4.0,27.0,3.0,,,5.0,28.0,6.0,1.0,2.0,2.0,3.0,98.0,8.0,18.0,23.0,5.0,,25.0,15.0,61.0,9.0,151.0,121.0,8.0,14.0,5.0,,149.0,182.0,28.0,25.0,2.0,23.0,20.0,3.0,1.0,1.0,,,11.0,75.0,4.0,74.0,98.0,58.0,5.0,8.0,1993.0,,11.0,9.0,10.0,4.0,100.0,214.0,38.0,,281.0,258.0,7.0,34.0,57.0,20.0,256.0,20.0,214.0,24.0,37.0,36.0,,41.0,41.0,333.0,10.0,592.0,18.0,36.0,55.0,765.0,48.0,15.0,54.0,6.0,2.0,1275.0,53.0,30.0,12.0,23.0,20.0,40.0,3.0,1.0,2.0,1.0,1.0,1.0,11.0,4.0,,1.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,2.0,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
3714,18,83.0,17.0,,1.0,1.0,,137.0,1.0,6.0,16.0,219.0,,,14.0,4.0,10.0,85.0,62.0,5.0,,,,,,,,,1.0,,2.0,,,1.0,,1.0,,1.0,1.0,3.0,,,,1.0,2.0,,,,1.0,,42.0,1.0,1.0,11.0,1.0,,2.0,4.0,7.0,3.0,55.0,54.0,1.0,9.0,3.0,,67.0,0.0,20.0,9.0,,15.0,15.0,,,,,,6.0,22.0,2.0,22.0,50.0,27.0,3.0,6.0,730.0,,1.0,4.0,1.0,5.0,39.0,63.0,13.0,,112.0,105.0,1.0,14.0,27.0,2.0,62.0,5.0,104.0,37.0,16.0,6.0,,6.0,6.0,112.0,3.0,208.0,11.0,6.0,33.0,306.0,4.0,3.0,32.0,3.0,,467.0,17.0,15.0,4.0,3.0,1.0,19.0,4.0,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,18,35.0,3.0,,2.0,2.0,13.0,90.0,,20.0,5.0,123.0,,,47.0,26.0,10.0,57.0,51.0,9.0,,,,,,,1.0,1.0,6.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,,2.0,2.0,5.0,,,,,6.0,1.0,,,1.0,1.0,16.0,,5.0,5.0,1.0,,2.0,2.0,15.0,1.0,77.0,38.0,,2.0,2.0,,24.0,0.0,4.0,5.0,1.0,7.0,7.0,,,,,,4.0,8.0,1.0,8.0,14.0,7.0,6.0,3.0,554.0,,3.0,6.0,4.0,2.0,28.0,43.0,20.0,,94.0,91.0,3.0,1.0,12.0,8.0,50.0,9.0,44.0,3.0,5.0,7.0,,4.0,4.0,95.0,49.0,150.0,1.0,30.0,6.0,190.0,17.0,2.0,6.0,2.0,,305.0,33.0,5.0,3.0,1.0,5.0,6.0,2.0,2.0,4.0,5.0,,,4.0,1.0,1.0,,,9.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,18,362.0,109.0,11.0,60.0,49.0,15.0,842.0,14.0,69.0,124.0,1144.0,5.0,53.0,37.0,15.0,36.0,287.0,279.0,44.0,13.0,1.0,2.0,1.0,,1.0,3.0,4.0,9.0,2.0,8.0,4.0,3.0,12.0,4.0,15.0,3.0,15.0,11.0,43.0,8.0,3.0,7.0,14.0,57.0,7.0,,,5.0,5.0,255.0,7.0,18.0,34.0,14.0,24.0,79.0,79.0,84.0,13.0,252.0,189.0,7.0,11.0,3.0,1.0,346.0,259.0,50.0,36.0,7.0,37.0,33.0,4.0,12.0,12.0,,5.0,12.0,64.0,2.0,64.0,233.0,124.0,7.0,12.0,3174.0,,29.0,40.0,23.0,14.0,299.0,393.0,161.0,5.0,670.0,649.0,14.0,90.0,151.0,25.0,494.0,69.0,423.0,192.0,32.0,77.0,17.0,184.0,167.0,716.0,26.0,1275.0,61.0,75.0,213.0,1514.0,66.0,3.0,93.0,14.0,56.0,2540.0,112.0,56.0,16.0,25.0,29.0,75.0,5.0,1.0,1.0,,3.0,8.0,3.0,5.0,6.0,,3.0,2.0,3.0,,1.0,,1.0,5.0,,,1.0,1.0,,,1.0,7.0,,1.0,2.0,,1.0,1.0,2.0,,,,1.0,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,
2940,18,100.0,4.0,,4.0,4.0,3.0,258.0,,28.0,5.0,354.0,2.0,2.0,11.0,11.0,17.0,57.0,52.0,16.0,,,,,1.0,2.0,,3.0,6.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,,3.0,3.0,7.0,1.0,,1.0,2.0,10.0,,,,,1.0,43.0,2.0,5.0,7.0,2.0,,19.0,2.0,30.0,2.0,61.0,60.0,2.0,1.0,,,57.0,0.0,8.0,10.0,3.0,9.0,5.0,4.0,1.0,1.0,,,2.0,19.0,,19.0,24.0,20.0,4.0,1.0,968.0,,6.0,11.0,6.0,,96.0,46.0,15.0,,141.0,134.0,5.0,10.0,28.0,10.0,150.0,17.0,112.0,10.0,8.0,14.0,,21.0,21.0,203.0,11.0,343.0,2.0,29.0,5.0,434.0,21.0,7.0,14.0,7.0,2.0,642.0,43.0,26.0,11.0,9.0,7.0,11.0,,5.0,7.0,7.0,,,4.0,,2.0,,1.0,3.0,3.0,,,,,,,,,2.0,,2.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,18,67.0,7.0,,4.0,4.0,,88.0,5.0,2.0,7.0,151.0,,55.0,3.0,5.0,8.0,52.0,46.0,7.0,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,1.0,,23.0,1.0,,8.0,2.0,,5.0,8.0,,1.0,20.0,21.0,1.0,16.0,7.0,,53.0,0.0,6.0,6.0,,4.0,4.0,,,,,1.0,13.0,9.0,,9.0,55.0,25.0,3.0,2.0,546.0,,1.0,6.0,1.0,2.0,32.0,41.0,19.0,1.0,107.0,97.0,,15.0,8.0,2.0,50.0,7.0,80.0,14.0,26.0,4.0,,13.0,13.0,75.0,3.0,141.0,18.0,2.0,22.0,208.0,3.0,2.0,13.0,,80.0,395.0,11.0,3.0,4.0,,2.0,7.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,18,29.0,5.0,2.0,9.0,7.0,2.0,91.0,,4.0,9.0,111.0,,2.0,10.0,6.0,14.0,36.0,15.0,7.0,1.0,,,,,,1.0,1.0,6.0,,3.0,1.0,2.0,4.0,1.0,1.0,,2.0,2.0,5.0,2.0,,1.0,2.0,9.0,,1.0,,,,31.0,1.0,3.0,,,9.0,12.0,5.0,19.0,4.0,55.0,35.0,1.0,1.0,1.0,,15.0,0.0,3.0,2.0,1.0,11.0,9.0,2.0,3.0,2.0,,,1.0,9.0,,9.0,10.0,6.0,7.0,,431.0,,1.0,10.0,3.0,,33.0,15.0,12.0,1.0,91.0,91.0,3.0,10.0,18.0,8.0,49.0,11.0,37.0,8.0,1.0,37.0,8.0,28.0,20.0,62.0,6.0,131.0,2.0,5.0,12.0,140.0,14.0,1.0,3.0,1.0,3.0,313.0,30.0,12.0,3.0,14.0,8.0,2.0,,2.0,2.0,12.0,,,2.0,,1.0,,1.0,2.0,2.0,,,,,,,,,1.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,18,141.0,8.0,10.0,39.0,30.0,10.0,392.0,3.0,46.0,11.0,494.0,10.0,17.0,36.0,9.0,23.0,90.0,95.0,38.0,7.0,,1.0,,,2.0,,3.0,13.0,4.0,11.0,7.0,4.0,8.0,7.0,9.0,1.0,15.0,12.0,36.0,8.0,,4.0,14.0,49.0,,1.0,1.0,4.0,4.0,106.0,3.0,12.0,12.0,8.0,73.0,90.0,42.0,53.0,3.0,145.0,121.0,3.0,4.0,1.0,,75.0,297.0,23.0,19.0,4.0,9.0,6.0,3.0,6.0,6.0,,,4.0,21.0,,21.0,47.0,32.0,2.0,1.0,1588.0,,25.0,26.0,22.0,,140.0,95.0,87.0,,409.0,402.0,12.0,39.0,55.0,28.0,234.0,51.0,165.0,30.0,11.0,50.0,57.0,202.0,146.0,351.0,23.0,692.0,9.0,50.0,23.0,655.0,62.0,7.0,48.0,18.0,18.0,1278.0,72.0,35.0,18.0,29.0,33.0,37.0,1.0,2.0,2.0,4.0,4.0,11.0,3.0,6.0,6.0,,3.0,3.0,3.0,,,,,,,,1.0,2.0,1.0,,2.0,6.0,,2.0,3.0,,1.0,,,,1.0,,3.0,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2120,18,74.0,17.0,,,,,51.0,5.0,,15.0,125.0,,5.0,8.0,8.0,6.0,49.0,56.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,28.0,3.0,1.0,3.0,2.0,,,1.0,1.0,1.0,16.0,39.0,2.0,29.0,20.0,,59.0,90.0,4.0,6.0,,4.0,4.0,,,,,,32.0,14.0,3.0,14.0,62.0,28.0,4.0,6.0,495.0,7.0,1.0,,1.0,6.0,28.0,4.0,10.0,,83.0,64.0,,21.0,7.0,,24.0,1.0,87.0,24.0,47.0,2.0,,2.0,2.0,61.0,,98.0,27.0,,38.0,183.0,2.0,1.0,19.0,,8.0,317.0,2.0,10.0,1.0,2.0,1.0,17.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,18,217.0,14.0,,3.0,3.0,2.0,222.0,9.0,,17.0,436.0,1.0,91.0,33.0,63.0,23.0,155.0,129.0,6.0,,,,,1.0,,1.0,3.0,5.0,,,2.0,,,3.0,,,1.0,,1.0,1.0,,2.0,1.0,8.0,3.0,,,2.0,,56.0,6.0,4.0,12.0,3.0,,12.0,3.0,16.0,8.0,100.0,137.0,6.0,47.0,29.0,,115.0,62.0,31.0,19.0,3.0,26.0,22.0,4.0,1.0,1.0,,,67.0,34.0,1.0,34.0,160.0,73.0,4.0,7.0,1647.0,8.0,5.0,2.0,8.0,8.0,3.0,182.0,9.0,3.0,286.0,240.0,3.0,33.0,20.0,6.0,101.0,7.0,260.0,26.0,93.0,29.0,,15.0,15.0,149.0,5.0,325.0,32.0,2.0,39.0,570.0,18.0,6.0,28.0,2.0,156.0,1058.0,27.0,25.0,11.0,21.0,9.0,23.0,2.0,4.0,8.0,4.0,,,4.0,5.0,1.0,,1.0,,2.0,,2.0,1.0,,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,18,47.0,1.0,,,,4.0,148.0,,30.0,3.0,195.0,3.0,,9.0,1.0,19.0,38.0,41.0,10.0,,1.0,,,,,3.0,3.0,9.0,1.0,3.0,,1.0,5.0,2.0,,,1.0,1.0,2.0,4.0,,2.0,3.0,12.0,1.0,,,3.0,,11.0,,2.0,,1.0,,1.0,,10.0,,25.0,13.0,,,,,11.0,0.0,4.0,5.0,3.0,7.0,6.0,1.0,,,,1.0,,4.0,,4.0,12.0,12.0,6.0,,606.0,,5.0,5.0,8.0,,35.0,38.0,10.0,,34.0,34.0,3.0,,8.0,10.0,80.0,10.0,49.0,2.0,,7.0,,1.0,1.0,94.0,5.0,167.0,,31.0,4.0,215.0,20.0,4.0,3.0,5.0,,282.0,14.0,5.0,13.0,4.0,6.0,3.0,,4.0,5.0,14.0,,,2.0,4.0,2.0,,,5.0,3.0,1.0,,,,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,18,180.0,17.0,19.0,44.0,25.0,17.0,650.0,7.0,52.0,32.0,786.0,8.0,41.0,44.0,19.0,36.0,323.0,168.0,60.0,11.0,,,,,1.0,2.0,4.0,11.0,20.0,66.0,4.0,,6.0,5.0,15.0,1.0,7.0,12.0,37.0,2.0,,,2.0,5.0,1.0,,1.0,9.0,6.0,157.0,3.0,22.0,14.0,6.0,63.0,59.0,24.0,106.0,8.0,376.0,238.0,3.0,15.0,8.0,,192.0,252.0,55.0,35.0,5.0,73.0,67.0,6.0,6.0,4.0,,1.0,17.0,44.0,,44.0,89.0,49.0,20.0,6.0,3037.0,,33.0,44.0,27.0,1.0,148.0,251.0,104.0,7.0,701.0,684.0,17.0,43.0,97.0,22.0,370.0,77.0,221.0,47.0,32.0,253.0,56.0,176.0,120.0,541.0,35.0,1014.0,18.0,60.0,61.0,1059.0,71.0,8.0,60.0,25.0,48.0,2150.0,132.0,64.0,8.0,95.0,40.0,44.0,7.0,,,1.0,2.0,9.0,7.0,10.0,5.0,,1.0,7.0,,5.0,1.0,,,2.0,1.0,,1.0,8.0,2.0,,3.0,6.0,,8.0,3.0,,2.0,,1.0,,,,5.0,,1.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,,1.0,,,,,,,,,
3648,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,18,,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,1.0,,,4.0,0.0,,,,,,,,,3.0,,,,,,8.0,1.0,,,14.0,,,,,,,2.0,,,7.0,7.0,,,,,,,,,1.0,,,,,3.0,,6.0,1.0,,6.0,6.0,,,,,,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,5.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,18,7.0,,,1.0,1.0,,10.0,,,,16.0,,1.0,,1.0,2.0,10.0,8.0,,,,,,,,,,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,2.0,,,,1.0,2.0,1.0,4.0,5.0,1.0,,,,4.0,0.0,,1.0,,,,,,,,,,2.0,,2.0,4.0,2.0,1.0,1.0,81.0,,,,,,6.0,2.0,1.0,,6.0,6.0,,1.0,1.0,3.0,3.0,,7.0,1.0,,,,1.0,1.0,5.0,,14.0,,1.0,,20.0,3.0,1.0,1.0,,1.0,37.0,4.0,3.0,,,,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,18,38.0,1.0,,2.0,2.0,8.0,163.0,,35.0,3.0,199.0,1.0,,15.0,2.0,29.0,120.0,108.0,13.0,,1.0,,,1.0,2.0,2.0,4.0,8.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,,4.0,5.0,21.0,1.0,1.0,,1.0,4.0,35.0,,8.0,3.0,2.0,,13.0,1.0,43.0,9.0,124.0,78.0,,2.0,1.0,,13.0,330.0,32.0,15.0,5.0,22.0,19.0,3.0,3.0,3.0,,,2.0,4.0,,4.0,7.0,3.0,9.0,1.0,1548.0,,6.0,10.0,13.0,,54.0,60.0,15.0,,173.0,172.0,13.0,2.0,20.0,10.0,127.0,16.0,43.0,2.0,3.0,39.0,,14.0,14.0,190.0,24.0,251.0,,42.0,5.0,280.0,31.0,9.0,17.0,3.0,2.0,526.0,60.0,51.0,11.0,8.0,14.0,13.0,1.0,2.0,4.0,14.0,,,7.0,6.0,1.0,,3.0,19.0,,,,,,1.0,2.0,2.0,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3367,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,18,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
