id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
3807,20,302.0,59.0,,151.0,20.0,,76.0,452.0,,35.0,19.0,27.0,269.0,185.0,9.0,6.0,1.0,7.0,5.0,12.0,1.0,7.0,5.0,,,4.0,1.0,,,,3.0,3.0,2.0,1.0,,,44.0,71.0,2.0,11.0,2.0,6.0,3.0,2.0,1.0,1.0,5.0,55.0,74.0,11.0,111.0,42.0,154.0,0.0,13.0,369.0,27.0,58.0,45.0,13.0,1.0,,,102.0,36.0,6.0,30.0,135.0,234.0,114.0,16.0,29.0,2403.0,22.0,4.0,6.0,6.0,29.0,62.0,47.0,15.0,,307.0,194.0,53.0,17.0,94.0,7.0,67.0,10.0,340.0,108.0,224.0,3.0,2.0,2.0,179.0,3.0,304.0,82.0,,159.0,642.0,15.0,1.0,43.0,,1034.0,1.0,1.0,9.0,6.0,3.0,26.0,2.0,3.0,3.0,,1.0,,1.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,,6.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
4389,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,20,440.0,40.0,4.0,1355.0,,157.0,56.0,1759.0,27.0,10.0,4.0,36.0,153.0,169.0,77.0,25.0,1.0,,,,17.0,15.0,17.0,24.0,80.0,5.0,10.0,8.0,7.0,31.0,76.0,2.0,3.0,1.0,,7.0,373.0,148.0,6.0,4.0,32.0,25.0,7.0,,14.0,56.0,5.0,148.0,125.0,4.0,4.0,1.0,212.0,370.0,25.0,571.0,33.0,25.0,21.0,4.0,15.0,13.0,9.0,4.0,37.0,,28.0,568.0,104.0,79.0,4.0,3.0,2817.0,,32.0,72.0,30.0,1.0,366.0,318.0,158.0,1.0,513.0,506.0,42.0,89.0,508.0,25.0,797.0,104.0,458.0,79.0,11.0,72.0,131.0,74.0,993.0,15.0,1693.0,3.0,165.0,75.0,2020.0,87.0,18.0,47.0,27.0,2605.0,48.0,48.0,36.0,27.0,29.0,33.0,,8.0,2.0,1.0,1.0,,5.0,4.0,15.0,,7.0,14.0,4.0,6.0,6.0,,,,4.0,38.0,36.0,16.0,5.0,12.0,1.0,1.0,44.0,16.0,5.0,2.0,2.0,2.0,17.0,77.0,,2.0,1.0,8.0,,,1.0,69.0,2.0,87.0,,72.0,,4.0,18.0,12.0,1.0,,,5.0,3.0,1.0,,1.0,1.0,,14.0,,,2.0,1.0,58.0,7.0,7.0,,,,,,,,,,,21.0,1.0,4.0,,,,5.0,4.0,3.0,1.0,4.0,,,7.0,15.0,5.0,,1.0,,2.0,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3883,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,20,455.0,32.0,1.0,295.0,8.0,1.0,97.0,746.0,16.0,7.0,18.0,20.0,120.0,101.0,9.0,5.0,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,,,2.0,3.0,7.0,7.0,1.0,,,,,49.0,116.0,,3.0,5.0,11.0,5.0,1.0,4.0,18.0,5.0,66.0,88.0,3.0,48.0,30.0,160.0,0.0,22.0,384.0,18.0,19.0,18.0,1.0,1.0,,1.0,49.0,56.0,7.0,46.0,269.0,200.0,121.0,6.0,12.0,1650.0,14.0,1.0,9.0,6.0,10.0,87.0,115.0,33.0,4.0,218.0,189.0,86.0,30.0,175.0,4.0,123.0,10.0,478.0,78.0,77.0,27.0,10.0,10.0,199.0,1.0,409.0,35.0,1.0,153.0,877.0,15.0,1.0,28.0,16.0,1174.0,15.0,15.0,23.0,9.0,4.0,23.0,5.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,7.0,1.0,,2.0,,2.0,,3.0,,19.0,4.0,4.0,,,,1.0,6.0,,,,1.0,4.0,,9.0,,,1.0,4.0,,,,,,,1.0,,,,7.0,1.0,,,1.0,,2.0,,,,,1.0,5.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,20,855.0,40.0,2.0,397.0,10.0,9.0,103.0,1248.0,53.0,43.0,54.0,29.0,157.0,109.0,9.0,12.0,2.0,5.0,2.0,11.0,5.0,8.0,3.0,2.0,20.0,4.0,6.0,6.0,2.0,15.0,16.0,3.0,3.0,,,,145.0,135.0,4.0,3.0,12.0,4.0,9.0,,2.0,3.0,7.0,84.0,131.0,1.0,62.0,45.0,140.0,174.0,33.0,489.0,28.0,25.0,22.0,3.0,1.0,,1.0,83.0,67.0,3.0,46.0,249.0,263.0,172.0,5.0,16.0,2478.0,29.0,3.0,7.0,11.0,15.0,213.0,43.0,21.0,1.0,315.0,255.0,106.0,26.0,576.0,15.0,115.0,10.0,939.0,73.0,120.0,8.0,12.0,12.0,190.0,4.0,532.0,54.0,10.0,158.0,1459.0,38.0,2.0,47.0,62.0,1900.0,17.0,17.0,24.0,17.0,8.0,39.0,7.0,,3.0,2.0,1.0,4.0,6.0,1.0,7.0,1.0,4.0,4.0,5.0,6.0,,5.0,,4.0,3.0,6.0,4.0,4.0,,,,1.0,10.0,,4.0,1.0,1.0,1.0,3.0,3.0,,4.0,3.0,,2.0,,1.0,,12.0,64.0,,54.0,,1.0,,2.0,1.0,,,1.0,,,,,,1.0,2.0,,,1.0,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,2.0,,,1.0,1.0,5.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
3613,20,288.0,13.0,3.0,199.0,7.0,2.0,42.0,482.0,79.0,9.0,23.0,19.0,105.0,107.0,3.0,6.0,,2.0,,3.0,4.0,3.0,,,1.0,3.0,,,,,3.0,2.0,,,,,81.0,62.0,,11.0,4.0,7.0,6.0,,5.0,11.0,2.0,51.0,52.0,11.0,56.0,39.0,81.0,44.0,22.0,170.0,14.0,14.0,12.0,2.0,,,,64.0,24.0,2.0,20.0,263.0,99.0,56.0,2.0,12.0,1293.0,5.0,3.0,,1.0,12.0,14.0,137.0,15.0,,192.0,153.0,36.0,25.0,66.0,3.0,80.0,3.0,310.0,20.0,95.0,9.0,15.0,15.0,125.0,8.0,285.0,37.0,2.0,65.0,580.0,8.0,1.0,17.0,94.0,898.0,13.0,13.0,7.0,15.0,7.0,15.0,1.0,2.0,,,,1.0,1.0,,,,2.0,,,1.0,,,,2.0,2.0,5.0,5.0,5.0,,,,,10.0,,,2.0,,,1.0,1.0,,,,,,,,,1.0,52.0,,47.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,20,344.0,38.0,1.0,388.0,15.0,4.0,50.0,721.0,162.0,25.0,17.0,24.0,192.0,174.0,9.0,3.0,,,,,3.0,1.0,2.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,1.0,172.0,70.0,,25.0,4.0,10.0,4.0,,17.0,9.0,6.0,57.0,67.0,25.0,66.0,37.0,128.0,0.0,11.0,352.0,21.0,31.0,24.0,7.0,,,,54.0,39.0,7.0,26.0,325.0,174.0,110.0,9.0,31.0,2021.0,3.0,5.0,4.0,2.0,7.0,6.0,278.0,33.0,2.0,314.0,270.0,50.0,19.0,39.0,1.0,170.0,9.0,407.0,91.0,110.0,6.0,55.0,55.0,225.0,3.0,536.0,38.0,4.0,78.0,888.0,7.0,,35.0,193.0,1403.0,13.0,13.0,11.0,9.0,9.0,29.0,,3.0,1.0,,,,,,1.0,1.0,5.0,1.0,,,,,,1.0,,4.0,11.0,11.0,,,,,38.0,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,20,381.0,20.0,,446.0,1.0,22.0,72.0,827.0,2.0,1.0,5.0,21.0,60.0,49.0,6.0,,,,,,,,,,,,,1.0,,6.0,4.0,,,,,,77.0,87.0,,2.0,5.0,9.0,3.0,,1.0,1.0,1.0,23.0,60.0,2.0,2.0,1.0,102.0,124.0,12.0,232.0,11.0,11.0,10.0,1.0,,,,6.0,37.0,1.0,26.0,295.0,120.0,104.0,4.0,2.0,1067.0,,3.0,3.0,,,74.0,91.0,16.0,1.0,93.0,82.0,29.0,56.0,292.0,1.0,140.0,6.0,401.0,34.0,13.0,4.0,1.0,1.0,175.0,2.0,496.0,10.0,22.0,83.0,896.0,6.0,4.0,36.0,2.0,1017.0,5.0,5.0,16.0,16.0,1.0,26.0,5.0,,,,,,,1.0,5.0,,6.0,1.0,,,,,,,,3.0,,,,,,,,,,1.0,,,2.0,4.0,,,,,,,,,3.0,60.0,,57.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,20,1.0,,,8.0,,1.0,,8.0,,1.0,1.0,3.0,7.0,,1.0,,,,,,3.0,,,,2.0,1.0,,1.0,,1.0,2.0,,,,,,1.0,2.0,,,3.0,,,,,2.0,1.0,3.0,1.0,,,,,0.0,,5.0,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,2.0,,39.0,,1.0,,,,1.0,3.0,,,8.0,8.0,,1.0,3.0,1.0,4.0,1.0,1.0,,,,3.0,3.0,6.0,1.0,13.0,,1.0,,11.0,4.0,,,,21.0,1.0,1.0,,,2.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,20,44.0,5.0,2.0,87.0,1.0,11.0,2.0,130.0,5.0,21.0,17.0,23.0,71.0,94.0,4.0,13.0,1.0,4.0,2.0,7.0,4.0,10.0,3.0,,5.0,4.0,4.0,3.0,,4.0,15.0,3.0,,,1.0,2.0,57.0,29.0,2.0,,5.0,2.0,,,,20.0,7.0,73.0,49.0,,6.0,1.0,17.0,0.0,15.0,51.0,7.0,20.0,12.0,8.0,1.0,,1.0,4.0,5.0,,4.0,38.0,13.0,7.0,12.0,4.0,837.0,,2.0,3.0,7.0,1.0,27.0,43.0,10.0,1.0,146.0,141.0,8.0,19.0,51.0,13.0,44.0,5.0,56.0,8.0,11.0,20.0,4.0,4.0,90.0,15.0,145.0,1.0,13.0,3.0,197.0,25.0,6.0,17.0,6.0,351.0,27.0,27.0,12.0,4.0,4.0,15.0,,2.0,2.0,,1.0,1.0,4.0,4.0,1.0,1.0,12.0,1.0,1.0,4.0,,,,1.0,1.0,3.0,1.0,1.0,,,,2.0,4.0,,1.0,2.0,,6.0,2.0,,,,1.0,,,1.0,2.0,,3.0,5.0,,2.0,,,,2.0,,,,1.0,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,2.0,16.0,2.0,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,20,15.0,2.0,1.0,29.0,1.0,3.0,1.0,44.0,1.0,1.0,1.0,3.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,,,,,,,,1.0,1.0,4.0,2.0,,1.0,1.0,2.0,0.0,,9.0,1.0,2.0,2.0,,,,,1.0,,,,14.0,4.0,,1.0,2.0,108.0,,,,,1.0,17.0,2.0,1.0,,14.0,14.0,2.0,3.0,13.0,,15.0,,16.0,2.0,1.0,2.0,,,16.0,1.0,36.0,3.0,3.0,1.0,52.0,,1.0,,1.0,64.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,20,75.0,4.0,,36.0,2.0,,10.0,110.0,12.0,10.0,10.0,6.0,51.0,43.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,9.0,12.0,,5.0,,1.0,,1.0,2.0,1.0,2.0,18.0,34.0,4.0,22.0,7.0,24.0,60.0,7.0,64.0,6.0,7.0,6.0,1.0,,,,19.0,10.0,3.0,7.0,45.0,37.0,17.0,3.0,8.0,482.0,1.0,,,1.0,4.0,8.0,14.0,3.0,2.0,60.0,39.0,10.0,2.0,24.0,,10.0,,83.0,10.0,42.0,2.0,3.0,3.0,23.0,,62.0,12.0,,20.0,142.0,1.0,2.0,20.0,14.0,250.0,1.0,1.0,2.0,1.0,,15.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,20,263.0,15.0,1.0,128.0,20.0,3.0,37.0,389.0,2.0,15.0,20.0,12.0,119.0,55.0,5.0,4.0,1.0,3.0,,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,3.0,1.0,,,,,41.0,46.0,,4.0,1.0,9.0,,,1.0,2.0,2.0,32.0,38.0,4.0,78.0,50.0,92.0,0.0,6.0,241.0,12.0,24.0,20.0,4.0,1.0,1.0,,88.0,18.0,2.0,14.0,112.0,134.0,72.0,7.0,12.0,1080.0,13.0,4.0,3.0,1.0,11.0,30.0,28.0,20.0,1.0,182.0,124.0,29.0,17.0,110.0,5.0,54.0,7.0,292.0,34.0,136.0,1.0,4.0,4.0,114.0,2.0,216.0,61.0,3.0,68.0,504.0,7.0,,15.0,2.0,713.0,5.0,5.0,2.0,3.0,,8.0,2.0,1.0,,,,,,2.0,,,1.0,,,,1.0,,,,,1.0,2.0,2.0,,1.0,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,20,42.0,1.0,8.0,93.0,,34.0,1.0,134.0,,28.0,10.0,21.0,70.0,47.0,4.0,8.0,2.0,3.0,3.0,6.0,3.0,6.0,7.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,14.0,1.0,1.0,,,4.0,58.0,22.0,4.0,,4.0,3.0,1.0,,2.0,22.0,7.0,82.0,38.0,,3.0,3.0,8.0,0.0,24.0,36.0,7.0,5.0,5.0,,1.0,1.0,1.0,8.0,7.0,,6.0,46.0,10.0,7.0,4.0,,734.0,,2.0,3.0,9.0,1.0,17.0,20.0,8.0,,110.0,104.0,4.0,14.0,38.0,8.0,45.0,5.0,46.0,1.0,9.0,12.0,9.0,9.0,79.0,20.0,141.0,1.0,35.0,1.0,178.0,21.0,5.0,7.0,,306.0,21.0,21.0,17.0,10.0,2.0,4.0,1.0,5.0,2.0,,1.0,,1.0,1.0,1.0,4.0,11.0,2.0,1.0,1.0,,,,,,4.0,1.0,1.0,,,,1.0,7.0,,1.0,3.0,,1.0,4.0,5.0,,,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,17.0,,,,,,,,,,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,20,356.0,18.0,1.0,245.0,24.0,6.0,42.0,600.0,164.0,23.0,15.0,30.0,267.0,176.0,3.0,4.0,,1.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,,,,2.0,3.0,1.0,,,,119.0,80.0,,16.0,3.0,22.0,4.0,1.0,3.0,14.0,8.0,90.0,97.0,16.0,85.0,37.0,161.0,74.0,30.0,363.0,28.0,57.0,47.0,10.0,,,,60.0,46.0,10.0,37.0,212.0,184.0,96.0,18.0,34.0,2404.0,20.0,1.0,2.0,1.0,23.0,18.0,194.0,23.0,3.0,301.0,245.0,50.0,30.0,90.0,2.0,101.0,3.0,405.0,41.0,141.0,8.0,4.0,4.0,190.0,5.0,383.0,89.0,6.0,95.0,784.0,6.0,4.0,57.0,185.0,1320.0,14.0,14.0,21.0,4.0,3.0,38.0,7.0,,,,,,,1.0,,,3.0,,,,,1.0,,2.0,,4.0,1.0,1.0,,,,,1.0,,,2.0,,1.0,,,,,,,1.0,,,,,5.0,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,20,342.0,10.0,1.0,486.0,,125.0,11.0,815.0,9.0,13.0,2.0,38.0,319.0,233.0,27.0,28.0,2.0,3.0,,3.0,21.0,18.0,10.0,4.0,15.0,12.0,6.0,17.0,7.0,39.0,64.0,4.0,2.0,,,2.0,395.0,147.0,9.0,10.0,36.0,9.0,11.0,,6.0,76.0,11.0,186.0,165.0,10.0,5.0,2.0,62.0,418.0,15.0,150.0,35.0,48.0,41.0,7.0,4.0,2.0,3.0,3.0,29.0,1.0,20.0,91.0,26.0,16.0,15.0,10.0,3122.0,,13.0,18.0,25.0,1.0,287.0,16.0,41.0,1.0,434.0,427.0,59.0,72.0,309.0,38.0,239.0,31.0,373.0,16.0,12.0,139.0,56.0,55.0,313.0,9.0,628.0,3.0,129.0,20.0,945.0,99.0,5.0,34.0,9.0,1553.0,84.0,84.0,63.0,12.0,39.0,24.0,1.0,2.0,3.0,1.0,4.0,,7.0,11.0,15.0,13.0,79.0,5.0,5.0,8.0,1.0,,,2.0,4.0,66.0,13.0,12.0,1.0,,,7.0,48.0,1.0,2.0,,3.0,18.0,16.0,11.0,,6.0,4.0,6.0,,1.0,,5.0,,,,,,3.0,3.0,19.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,13.0,,,3.0,2.0,1.0,17.0,4.0,,,,,,,,,,,1.0,1.0,1.0,,,4.0,7.0,1.0,3.0,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
3562,20,200.0,16.0,1.0,233.0,3.0,3.0,17.0,432.0,7.0,12.0,8.0,15.0,115.0,77.0,4.0,3.0,,1.0,,1.0,2.0,2.0,,2.0,7.0,1.0,,1.0,2.0,4.0,5.0,1.0,1.0,,,,78.0,67.0,1.0,8.0,2.0,11.0,1.0,,3.0,9.0,6.0,47.0,65.0,7.0,22.0,11.0,81.0,0.0,11.0,179.0,13.0,21.0,20.0,1.0,2.0,1.0,2.0,16.0,29.0,2.0,21.0,144.0,80.0,43.0,6.0,8.0,1148.0,1.0,3.0,3.0,3.0,6.0,110.0,31.0,11.0,4.0,151.0,139.0,17.0,46.0,135.0,3.0,88.0,6.0,219.0,38.0,33.0,10.0,5.0,5.0,142.0,9.0,322.0,15.0,3.0,37.0,536.0,8.0,5.0,40.0,11.0,727.0,10.0,10.0,11.0,3.0,2.0,30.0,3.0,,1.0,,,,,,,,,2.0,,1.0,,,,1.0,,6.0,1.0,1.0,,,,,2.0,,1.0,,,1.0,4.0,,,,,1.0,,,,,,,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,20,270.0,38.0,9.0,500.0,3.0,56.0,43.0,749.0,8.0,14.0,7.0,25.0,205.0,146.0,20.0,13.0,6.0,3.0,2.0,6.0,4.0,11.0,3.0,5.0,27.0,3.0,9.0,8.0,4.0,17.0,30.0,3.0,,,,3.0,224.0,62.0,3.0,6.0,9.0,13.0,1.0,1.0,9.0,20.0,8.0,71.0,52.0,6.0,12.0,6.0,125.0,407.0,12.0,236.0,21.0,38.0,33.0,5.0,,,,12.0,27.0,,20.0,200.0,81.0,47.0,10.0,5.0,1914.0,,19.0,11.0,11.0,6.0,281.0,30.0,60.0,3.0,303.0,288.0,20.0,41.0,248.0,20.0,255.0,30.0,299.0,77.0,27.0,20.0,77.0,34.0,358.0,22.0,686.0,16.0,58.0,71.0,908.0,40.0,5.0,31.0,8.0,1237.0,31.0,31.0,7.0,7.0,9.0,21.0,1.0,1.0,2.0,,2.0,1.0,4.0,4.0,5.0,,7.0,,,4.0,,,,1.0,1.0,7.0,21.0,7.0,1.0,10.0,,2.0,20.0,5.0,4.0,1.0,1.0,2.0,1.0,11.0,,5.0,2.0,3.0,,1.0,1.0,49.0,,,,,,,1.0,5.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,43.0,,1.0,,,,,,,,,,,14.0,,1.0,1.0,,,1.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
