id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
13815,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,1997-04-13,England,England,2.0,D,Right Full Back,363,570.0,38.0,5.0,5.0,505.0,3.0,32.0,1070.0,246.0,41.0,16.0,30.0,1.0,18.0,232.0,100.0,13.0,5.0,14.0,5.0,7.0,1.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,17.0,4.0,13.0,4.0,1.0,2.0,323.0,189.0,2.0,1.0,14.0,72.0,7.0,23.0,9.0,26.0,9.0,49.0,6.0,162.0,187.0,14.0,51.0,29.0,1.0,1.0,66.0,157.0,7.0,33.0,422.0,30.0,41.0,38.0,3.0,2.0,2.0,2.0,3.0,29.0,85.0,1.0,38.0,4.0,38.0,1.0,510.0,157.0,84.0,12.0,26.0,2648.0,6.0,2.0,14.0,7.0,1300.0,10.0,2.0,20.0,329.0,1.0,1.0,47.0,6.0,455.0,455.0,9.0,92.0,88.0,72.0,0.0,68.0,1.0,2.0,4.0,0.0,27.0,222.0,1047.0,31.0,68.0,16.0,679.0,103.0,51.0,65.0,35.0,35.0,318.0,1.0,679.0,30.0,1.0,94.0,7.0,1323.0,1.0,18.0,4.0,83.0,307.0,2172.0,55.0,37.0,37.0,42.0,0.0,12.0,46.0,15.0,53.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,301231.0,Christian Walton,Christian,Walton,1995-11-09,England,England,28.0,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14164,159994.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,1997-11-26,England,England,29.0,D,Right Full Back,363,715.0,29.0,13.0,13.0,832.0,9.0,27.0,1534.0,259.0,37.0,38.0,34.0,,18.0,247.0,132.0,5.0,2.0,27.0,1.0,2.0,,,1.0,,1.0,2.0,,1.0,,,,2.0,1.0,1.0,,2.0,7.0,2.0,5.0,1.0,1.0,,263.0,182.0,2.0,,23.0,94.0,1.0,13.0,13.0,53.0,7.0,21.0,10.0,126.0,174.0,23.0,61.0,32.0,,2.0,89.0,135.0,2.0,31.0,672.0,34.0,36.0,34.0,2.0,4.0,2.0,4.0,2.0,32.0,93.0,,62.0,7.0,62.0,1.0,774.0,155.0,106.0,4.0,32.0,3060.0,6.0,13.0,18.0,4.0,1795.0,17.0,2.0,8.0,599.0,,,77.0,3.0,425.0,425.0,5.0,108.0,69.0,94.0,,97.0,,2.0,2.0,,53.0,443.0,1523.0,48.0,47.0,31.0,837.0,51.0,61.0,60.0,60.0,60.0,522.0,3.0,1029.0,41.0,1.0,73.0,1.0,1806.0,2.0,7.0,,88.0,277.0,2657.0,36.0,34.0,34.0,14.0,1.0,20.0,34.0,15.0,54.0,3.0,,,,,,1.0,1.0,,1.0,,2.0,,,,2.0,,,1.0,2.0,2.0,,,,0.0,1.0,1.0,0.0,2.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,128164.0,Joel Ward,Joel,Ward,1989-10-29,England,England,,D,Defender,363,297.0,33.0,3.0,3.0,294.0,9.0,34.0,588.0,201.0,42.0,48.0,26.0,,16.0,249.0,112.0,,2.0,6.0,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,2.0,1.0,2.0,,,,93.0,134.0,1.0,,8.0,55.0,,19.0,7.0,17.0,10.0,8.0,6.0,103.0,115.0,8.0,79.0,48.0,1.0,1.0,51.0,162.0,2.0,32.0,448.0,25.0,43.0,37.0,6.0,1.0,1.0,1.0,2.0,48.0,134.0,1.0,41.0,6.0,41.0,,210.0,165.0,81.0,12.0,34.0,2255.0,12.0,3.0,4.0,1.0,810.0,8.0,2.0,18.0,281.0,1.0,,42.0,3.0,350.0,350.0,4.0,91.0,39.0,55.0,,68.0,,4.0,1.0,,26.0,142.0,583.0,19.0,12.0,7.0,380.0,92.0,79.0,16.0,27.0,27.0,238.0,1.0,466.0,51.0,,118.0,1.0,819.0,,2.0,,43.0,255.0,1418.0,10.0,24.0,24.0,12.0,0.0,8.0,12.0,6.0,25.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,6447.0,James Ward-Prowse,James,Ward-Prowse,1994-11-01,England,England,8.0,M,Centre Central Midfielder,363,1111.0,82.0,55.0,16.0,1046.0,8.0,78.0,2102.0,16.0,65.0,47.0,38.0,,23.0,302.0,127.0,10.0,33.0,19.0,9.0,1.0,,,,1.0,1.0,4.0,1.0,3.0,7.0,1.0,1.0,1.0,6.0,10.0,12.0,33.0,19.0,15.0,40.0,3.0,4.0,1.0,447.0,288.0,3.0,1.0,8.0,57.0,7.0,41.0,9.0,12.0,26.0,14.0,7.0,165.0,166.0,8.0,52.0,20.0,,,105.0,274.0,4.0,45.0,657.0,38.0,68.0,59.0,9.0,7.0,7.0,,4.0,20.0,182.0,3.0,42.0,5.0,42.0,,702.0,276.0,190.0,19.0,12.0,3420.0,1.0,31.0,29.0,24.0,2323.0,4.0,1.0,268.0,322.0,1.0,,298.0,8.0,592.0,592.0,13.0,111.0,164.0,57.0,,628.0,1.0,1.0,12.0,,57.0,372.0,2008.0,32.0,19.0,60.0,1199.0,184.0,52.0,22.0,251.0,88.0,512.0,8.0,1486.0,51.0,20.0,185.0,,2434.0,,43.0,,75.0,18.0,3146.0,23.0,33.0,33.0,27.0,2.0,12.0,17.0,23.0,49.0,5.0,,,3.0,,3.0,,4.0,,,,4.0,,1.0,1.0,8.0,,3.0,3.0,8.0,1.0,,1.0,,2.0,18.0,,,1.0,1.0,,4.0,,1.0,34.0,,3.0,166.0,39.0,50.0,163.0,,,13.0,,6.0,20.0,1.0,,7.0,7.0,,0.0,4.0,7.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,226363.0,Ollie Watkins,Ollie,Watkins,1995-12-30,England,England,11.0,F,Left/Centre/Right Second Striker,363,94.0,11.0,5.0,5.0,486.0,0.0,6.0,575.0,12.0,156.0,136.0,37.0,,25.0,324.0,200.0,87.0,10.0,40.0,45.0,15.0,7.0,5.0,20.0,21.0,18.0,28.0,7.0,21.0,6.0,2.0,4.0,6.0,5.0,1.0,3.0,10.0,85.0,19.0,52.0,11.0,6.0,8.0,222.0,77.0,8.0,13.0,1.0,36.0,26.0,23.0,14.0,17.0,5.0,85.0,6.0,335.0,254.0,1.0,23.0,18.0,,,128.0,73.0,19.0,47.0,179.0,37.0,46.0,38.0,8.0,5.0,4.0,4.0,,18.0,172.0,7.0,7.0,,7.0,,216.0,22.0,8.0,15.0,2.0,3329.0,,18.0,27.0,45.0,793.0,2.0,4.0,221.0,103.0,,0.0,40.0,5.0,486.0,486.0,28.0,12.0,37.0,36.0,1.0,187.0,,1.0,26.0,2.0,74.0,317.0,564.0,19.0,115.0,45.0,116.0,26.0,23.0,70.0,22.0,22.0,472.0,78.0,710.0,2.0,54.0,10.0,31.0,804.0,5.0,97.0,,29.0,15.0,1411.0,241.0,116.0,116.0,49.0,3.0,16.0,40.0,24.0,17.0,2.0,,14.0,2.0,1.0,0.0,2.0,4.0,3.0,10.0,2.0,14.0,6.0,1.0,5.0,7.0,3.0,3.0,11.0,14.0,12.0,,7.0,,18.0,41.0,2.0,,4.0,3.0,4.0,,3.0,,,5.0,1.0,1.0,,,0.0,9.0,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,2.0,,8.0,0.0,1.0,2.0,8.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51238,314451.0,Caleb Watts,Caleb,Watts,2002-01-16,England,Australia,,M,Centre Central Midfielder,363,4.0,,1.0,1.0,4.0,,,7.0,,3.0,1.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,1.0,,5.0,4.0,,0.0,0.0,,,1.0,2.0,1.0,,4.0,,,,,,,,,0.0,1.0,,,,,,1.0,,,3.0,,36.0,,,,,12.0,,,1.0,2.0,,,1.0,,7.0,7.0,,2.0,,,,5.0,,,,,,,7.0,,1.0,,4.0,,0.0,,1.0,1.0,3.0,,9.0,,,,,12.0,,,,2.0,,21.0,,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426,160892.0,Adam Webster,Adam,Webster,1995-01-04,England,England,4.0,D,Centre Central Defender,363,952.0,60.0,,,535.0,11.0,100.0,1487.0,21.0,54.0,77.0,29.0,,9.0,180.0,107.0,20.0,5.0,5.0,17.0,,14.0,4.0,17.0,2.0,11.0,4.0,2.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,,3.0,,,1.0,108.0,146.0,0.0,,8.0,31.0,3.0,13.0,9.0,,1.0,6.0,12.0,95.0,138.0,8.0,84.0,47.0,,3.0,60.0,228.0,1.0,24.0,788.0,29.0,35.0,33.0,2.0,0.0,0.0,0.0,,47.0,191.0,3.0,47.0,9.0,47.0,1.0,462.0,345.0,199.0,10.0,16.0,2595.0,10.0,1.0,4.0,7.0,1805.0,16.0,2.0,225.0,163.0,,,28.0,6.0,393.0,393.0,6.0,84.0,56.0,31.0,,480.0,,,15.0,1.0,35.0,194.0,1458.0,13.0,6.0,5.0,1067.0,157.0,84.0,17.0,1.0,1.0,321.0,2.0,772.0,52.0,0.0,227.0,1.0,1838.0,,25.0,1.0,29.0,23.0,2188.0,34.0,27.0,27.0,15.0,0.0,7.0,17.0,5.0,16.0,4.0,,1.0,1.0,,,,1.0,1.0,10.0,2.0,1.0,2.0,2.0,2.0,,6.0,2.0,,1.0,0.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31046,281055.0,Jensen Weir,Jensen,Weir,2002-01-31,England,England,16.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,363,37.0,1.0,,,172.0,,3.0,209.0,,44.0,22.0,24.0,2.0,7.0,96.0,67.0,30.0,5.0,21.0,17.0,1.0,3.0,1.0,6.0,7.0,9.0,9.0,4.0,13.0,1.0,,4.0,4.0,2.0,,,5.0,30.0,4.0,14.0,4.0,1.0,4.0,72.0,31.0,6.0,9.0,1.0,23.0,9.0,12.0,2.0,3.0,,13.0,10.0,100.0,68.0,1.0,12.0,7.0,,,49.0,19.0,9.0,19.0,44.0,17.0,18.0,17.0,1.0,1.0,1.0,1.0,1.0,7.0,24.0,2.0,7.0,,7.0,,57.0,10.0,9.0,9.0,2.0,1546.0,,5.0,17.0,15.0,256.0,,1.0,53.0,33.0,,2.0,11.0,1.0,133.0,133.0,7.0,8.0,16.0,23.0,,85.0,0.0,,11.0,,15.0,110.0,207.0,17.0,28.0,22.0,47.0,4.0,12.0,33.0,3.0,3.0,145.0,18.0,214.0,,13.0,6.0,5.0,258.0,2.0,35.0,10.0,12.0,,501.0,93.0,51.0,51.0,17.0,0.0,5.0,18.0,8.0,6.0,,,7.0,,1.0,,,1.0,1.0,4.0,,4.0,1.0,,,3.0,1.0,,4.0,6.0,5.0,,2.0,7.0,8.0,12.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,,,,0.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66578,290943.0,Reece Welch,Reece,Welch,2003-09-19,England,England,,D,Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23599,186682.0,Timo Werner,Timo,Werner,1996-03-06,Germany,Germany,11.0,F,Centre Striker,363,156.0,11.0,10.0,10.0,468.0,1.0,6.0,614.0,5.0,35.0,10.0,35.0,4.0,16.0,150.0,109.0,67.0,12.0,28.0,35.0,5.0,8.0,1.0,6.0,17.0,19.0,22.0,12.0,19.0,5.0,2.0,4.0,11.0,3.0,4.0,4.0,12.0,66.0,13.0,53.0,9.0,7.0,6.0,245.0,79.0,10.0,18.0,2.0,45.0,20.0,36.0,7.0,32.0,3.0,28.0,9.0,173.0,91.0,2.0,6.0,3.0,,,77.0,49.0,15.0,28.0,155.0,29.0,29.0,26.0,3.0,8.0,7.0,8.0,5.0,3.0,41.0,5.0,8.0,,8.0,,148.0,24.0,12.0,8.0,3.0,2602.0,,10.0,26.0,32.0,753.0,1.0,13.0,198.0,100.0,,5.0,48.0,3.0,374.0,374.0,15.0,24.0,40.0,45.0,,231.0,,1.0,27.0,2.0,31.0,268.0,588.0,22.0,79.0,36.0,188.0,16.0,6.0,80.0,35.0,35.0,375.0,9.0,626.0,9.0,42.0,19.0,27.0,779.0,5.0,79.0,11.0,20.0,5.0,1245.0,189.0,86.0,86.0,32.0,1.0,18.0,29.0,28.0,9.0,2.0,,16.0,3.0,2.0,,,1.0,1.0,4.0,,6.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,5.0,,4.0,6.0,3.0,39.0,4.0,0.0,2.0,3.0,,,3.0,1.0,,1.0,1.0,1.0,,,,10.0,,,,,,1.0,,,,,0.0,,,,,,2.0,,8.0,1.0,,1.0,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15580,289894.0,Wesley Moraes,Wesley,Moraes Ferreira da Silva,1996-11-26,Brazil,Brazil,7.0,F,Centre Striker,363,,,,,4.0,,,4.0,,2.0,,3.0,,,2.0,1.0,1.0,,,1.0,,,1.0,1.0,0.0,,1.0,,,,,,,,,,,1.0,,0.0,1.0,,,1.0,1.0,,,,,0.0,1.0,,,,,1.0,3.0,1.0,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,2.0,,15.0,,,,1.0,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,0.0,2.0,4.0,4.0,,0.0,,,,,,,,4.0,,4.0,,,,,4.0,,1.0,,0.0,,8.0,1.0,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,42970.0,Ashley Westwood,Ashley,Westwood,1990-04-01,England,England,18.0,M,Centre Central Midfielder,363,710.0,190.0,45.0,23.0,943.0,14.0,161.0,1608.0,9.0,23.0,14.0,38.0,,29.0,358.0,212.0,5.0,15.0,33.0,2.0,2.0,2.0,,0.0,0.0,1.0,1.0,,2.0,1.0,,4.0,1.0,3.0,8.0,3.0,15.0,14.0,4.0,18.0,,1.0,1.0,356.0,244.0,9.0,,3.0,39.0,3.0,32.0,11.0,21.0,50.0,11.0,9.0,106.0,92.0,3.0,30.0,8.0,,,98.0,439.0,6.0,35.0,753.0,38.0,55.0,50.0,5.0,3.0,2.0,1.0,,8.0,89.0,1.0,44.0,3.0,44.0,,451.0,294.0,150.0,19.0,7.0,3411.0,,28.0,25.0,7.0,1882.0,9.0,1.0,244.0,386.0,,,352.0,3.0,631.0,631.0,20.0,97.0,127.0,39.0,,484.0,,,10.0,0.0,50.0,462.0,1473.0,17.0,17.0,53.0,775.0,380.0,30.0,19.0,182.0,101.0,730.0,10.0,1451.0,73.0,17.0,335.0,,2044.0,,20.0,1.0,23.0,9.0,2546.0,20.0,29.0,29.0,42.0,1.0,10.0,13.0,21.0,15.0,7.0,,1.0,,2.0,,,1.0,,,,3.0,,3.0,,2.0,3.0,2.0,1.0,3.0,2.0,,1.0,,2.0,15.0,,,1.0,1.0,1.0,,,,17.0,1.0,,89.0,23.0,30.0,82.0,,,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14548,284417.0,Ben White,Ben,White,1997-10-08,England,England,4.0,D,Centre/Right Central Defender,363,913.0,68.0,1.0,1.0,541.0,3.0,84.0,1453.0,37.0,50.0,49.0,36.0,,18.0,208.0,131.0,9.0,1.0,8.0,5.0,4.0,3.0,,2.0,5.0,3.0,1.0,,,2.0,,1.0,,1.0,,,1.0,5.0,1.0,8.0,1.0,,,196.0,186.0,1.0,,6.0,42.0,6.0,33.0,11.0,12.0,10.0,10.0,14.0,130.0,131.0,6.0,50.0,23.0,,0.0,82.0,214.0,1.0,30.0,700.0,36.0,44.0,42.0,2.0,,,,,23.0,124.0,,62.0,7.0,62.0,1.0,615.0,263.0,150.0,13.0,20.0,3194.0,11.0,4.0,4.0,1.0,1715.0,22.0,8.0,41.0,378.0,,,70.0,6.0,370.0,370.0,5.0,112.0,69.0,42.0,1.0,236.0,,1.0,3.0,,45.0,236.0,1426.0,24.0,18.0,8.0,1012.0,166.0,50.0,32.0,22.0,22.0,358.0,4.0,757.0,47.0,4.0,204.0,1.0,1747.0,1.0,10.0,4.0,49.0,42.0,2179.0,22.0,23.0,23.0,9.0,0.0,9.0,24.0,8.0,26.0,3.0,,,1.0,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,90970.0,Alfie Whiteman,Alfie,Whiteman,1998-10-02,England,England,,G,Goalkeeper,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,301494.0,Connor Wickham,Connor,Wickham,1993-03-31,England,England,19.0,F,Centre Striker,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,279430.0,Georginio Wijnaldum,Georginio,Wijnaldum,1990-11-11,Netherlands,Netherlands,18.0,M,Centre Attacking Midfielder,363,604.0,42.0,1.0,1.0,1026.0,3.0,46.0,1629.0,14.0,37.0,39.0,38.0,,8.0,197.0,91.0,16.0,15.0,21.0,11.0,3.0,6.0,1.0,6.0,3.0,8.0,3.0,,4.0,,3.0,4.0,4.0,6.0,4.0,4.0,15.0,23.0,6.0,21.0,5.0,0.0,,285.0,198.0,1.0,1.0,1.0,28.0,9.0,24.0,5.0,4.0,2.0,27.0,9.0,117.0,120.0,1.0,17.0,11.0,0.0,1.0,71.0,149.0,4.0,15.0,339.0,34.0,39.0,35.0,4.0,,,,3.0,11.0,76.0,1.0,26.0,2.0,26.0,,528.0,142.0,123.0,9.0,5.0,2947.0,,8.0,13.0,9.0,1734.0,3.0,2.0,296.0,222.0,,,29.0,4.0,218.0,218.0,18.0,57.0,123.0,28.0,,605.0,,,13.0,,39.0,430.0,1606.0,15.0,44.0,21.0,648.0,61.0,17.0,51.0,6.0,6.0,482.0,5.0,1115.0,6.0,20.0,59.0,,1757.0,,31.0,10.0,23.0,14.0,2091.0,44.0,38.0,38.0,24.0,0.0,20.0,34.0,4.0,7.0,1.0,,,,2.0,,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,4.0,2.0,18.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23811,316560.0,Neco Williams,Neco,Williams,2001-04-13,Wales,Wales,,D,Right Full Back,363,42.0,3.0,1.0,1.0,84.0,1.0,3.0,125.0,25.0,5.0,3.0,6.0,,1.0,20.0,7.0,2.0,,3.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,,2.0,,,,35.0,16.0,,,2.0,12.0,1.0,4.0,,16.0,8.0,3.0,2.0,17.0,19.0,2.0,4.0,2.0,,,4.0,18.0,,3.0,58.0,3.0,1.0,1.0,,,,,,2.0,11.0,,6.0,,6.0,,55.0,23.0,10.0,1.0,2.0,248.0,1.0,2.0,1.0,,154.0,1.0,,1.0,72.0,1.0,,15.0,,65.0,65.0,1.0,7.0,8.0,12.0,,9.0,,,1.0,,2.0,43.0,123.0,2.0,5.0,3.0,52.0,14.0,4.0,7.0,24.0,24.0,58.0,2.0,129.0,7.0,,19.0,,157.0,,2.0,3.0,6.0,27.0,259.0,8.0,1.0,1.0,6.0,0.0,3.0,5.0,2.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
