id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_freekick_total,att_ibox_miss,att_lf_total,att_lg_centre,att_miss_high,att_miss_left,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_pass,interception,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,second_goal_assist,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_flick_on,accurate_launches,accurate_pull_back,accurate_through_ball,att_bx_centre,att_goal_high_left,att_hd_goal,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_target,att_miss_right,att_obox_post,att_post_high,big_chance_created,big_chance_missed,big_chance_scored,clean_sheet,draws,effective_head_clearance,error_lead_to_shot,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,penalty_won,pen_goals_conceded,post_scoring_att,shield_ball_oop,six_yard_block,total_fastbreak,total_flick_on,total_pull_back,total_through_ball,att_bx_left,att_miss_high_left,att_one_on_one,att_sv_high_centre,assist_pass_lost,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_target,att_goal_low_right,att_hd_miss,att_hd_target,att_ibox_post,att_lf_goal,att_miss_high_right,att_obox_goal,att_obxd_right,att_obx_right,att_post_right,att_rf_goal,att_setpiece,shot_fastbreak,att_sv_high_right,att_cmiss_high_left,att_goal_high_right,assist_penalty_won,att_cmiss_high,att_goal_low_centre,att_sv_high_left,error_lead_to_goal,foul_throw_in,att_goal_high_centre,att_goal_low_left,att_lg_right,att_obxd_left,att_pen_goal,att_pen_target,goal_assist_deadball,goal_assist_setplay,att_hd_post,clearance_off_line,own_goals,att_freekick_post,attempts_ibox,att_cmiss_high_right,att_obp_goal,att_obx_left,att_post_left,touches_in_opp_box,red_card,second_yellow,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,goal_kicks,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_keeper_sweeper,assist_attempt_saved,attempts_obox,goal_fastbreak,cross_not_claimed,dive_catch,gk_smother,good_high_claim,penalty_faced,penalty_save,stand_save,total_high_claim,assist_blocked_shot,assist_free_kick_won,assist_handball_won,assist_own_goal,att_lg_left,dangerous_play,att_pen_miss,assist_post,att_pen_post
9030,312005.0,Brad Smith,Brad,Smith,1994-04-09,Australia,Australia,5.0,D,Left Full Back,22,0.0,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,1.0,,3.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,30.0,,,,3.0,,1.0,,2.0,7.0,7.0,,,,,2.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,3.0,4.0,,,,,3.0,,,1.0,,1.0,11.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
4158,315651.0,Robbie Brady,Robbie,Brady,1992-01-14,Ireland,Ireland,,M,Left Winger,22,136.0,120.0,8.0,4.0,10.0,6.0,3.0,159.0,27.0,12.0,269.0,10.0,20.0,11.0,16.0,2.0,88.0,68.0,7.0,5.0,,3.0,,9.0,1.0,1.0,,5.0,1.0,1.0,6.0,6.0,,2.0,,,,78.0,51.0,2.0,19.0,6.0,6.0,16.0,19.0,8.0,23.0,70.0,55.0,1.0,7.0,49.0,5.0,10.0,11.0,99.0,11.0,13.0,10.0,3.0,,31.0,18.0,18.0,,34.0,38.0,21.0,7.0,2.0,890.0,4.0,9.0,4.0,335.0,,84.0,14.0,26.0,173.0,171.0,2.0,26.0,23.0,19.0,126.0,,1.0,73.0,267.0,13.0,13.0,135.0,20.0,8.0,24.0,16.0,54.0,38.0,103.0,256.0,10.0,30.0,25.0,1.0,337.0,11.0,8.0,5.0,16.0,14.0,561.0,14.0,14.0,16.0,6.0,12.0,4.0,12.0,2.0,4.0,3.0,,,2.0,,,,1.0,3.0,,1.0,,,,2.0,,2.0,,3.0,3.0,,3.0,1.0,1.0,1.0,,4.0,,,1.0,2.0,,1.0,,,,1.0,,7.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032,117138.0,Cameron Brannagan,Cameron,Brannagan,1996-05-09,England,England,8.0,M,Centre Central Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,32907.0,John Brayford,John,Brayford,1987-12-29,England,England,2.0,D,Right Full Back,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,189348.0,Liam Bridcutt,Liam,Bridcutt,1989-05-08,England,Scotland,23.0,M,Centre Defensive Midfielder,22,0.0,174.0,15.0,,1.0,1.0,,236.0,9.0,23.0,409.0,,12.0,6.0,12.0,11.0,77.0,90.0,8.0,,,,,,,2.0,1.0,,3.0,,3.0,3.0,,3.0,,,,53.0,44.0,,12.0,,13.0,1.0,1.0,4.0,5.0,45.0,49.0,,13.0,73.0,,13.0,,161.0,9.0,20.0,17.0,3.0,,40.0,11.0,11.0,,129.0,69.0,43.0,7.0,3.0,847.0,7.0,1.0,,480.0,4.0,49.0,79.0,13.0,99.0,99.0,2.0,22.0,20.0,12.0,147.0,,3.0,101.0,400.0,4.0,8.0,197.0,34.0,13.0,7.0,,5.0,5.0,135.0,298.0,18.0,9.0,39.0,,490.0,3.0,1.0,3.0,28.0,,593.0,7.0,7.0,11.0,4.0,5.0,,21.0,4.0,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,6.0,,,,,,,6.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,117119.0,Matthew Briggs,Matthew,Briggs,1991-03-06,Guyana,Guyana,43.0,D,Left Full Back,22,0.0,15.0,1.0,,,,,10.0,,1.0,25.0,9.0,,1.0,2.0,1.0,14.0,14.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,5.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,3.0,11.0,2.0,2.0,5.0,,2.0,,11.0,,1.0,,1.0,1.0,1.0,,,,3.0,7.0,4.0,1.0,3.0,87.0,,,,29.0,,11.0,,1.0,11.0,11.0,,1.0,1.0,2.0,11.0,,,3.0,24.0,1.0,,16.0,4.0,2.0,2.0,,1.0,1.0,5.0,15.0,1.0,,1.0,,30.0,1.0,,2.0,8.0,11.0,62.0,1.0,1.0,1.0,1.0,1.0,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,6157.0,Leon Britton,Leon,Britton,1982-09-16,England,England,7.0,M,Centre Central Midfielder,22,136.0,779.0,21.0,,3.0,3.0,,599.0,58.0,60.0,1375.0,,23.0,11.0,25.0,5.0,163.0,114.0,6.0,2.0,,,,,,,1.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,,1.0,,223.0,143.0,7.0,27.0,2.0,16.0,,3.0,3.0,18.0,69.0,88.0,7.0,17.0,145.0,3.0,8.0,,407.0,23.0,32.0,27.0,5.0,1.0,73.0,51.0,51.0,,393.0,163.0,125.0,11.0,7.0,2020.0,1.0,8.0,1.0,1480.0,6.0,116.0,190.0,22.0,198.0,198.0,4.0,53.0,86.0,27.0,499.0,1.0,1.0,189.0,1333.0,14.0,9.0,823.0,36.0,17.0,24.0,,6.0,6.0,244.0,705.0,16.0,60.0,75.0,,1522.0,4.0,6.0,2.0,38.0,,1771.0,21.0,21.0,21.0,8.0,19.0,1.0,30.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,5.0,6.0,6.0,,,,1.0,1.0,1.0,6.0,,5.0,,,,1.0,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,39650.0,Wes Brown,Wes,Brown,1979-10-13,England,England,30.0,D,Centre Central Defender,22,0.0,478.0,75.0,,,,,237.0,7.0,96.0,715.0,4.0,30.0,51.0,25.0,6.0,200.0,210.0,5.0,,,,11.0,1.0,,1.0,5.0,,,,,,,4.0,1.0,,,58.0,96.0,8.0,24.0,3.0,16.0,,,,6.0,71.0,97.0,8.0,129.0,129.0,,18.0,,435.0,24.0,28.0,23.0,5.0,1.0,91.0,29.0,29.0,1.0,127.0,250.0,145.0,11.0,21.0,2064.0,1.0,5.0,1.0,859.0,24.0,167.0,32.0,4.0,194.0,194.0,1.0,73.0,22.0,24.0,271.0,,12.0,79.0,687.0,12.0,6.0,529.0,132.0,129.0,8.0,,,,145.0,362.0,52.0,8.0,143.0,,891.0,16.0,,1.0,26.0,4.0,1186.0,10.0,10.0,17.0,8.0,6.0,,25.0,2.0,1.0,12.0,,,10.0,,,11.0,3.0,,1.0,,1.0,,,,,,9.0,6.0,70.0,2.0,,,1.0,,1.0,70.0,1.0,8.0,11.0,,,,,1.0,4.0,,,1.0,,,,1.0,,,,1.0,,,,,,,9.0,1.0,1.0,,3.0,,,,1.0,,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,27922.0,Alex Bruce,Alex,Bruce,1984-09-28,England,Northern Ireland,14.0,D,Centre Central Defender,22,0.0,284.0,17.0,,1.0,1.0,,80.0,,42.0,363.0,1.0,34.0,42.0,20.0,2.0,142.0,120.0,3.0,,,,6.0,,,2.0,2.0,,,,,1.0,1.0,2.0,2.0,,,36.0,54.0,3.0,8.0,1.0,9.0,,1.0,1.0,1.0,52.0,76.0,3.0,109.0,53.0,,12.0,,201.0,19.0,29.0,24.0,5.0,2.0,63.0,26.0,26.0,1.0,135.0,90.0,45.0,14.0,16.0,1594.0,1.0,2.0,2.0,444.0,17.0,15.0,37.0,16.0,104.0,104.0,,37.0,17.0,8.0,88.0,,7.0,29.0,350.0,6.0,3.0,310.0,42.0,109.0,,,2.0,2.0,68.0,152.0,36.0,,75.0,,460.0,10.0,6.0,1.0,33.0,1.0,679.0,3.0,3.0,2.0,2.0,,,21.0,2.0,1.0,11.0,,,7.0,,,7.0,1.0,,2.0,,2.0,,1.0,,2.0,,,4.0,63.0,,,,,,,63.0,1.0,2.0,7.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
3744,222348.0,Chris Brunt,Chris,Brunt,1984-12-14,Northern Ireland,Northern Ireland,29.0,M,Left Winger,22,0.0,290.0,41.0,31.0,54.0,23.0,7.0,502.0,26.0,75.0,738.0,42.0,46.0,42.0,28.0,12.0,170.0,158.0,18.0,18.0,1.0,11.0,10.0,41.0,1.0,5.0,7.0,7.0,19.0,4.0,26.0,35.0,,5.0,2.0,3.0,2.0,139.0,109.0,12.0,40.0,10.0,27.0,76.0,58.0,34.0,19.0,118.0,105.0,12.0,41.0,253.0,3.0,26.0,26.0,437.0,25.0,43.0,36.0,7.0,1.0,122.0,51.0,51.0,,132.0,196.0,97.0,13.0,10.0,2243.0,20.0,21.0,10.0,985.0,7.0,276.0,72.0,114.0,492.0,492.0,8.0,51.0,50.0,40.0,313.0,,29.0,241.0,719.0,25.0,41.0,332.0,87.0,41.0,14.0,75.0,193.0,118.0,411.0,882.0,83.0,29.0,146.0,5.0,1021.0,49.0,2.0,3.0,43.0,59.0,1585.0,15.0,15.0,10.0,3.0,12.0,24.0,31.0,7.0,17.0,20.0,2.0,3.0,6.0,,,2.0,3.0,2.0,3.0,6.0,10.0,,,7.0,,1.0,3.0,12.0,19.0,1.0,3.0,3.0,5.0,4.0,3.0,19.0,,2.0,,1.0,,,4.0,,,2.0,1.0,47.0,5.0,4.0,8.0,6.0,,,,6.0,,1.0,,7.0,2.0,1.0,1.0,1.0,,3.0,1.0,1.0,3.0,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
3567,18555.0,Mark Bunn,Mark,Bunn,1984-11-16,England,England,31.0,G,Goalkeeper,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,154761.0,Graham Burke,Graham,Burke,1993-09-21,Ireland,Ireland,10.0,F,Centre Second Striker,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,302934.0,Dan Burn,Dan,Burn,1992-05-09,England,England,33.0,D,Centre Central Defender,22,0.0,115.0,5.0,,,,,26.0,,16.0,141.0,3.0,15.0,21.0,9.0,1.0,89.0,57.0,1.0,,,,2.0,,,,,,,,,,,,,,,17.0,17.0,2.0,6.0,2.0,10.0,,,,3.0,34.0,28.0,2.0,81.0,28.0,,6.0,,102.0,6.0,18.0,14.0,4.0,,21.0,7.0,7.0,,38.0,57.0,18.0,6.0,10.0,605.0,1.0,,,205.0,6.0,24.0,4.0,8.0,79.0,79.0,,15.0,2.0,6.0,48.0,,2.0,9.0,141.0,5.0,1.0,133.0,24.0,81.0,2.0,,,,37.0,72.0,17.0,,41.0,,205.0,4.0,1.0,3.0,6.0,9.0,338.0,4.0,4.0,1.0,1.0,,1.0,5.0,,1.0,1.0,,,4.0,,,2.0,2.0,,,,1.0,,,,,,,2.0,53.0,1.0,,,,,,53.0,,,3.0,,,,1.0,,,1.0,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,259543.0,Jack Butland,Jack,Butland,1993-03-10,England,England,1.0,G,Goalkeeper,22,0.0,14.0,1.0,,,,,12.0,,15.0,26.0,,,,3.0,,27.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,13.0,,,,27.0,2.0,7.0,7.0,,,,,,,4.0,37.0,21.0,2.0,,225.0,,1.0,,23.0,,2.0,7.0,,16.0,16.0,,6.0,,,6.0,,,4.0,16.0,,1.0,14.0,1.0,,,,,,9.0,23.0,16.0,,26.0,,37.0,,,1.0,,,82.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,8.0,2.0,6.0,24.0,16.0,8.0,,10.0,2.0,12.0,2.0,3.0,,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,
4559,293572.0,Jacob Butterfield,Jacob,Butterfield,1990-06-10,England,England,29.0,M,Centre Central Midfielder,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,306890.0,Alexander Büttner,Alexander,Büttner,1989-02-11,Netherlands,Netherlands,28.0,D,Defender,22,0.0,106.0,2.0,,4.0,4.0,,127.0,1.0,4.0,229.0,38.0,11.0,9.0,8.0,5.0,34.0,28.0,3.0,,,,1.0,5.0,,,,1.0,1.0,,2.0,4.0,,,,,,59.0,30.0,4.0,7.0,3.0,3.0,,14.0,9.0,6.0,31.0,38.0,4.0,21.0,28.0,1.0,7.0,,83.0,5.0,7.0,4.0,3.0,,7.0,7.0,7.0,,9.0,25.0,15.0,2.0,6.0,497.0,1.0,2.0,,250.0,2.0,89.0,4.0,13.0,71.0,71.0,,13.0,17.0,7.0,108.0,,2.0,61.0,222.0,1.0,3.0,122.0,6.0,21.0,9.0,,23.0,23.0,70.0,160.0,15.0,1.0,16.0,,259.0,5.0,,3.0,16.0,43.0,412.0,5.0,5.0,8.0,6.0,5.0,2.0,12.0,2.0,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,1.0,,13.0,,,,,,,13.0,,,,1.0,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
4341,163664.0,Yohan Cabaye,Yohan,Cabaye,1986-01-14,France,France,29.0,M,Centre Central Midfielder,22,0.0,324.0,64.0,14.0,18.0,6.0,1.0,457.0,35.0,61.0,763.0,7.0,1.0,1.0,19.0,13.0,136.0,84.0,20.0,11.0,4.0,9.0,5.0,4.0,1.0,4.0,11.0,10.0,22.0,11.0,43.0,52.0,13.0,59.0,4.0,3.0,5.0,127.0,89.0,3.0,50.0,13.0,22.0,51.0,14.0,20.0,14.0,68.0,66.0,3.0,16.0,194.0,2.0,24.0,18.0,316.0,17.0,18.0,16.0,2.0,,31.0,46.0,46.0,,235.0,140.0,95.0,7.0,3.0,1509.0,21.0,12.0,22.0,898.0,,115.0,130.0,94.0,297.0,297.0,6.0,25.0,58.0,50.0,253.0,,28.0,222.0,742.0,33.0,33.0,348.0,149.0,16.0,13.0,48.0,98.0,52.0,334.0,681.0,7.0,36.0,104.0,,931.0,63.0,7.0,2.0,46.0,7.0,1326.0,18.0,18.0,13.0,11.0,6.0,15.0,35.0,5.0,4.0,2.0,,7.0,6.0,1.0,,,3.0,3.0,4.0,2.0,9.0,1.0,,3.0,2.0,,2.0,1.0,1.0,,7.0,6.0,2.0,2.0,,1.0,1.0,2.0,,4.0,,,2.0,1.0,,,2.0,11.0,,23.0,2.0,,,,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,3.0,4.0,,2.0,1.0,7.0,,2.0,2.0,,2.0,,1.0,,1.0,,,,2.0,1.0,,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
4828,131069.0,Cabral,Tavares Varela,Adilson Cabral,1988-10-22,Cape Verde,Cape Verde,88.0,M,Defensive Midfielder,22,36.0,29.0,2.0,,,,,24.0,3.0,4.0,53.0,,1.0,1.0,1.0,5.0,1.0,4.0,,,,,1.0,1.0,,,2.0,1.0,3.0,,4.0,5.0,,3.0,,,,7.0,9.0,,1.0,1.0,2.0,,,,,9.0,7.0,,,7.0,,5.0,,12.0,1.0,1.0,1.0,,,4.0,1.0,1.0,,23.0,6.0,5.0,1.0,,90.0,,,,60.0,1.0,8.0,8.0,4.0,9.0,9.0,,2.0,7.0,1.0,19.0,,4.0,10.0,52.0,,,31.0,5.0,,2.0,,,,15.0,30.0,1.0,3.0,6.0,,61.0,5.0,,,4.0,,76.0,,,1.0,,1.0,,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,288155.0,Gary Cahill,Gary,Cahill,1985-12-19,England,England,24.0,D,Centre Central Defender,22,180.0,865.0,31.0,,1.0,1.0,,292.0,1.0,94.0,1156.0,4.0,46.0,106.0,30.0,2.0,154.0,125.0,6.0,,,,9.0,2.0,,1.0,6.0,2.0,,2.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,74.0,142.0,11.0,15.0,3.0,8.0,,3.0,,8.0,71.0,161.0,11.0,205.0,89.0,1.0,12.0,,569.0,29.0,19.0,17.0,2.0,1.0,109.0,29.0,29.0,1.0,444.0,253.0,171.0,4.0,31.0,2623.0,1.0,6.0,5.0,1273.0,21.0,38.0,169.0,12.0,175.0,175.0,1.0,103.0,38.0,15.0,223.0,,10.0,61.0,1123.0,10.0,7.0,907.0,67.0,205.0,7.0,,3.0,3.0,123.0,406.0,56.0,1.0,142.0,,1310.0,18.0,,1.0,34.0,4.0,1695.0,9.0,9.0,20.0,20.0,6.0,3.0,27.0,2.0,,9.0,,,13.0,,1.0,11.0,1.0,1.0,2.0,,1.0,,,2.0,1.0,1.0,16.0,6.0,142.0,,1.0,,1.0,1.0,,142.0,1.0,4.0,19.0,,,,1.0,1.0,5.0,,1.0,5.0,,,,,,,,2.0,,,,,,,7.0,2.0,1.0,,1.0,,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
3894,19302.0,Tom Cairney,Tom,Cairney,1991-01-20,England,Scotland,10.0,M,Left/Centre/Right Attacking Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,287180.0,Geoff Cameron,Geoff,Cameron,1985-07-11,United States,United States,20.0,M,Centre Central Midfielder,22,74.0,398.0,61.0,,20.0,20.0,,574.0,12.0,55.0,952.0,264.0,33.0,53.0,37.0,14.0,283.0,250.0,21.0,,,,7.0,3.0,,3.0,2.0,1.0,4.0,,6.0,8.0,,8.0,,,,182.0,209.0,11.0,49.0,3.0,49.0,,57.0,57.0,36.0,184.0,226.0,11.0,125.0,284.0,2.0,37.0,,623.0,37.0,50.0,41.0,9.0,2.0,156.0,90.0,90.0,1.0,462.0,345.0,187.0,14.0,17.0,3285.0,13.0,9.0,2.0,1297.0,9.0,28.0,457.0,103.0,671.0,670.0,8.0,122.0,79.0,49.0,52.0,2.0,11.0,255.0,932.0,27.0,22.0,485.0,137.0,126.0,75.0,,114.0,114.0,426.0,948.0,81.0,13.0,140.0,2.0,1319.0,16.0,1.0,,108.0,356.0,2388.0,35.0,35.0,22.0,13.0,44.0,18.0,78.0,7.0,7.0,22.0,,1.0,8.0,,,5.0,2.0,1.0,,,4.0,,,5.0,,2.0,8.0,10.0,66.0,,2.0,2.0,1.0,1.0,1.0,67.0,,5.0,4.0,7.0,,,5.0,,1.0,1.0,2.0,18.0,,2.0,,2.0,,,,,1.0,,,,,1.0,5.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,307101.0,Lee Camp,Lee,Camp,1984-08-22,England,Northern Ireland,,G,Goalkeeper,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
