id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
2839,277556.0,Theo Walcott,Theo,Walcott,1989-03-16,England,England,32.0,F,Right Winger,20,161.0,4.0,8.0,522.0,,51.0,1.0,665.0,18.0,25.0,11.0,35.0,170.0,136.0,32.0,25.0,,,3.0,3.0,12.0,15.0,19.0,4.0,13.0,8.0,3.0,7.0,7.0,20.0,62.0,4.0,3.0,,2.0,7.0,263.0,77.0,9.0,2.0,18.0,16.0,2.0,,31.0,65.0,4.0,185.0,106.0,1.0,5.0,2.0,65.0,0.0,13.0,185.0,32.0,33.0,28.0,5.0,8.0,8.0,8.0,3.0,17.0,,10.0,271.0,33.0,15.0,10.0,1.0,2746.0,,14.0,27.0,34.0,,35.0,329.0,61.0,3.0,531.0,529.0,26.0,45.0,120.0,24.0,312.0,41.0,190.0,16.0,6.0,103.0,134.0,133.0,429.0,35.0,783.0,5.0,57.0,10.0,839.0,76.0,19.0,18.0,20.0,1446.0,82.0,82.0,42.0,21.0,54.0,14.0,1.0,27.0,2.0,,3.0,,8.0,6.0,6.0,19.0,59.0,13.0,6.0,8.0,,,,,2.0,35.0,18.0,18.0,1.0,1.0,1.0,8.0,100.0,2.0,7.0,2.0,3.0,18.0,6.0,9.0,,1.0,3.0,7.0,,2.0,3.0,1.0,1.0,26.0,1.0,21.0,,7.0,2.0,3.0,1.0,,,,2.0,,,1.0,,1.0,20.0,,,2.0,,1.0,23.0,13.0,,,,,,,,,,,,,7.0,,,,7.0,7.0,3.0,1.0,2.0,,,7.0,4.0,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
4099,267271.0,Sam Walker,Sam,Walker,1991-10-02,England,England,1.0,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,134423.0,James Wallace,James,Wallace,1991-12-19,England,England,38.0,M,Centre Central Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,189347.0,Joe Walsh,Joe,Walsh,1992-05-13,Wales,Wales,16.0,D,Centre Central Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,136908.0,Jonathan Walters,Jonathan,Walters,1983-09-20,Ireland,Ireland,39.0,F,Centre Striker,20,171.0,14.0,30.0,470.0,3.0,54.0,12.0,629.0,1.0,74.0,66.0,38.0,247.0,279.0,29.0,22.0,2.0,13.0,3.0,17.0,11.0,25.0,7.0,,7.0,14.0,9.0,11.0,5.0,17.0,48.0,4.0,2.0,,1.0,3.0,225.0,140.0,7.0,5.0,14.0,15.0,8.0,,19.0,67.0,12.0,230.0,175.0,5.0,28.0,14.0,101.0,380.0,44.0,269.0,38.0,52.0,38.0,14.0,5.0,4.0,3.0,25.0,18.0,,13.0,200.0,67.0,40.0,15.0,8.0,3335.0,,19.0,16.0,19.0,4.0,128.0,203.0,66.0,7.0,569.0,544.0,44.0,73.0,237.0,36.0,253.0,35.0,207.0,30.0,53.0,49.0,72.0,72.0,472.0,93.0,796.0,18.0,56.0,29.0,931.0,69.0,5.0,36.0,3.0,1437.0,72.0,72.0,56.0,11.0,21.0,25.0,3.0,11.0,6.0,,1.0,1.0,7.0,5.0,3.0,9.0,42.0,3.0,6.0,7.0,2.0,,,4.0,1.0,17.0,12.0,12.0,,1.0,2.0,6.0,53.0,,2.0,2.0,1.0,7.0,23.0,,2.0,,7.0,2.0,1.0,1.0,3.0,1.0,17.0,51.0,1.0,33.0,,,,6.0,,,,,1.0,,,,1.0,1.0,22.0,,,,,,18.0,1.0,,,,,,,,,,,,,3.0,,1.0,4.0,4.0,3.0,,2.0,,,,3.0,12.0,,,,,,1.0,1.0,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
2151,166681.0,Elliott Ward,Elliott,Ward,1985-01-19,England,England,34.0,D,Centre Central Defender,20,263.0,15.0,1.0,128.0,20.0,3.0,37.0,389.0,2.0,15.0,20.0,12.0,119.0,55.0,5.0,4.0,1.0,3.0,,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,3.0,1.0,,,,,41.0,46.0,,4.0,1.0,9.0,,,1.0,2.0,2.0,32.0,38.0,4.0,78.0,50.0,92.0,0.0,6.0,241.0,12.0,24.0,20.0,4.0,1.0,1.0,,88.0,18.0,2.0,14.0,112.0,134.0,72.0,7.0,12.0,1080.0,13.0,4.0,3.0,1.0,11.0,30.0,28.0,20.0,1.0,182.0,124.0,29.0,17.0,110.0,5.0,54.0,7.0,292.0,34.0,136.0,1.0,4.0,4.0,114.0,2.0,216.0,61.0,3.0,68.0,504.0,7.0,,15.0,2.0,713.0,5.0,5.0,2.0,3.0,,8.0,2.0,1.0,,,,,,2.0,,,1.0,,,,1.0,,,,,1.0,2.0,2.0,,1.0,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,93980.0,Stephen Warnock,Stephen,Warnock,1981-12-12,England,England,15.0,D,Left Full Back,20,374.0,57.0,5.0,559.0,26.0,11.0,108.0,916.0,232.0,20.0,36.0,35.0,288.0,215.0,19.0,5.0,,1.0,,1.0,1.0,3.0,1.0,2.0,8.0,,2.0,,1.0,1.0,7.0,1.0,,1.0,,,145.0,144.0,1.0,19.0,1.0,33.0,8.0,3.0,47.0,8.0,16.0,115.0,170.0,19.0,77.0,47.0,341.0,111.0,35.0,579.0,34.0,45.0,42.0,3.0,2.0,,1.0,90.0,103.0,3.0,74.0,84.0,317.0,176.0,12.0,25.0,3056.0,6.0,15.0,14.0,4.0,13.0,418.0,41.0,100.0,5.0,589.0,521.0,89.0,51.0,421.0,4.0,289.0,29.0,438.0,124.0,145.0,40.0,92.0,83.0,471.0,11.0,883.0,82.0,11.0,199.0,1229.0,9.0,3.0,81.0,305.0,2102.0,20.0,20.0,32.0,7.0,12.0,55.0,6.0,,,,,,2.0,,,,,2.0,2.0,2.0,1.0,1.0,,2.0,,21.0,17.0,15.0,,8.0,1.0,,31.0,5.0,2.0,,2.0,2.0,4.0,1.0,,,,1.0,2.0,,,10.0,,,,,,,1.0,3.0,,,,2.0,1.0,,,1.0,,1.0,4.0,,,1.0,,9.0,3.0,,,,,,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2686,257563.0,Ben Watson,Ben,Watson,1985-07-09,England,England,26.0,M,Centre Central Midfielder,20,355.0,48.0,,455.0,4.0,22.0,117.0,797.0,6.0,2.0,11.0,21.0,126.0,93.0,15.0,10.0,1.0,2.0,,2.0,2.0,4.0,2.0,,2.0,3.0,2.0,3.0,2.0,8.0,9.0,1.0,,,1.0,1.0,97.0,64.0,3.0,3.0,4.0,22.0,2.0,,6.0,10.0,4.0,68.0,57.0,3.0,12.0,1.0,177.0,148.0,29.0,309.0,14.0,30.0,23.0,7.0,1.0,,1.0,6.0,36.0,1.0,27.0,269.0,171.0,119.0,14.0,4.0,1262.0,1.0,9.0,15.0,7.0,8.0,145.0,135.0,27.0,1.0,230.0,216.0,34.0,26.0,269.0,9.0,189.0,24.0,384.0,86.0,26.0,13.0,53.0,19.0,268.0,2.0,613.0,14.0,23.0,154.0,944.0,20.0,7.0,35.0,6.0,1182.0,9.0,9.0,3.0,3.0,9.0,28.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,4.0,15.0,2.0,3.0,3.0,,,,1.0,,8.0,13.0,5.0,3.0,8.0,,2.0,5.0,8.0,,,2.0,1.0,4.0,3.0,,1.0,2.0,,,,2.0,43.0,,2.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,2.0,1.0,34.0,,,,,,,,,,,,,8.0,,,,,2.0,2.0,,7.0,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
3803,130682.0,Andreas Weimann,Andreas,Weimann,1991-08-05,Austria,Austria,14.0,F,Left/Centre/Right Second Striker,20,28.0,,,69.0,,14.0,2.0,97.0,1.0,8.0,3.0,14.0,63.0,35.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,6.0,3.0,1.0,1.0,3.0,6.0,15.0,,,1.0,,1.0,48.0,21.0,1.0,1.0,4.0,2.0,1.0,,,10.0,6.0,30.0,14.0,1.0,1.0,1.0,15.0,0.0,6.0,22.0,5.0,12.0,11.0,1.0,,,,1.0,6.0,,6.0,22.0,7.0,5.0,5.0,,533.0,,3.0,2.0,8.0,,27.0,20.0,3.0,3.0,74.0,74.0,5.0,12.0,35.0,7.0,41.0,5.0,33.0,2.0,1.0,7.0,8.0,8.0,62.0,8.0,102.0,,15.0,3.0,127.0,19.0,3.0,4.0,1.0,213.0,16.0,16.0,5.0,3.0,7.0,4.0,,1.0,1.0,,2.0,,1.0,1.0,2.0,2.0,10.0,,1.0,2.0,,,,,,2.0,,,,,,2.0,8.0,,1.0,1.0,,4.0,4.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,4.0,1.0,,,,,,,,,,,,,2.0,,,,2.0,2.0,9.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
4187,10330.0,Robbie Weir,Robbie,Weir,1988-12-09,Northern Ireland,Northern Ireland,15.0,M,Central Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,183576.0,Vladimír Weiss,Vladimír,Weiss,1989-11-30,Slovakia,Slovakia,7.0,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,20,141.0,,11.0,496.0,1.0,59.0,14.0,636.0,8.0,24.0,9.0,30.0,145.0,144.0,29.0,35.0,3.0,9.0,,11.0,17.0,21.0,20.0,6.0,20.0,8.0,6.0,2.0,5.0,14.0,68.0,1.0,1.0,1.0,2.0,6.0,215.0,74.0,14.0,3.0,23.0,8.0,3.0,,3.0,67.0,4.0,133.0,100.0,3.0,9.0,6.0,48.0,288.0,16.0,119.0,23.0,24.0,21.0,3.0,4.0,4.0,3.0,11.0,28.0,1.0,20.0,171.0,38.0,33.0,5.0,1.0,2018.0,,9.0,24.0,34.0,3.0,123.0,121.0,23.0,1.0,267.0,261.0,15.0,46.0,231.0,23.0,277.0,33.0,151.0,,15.0,47.0,5.0,5.0,340.0,31.0,590.0,3.0,68.0,17.0,736.0,80.0,12.0,39.0,8.0,1132.0,63.0,63.0,25.0,21.0,24.0,36.0,3.0,7.0,2.0,,5.0,2.0,8.0,3.0,6.0,19.0,47.0,7.0,8.0,9.0,1.0,,,1.0,2.0,27.0,1.0,1.0,,,,5.0,2.0,,9.0,2.0,,5.0,13.0,4.0,1.0,,4.0,12.0,,,2.0,,1.0,12.0,,8.0,,1.0,4.0,11.0,,,1.0,2.0,2.0,1.0,,,1.0,1.0,9.0,,,,,,12.0,2.0,,,,,,,,,,,,,3.0,,,,3.0,3.0,7.0,4.0,,,,3.0,6.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
4038,312072.0,Wellington Silva,Wellington,Alves da Silva,1993-01-06,Brazil,Brazil,11.0,M,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,6378.0,Jermaine Jenas,Jermaine,Jenas,1983-02-18,England,England,16.0,M,Centre Central Midfielder,20,15.0,2.0,1.0,29.0,1.0,3.0,1.0,44.0,1.0,1.0,1.0,3.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,,,,,,,,1.0,1.0,4.0,2.0,,1.0,1.0,2.0,0.0,,9.0,1.0,2.0,2.0,,,,,1.0,,,,14.0,4.0,,1.0,2.0,108.0,,,,,1.0,17.0,2.0,1.0,,14.0,14.0,2.0,3.0,13.0,,15.0,,16.0,2.0,1.0,2.0,,,16.0,1.0,36.0,3.0,3.0,1.0,52.0,,1.0,,1.0,64.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,161544.0,Carl Jenkinson,Carl,Jenkinson,1992-02-08,England,England,16.0,D,Right Full Back,20,112.0,18.0,,124.0,,3.0,27.0,231.0,39.0,1.0,,9.0,45.0,38.0,5.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,36.0,25.0,,1.0,1.0,4.0,1.0,,12.0,5.0,,22.0,17.0,1.0,9.0,1.0,21.0,0.0,10.0,73.0,5.0,13.0,5.0,8.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,147.0,27.0,19.0,3.0,3.0,493.0,6.0,1.0,5.0,,2.0,6.0,67.0,17.0,,87.0,83.0,18.0,7.0,12.0,,60.0,6.0,130.0,28.0,13.0,3.0,32.0,32.0,73.0,,170.0,7.0,3.0,32.0,268.0,1.0,,15.0,44.0,403.0,6.0,6.0,1.0,6.0,7.0,11.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,5.0,5.0,,,,,20.0,,,,,,,,,,,,,,,,5.0,28.0,,21.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,277646.0,Cameron Jerome,Cameron,Jerome,1986-08-14,England,England,35.0,F,Centre Striker,20,44.0,5.0,2.0,87.0,1.0,11.0,2.0,130.0,5.0,21.0,17.0,23.0,71.0,94.0,4.0,13.0,1.0,4.0,2.0,7.0,4.0,10.0,3.0,,5.0,4.0,4.0,3.0,,4.0,15.0,3.0,,,1.0,2.0,57.0,29.0,2.0,,5.0,2.0,,,,20.0,7.0,73.0,49.0,,6.0,1.0,17.0,0.0,15.0,51.0,7.0,20.0,12.0,8.0,1.0,,1.0,4.0,5.0,,4.0,38.0,13.0,7.0,12.0,4.0,837.0,,2.0,3.0,7.0,1.0,27.0,43.0,10.0,1.0,146.0,141.0,8.0,19.0,51.0,13.0,44.0,5.0,56.0,8.0,11.0,20.0,4.0,4.0,90.0,15.0,145.0,1.0,13.0,3.0,197.0,25.0,6.0,17.0,6.0,351.0,27.0,27.0,12.0,4.0,4.0,15.0,,2.0,2.0,,1.0,1.0,4.0,4.0,1.0,1.0,12.0,1.0,1.0,4.0,,,,1.0,1.0,3.0,1.0,1.0,,,,2.0,4.0,,1.0,2.0,,6.0,2.0,,,,1.0,,,1.0,2.0,,3.0,5.0,,2.0,,,,2.0,,,,1.0,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,2.0,16.0,2.0,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,172483.0,Ji Dong-Won,Dong-Won,Ji,1991-05-28,South Korea,South Korea,11.0,F,Centre Striker,20,59.0,6.0,2.0,125.0,3.0,27.0,6.0,183.0,1.0,17.0,6.0,19.0,55.0,44.0,7.0,4.0,,1.0,1.0,2.0,,4.0,1.0,,2.0,4.0,1.0,4.0,,4.0,8.0,,,,,,78.0,17.0,1.0,1.0,,1.0,,,2.0,8.0,3.0,39.0,21.0,1.0,2.0,,14.0,0.0,8.0,34.0,2.0,10.0,7.0,3.0,2.0,1.0,2.0,,6.0,,5.0,42.0,9.0,8.0,11.0,1.0,435.0,,3.0,6.0,3.0,1.0,31.0,36.0,6.0,,71.0,70.0,6.0,10.0,65.0,8.0,69.0,9.0,68.0,6.0,3.0,10.0,5.0,5.0,89.0,9.0,156.0,5.0,30.0,8.0,219.0,11.0,2.0,4.0,1.0,297.0,15.0,15.0,7.0,5.0,,3.0,2.0,1.0,,,,,2.0,2.0,,,7.0,,1.0,2.0,,,,,,4.0,1.0,1.0,,,,1.0,3.0,,2.0,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,2.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,1.0,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,260983.0,JJ Hooper,Jonathan,Hooper,1993-10-09,England,England,11.0,F,Striker,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,5708.0,João Silva,João Pedro,Pereira Silva,1990-05-21,Portugal,Portugal,29.0,F,Centre Striker,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,305715.0,João Teixeira,João Carlos,Vilaça Teixeira,1993-01-18,Portugal,Portugal,20.0,M,Left/Centre/Right Attacking Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,189078.0,John Obi Mikel,Mikel John,Obi,1987-04-22,Nigeria,Nigeria,13.0,M,Centre Central Midfielder,20,515.0,36.0,1.0,467.0,2.0,32.0,82.0,982.0,4.0,17.0,20.0,22.0,93.0,64.0,8.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,9.0,7.0,3.0,,,1.0,,110.0,120.0,,3.0,3.0,11.0,2.0,,,16.0,5.0,73.0,88.0,3.0,8.0,6.0,152.0,104.0,28.0,362.0,15.0,18.0,16.0,2.0,,,,19.0,33.0,7.0,28.0,322.0,180.0,144.0,6.0,6.0,1323.0,2.0,4.0,4.0,2.0,4.0,113.0,109.0,25.0,2.0,162.0,140.0,58.0,59.0,295.0,6.0,159.0,8.0,554.0,62.0,30.0,10.0,,,210.0,1.0,535.0,17.0,33.0,111.0,1089.0,11.0,5.0,36.0,4.0,1262.0,14.0,14.0,23.0,11.0,2.0,30.0,4.0,,,,,,,2.0,3.0,1.0,9.0,1.0,,,,1.0,,1.0,,9.0,,,,,,,,,,,,1.0,3.0,9.0,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,15047.0,Daniel Johnson,Daniel,Johnson,1992-10-08,Jamaica,Jamaica,11.0,M,Left/Centre Central Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,314643.0,Sam Johnstone,Sam,Johnstone,1993-03-25,England,England,,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
