id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
13813,289420.0,Kevin Wimmer,Kevin,Wimmer,1992-11-15,Austria,Austria,6.0,D,Centre Central Defender,54,115.0,7.0,,,,69.0,1.0,,13.0,184.0,,,7.0,3.0,8.0,5.0,2.0,27.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,,,,2.0,3.0,,,,,1.0,,1.0,2.0,8.0,13.0,2.0,13.0,9.0,,2.0,30.0,0.0,1.0,4.0,102.0,4.0,,4.0,3.0,1.0,,,,,,,9.0,16.0,,4.0,1.0,4.0,31.0,50.0,28.0,1.0,3.0,356.0,,1.0,,218.0,1.0,,49.0,4.0,8.0,,46.0,46.0,,5.0,3.0,,3.0,76.0,,,,,20.0,178.0,1.0,1.0,124.0,23.0,13.0,1.0,1.0,1.0,40597.11181640625,,36.0,,102.0,10.0,,34.0,,225.0,,,1.0,1.0,3.0,,9.0,264.0,,,,1.0,2.0,1.0,,2.0,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,90987.0,Harry Winks,Harry,Winks,1996-02-02,England,England,8.0,M,Centre Central Midfielder,54,144.0,8.0,,,1.0,186.0,3.0,13.0,26.0,330.0,,1.0,,4.0,1.0,21.0,4.0,35.0,15.0,7.0,2.0,,,,0.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,5.0,,,,,1.0,1.0,1.0,1.0,,1.0,3.0,4.0,,1.0,,1.0,1.0,,,1.0,,,66.0,36.0,1.0,,1.0,2.0,16.0,2.0,8.0,,2.0,2.0,4.0,5.0,4.0,27.0,32.0,2.0,6.0,1.0,,,44.0,0.0,2.0,10.0,95.0,3.0,1.0,6.0,6.0,,1.0,1.0,1.0,,,1.0,1.0,15.0,,5.0,1.0,5.0,94.0,29.0,26.0,3.0,1.0,477.0,4.0,4.0,2.0,359.0,2.0,2.0,41.0,60.0,12.0,1.0,53.0,53.0,3.0,16.0,17.0,,16.0,111.0,,,,2.0,102.0,324.0,11.0,8.0,156.0,15.0,6.0,12.0,7.0,6.0,68232.44029235843,,120.0,2.0,217.0,3.0,13.0,33.0,,366.0,,6.0,1.0,18.0,10.0,1.0,,451.0,6.0,1.0,1.0,10.0,14.0,11.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,304719.0,Andre Wisdom,Andre,Wisdom,1993-05-09,England,England,,D,Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,142952.0,Philipp Wollscheid,Philipp,Wollscheid,1989-03-06,Germany,Germany,2.0,D,Centre Central Defender,54,57.0,1.0,,,,21.0,5.0,,7.0,78.0,,,,6.0,6.0,2.0,0.0,17.0,7.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,9.0,,,,2.0,3.0,,1.0,,,,,1.0,1.0,10.0,13.0,2.0,7.0,4.0,,,12.0,12.0,,1.0,46.0,2.0,,5.0,5.0,,,,,,,,5.0,8.0,,4.0,,4.0,19.0,30.0,17.0,1.0,3.0,180.0,,,,95.0,1.0,,18.0,,3.0,1.0,25.0,24.0,,6.0,3.0,,3.0,30.0,,,,1.0,2.0,75.0,1.0,,62.0,10.0,8.0,2.0,,,19878.6103515625,,12.0,,37.0,10.0,,19.0,1.0,99.0,,1.0,,,4.0,1.0,,128.0,2.0,1.0,1.0,2.0,,1.0,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14758,315652.0,Ben Woodburn,Ben,Woodburn,1999-10-15,Wales,Wales,,M,Left/Centre/Right Winger,54,13.0,,1.0,1.0,1.0,17.0,,6.0,,29.0,,,,3.0,1.0,5.0,1.0,5.0,4.0,0.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,2.0,,,,,,,10.0,6.0,,,,,2.0,2.0,,,2.0,2.0,1.0,4.0,,12.0,7.0,,,,,,3.0,,,2.0,5.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,5.0,,,1.0,,83.0,0.0,,,29.0,,1.0,8.0,2.0,5.0,,17.0,17.0,,1.0,5.0,,2.0,12.0,,,,,10.0,26.0,1.0,0.0,14.0,,,4.0,5.0,3.0,12049.554168701174,,12.0,3.0,23.0,,6.0,,,32.0,,2.0,1.0,4.0,4.0,,,56.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,58296.0,Jonathan Woodgate,Jonathan,Woodgate,1980-01-22,England,England,39.0,D,Centre Central Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15285,153006.0,Matthew Worthington,Matthew,Worthington,1997-12-18,England,England,7.0,M,Midfielder,54,3.0,,,,,4.0,,,,7.0,,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,1.0,1.0,1.0,,,,,,2.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,2.0,3.0,1.0,,,16.0,,,,10.0,,,4.0,2.0,,,4.0,4.0,,,,,0.0,,,,,,2.0,7.0,0.0,,3.0,1.0,,,,,2664.2705078125,,4.0,,7.0,,,1.0,,10.0,,,,1.0,,,,11.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,25111.0,Richard Wright,Richard,Wright,1977-11-05,England,England,,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14151,139447.0,Ben Wynter,Ben,Wynter,1997-12-11,England,England,2.0,D,Defender,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12136,26145.0,Granit Xhaka,Granit,Xhaka,1992-09-27,Switzerland,Switzerland,34.0,M,Centre Central Midfielder,54,727.0,176.0,5.0,1.0,3.0,1333.0,3.0,67.0,182.0,2055.0,,5.0,11.0,25.0,33.0,32.0,20.0,195.0,112.0,30.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,7.0,34.0,,3.0,6.0,1.0,2.0,5.0,7.0,17.0,,6.0,32.0,28.0,,,,,1.0,,,4.0,,3.0,308.0,215.0,3.0,,,3.0,41.0,8.0,41.0,7.0,21.0,4.0,4.0,22.0,5.0,130.0,148.0,3.0,32.0,19.0,2.0,1.0,398.0,12.0,3.0,37.0,656.0,28.0,2.0,31.0,30.0,1.0,2.0,2.0,2.0,2.0,,2.0,19.0,118.0,,38.0,3.0,38.0,623.0,326.0,242.0,7.0,4.0,2486.0,16.0,18.0,9.0,2263.0,5.0,1.0,356.0,237.0,102.0,8.0,330.0,329.0,15.0,76.0,124.0,,41.0,711.0,2.0,1.0,,17.0,623.0,2024.0,26.0,35.0,776.0,262.0,33.0,26.0,26.0,10.0,303820.2048339844,,749.0,8.0,1548.0,19.0,67.0,263.0,1.0,2298.0,2.0,34.0,5.0,4.0,77.0,14.0,12.0,2681.0,13.0,20.0,20.0,19.0,20.0,19.0,7.0,55.0,5.0,,1.0,,1.0,4.0,,,1.0,,2.0,,,,,2.0,1.0,,,,2.0,,,16.0,,,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,138635.0,Claudio Yacob,Claudio,Yacob,1987-07-18,Argentina,Argentina,24.0,M,Centre Defensive Midfielder,54,407.0,34.0,1.0,1.0,1.0,363.0,11.0,11.0,51.0,769.0,,,1.0,30.0,46.0,33.0,24.0,204.0,155.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,1.0,,2.0,2.0,2.0,6.0,,0.0,8.0,3.0,,,0.0,8.0,,,,0.0,,,128.0,176.0,,1.0,,3.0,41.0,2.0,45.0,4.0,,1.0,1.0,13.0,9.0,126.0,177.0,3.0,56.0,31.0,,,122.0,40.0,1.0,39.0,279.0,27.0,,36.0,34.0,2.0,,,,,,1.0,32.0,136.0,,54.0,9.0,54.0,235.0,151.0,102.0,13.0,14.0,2417.0,,6.0,0.0,927.0,18.0,1.0,90.0,88.0,10.0,2.0,203.0,201.0,4.0,77.0,95.0,,41.0,291.0,,,,7.0,108.0,763.0,30.0,6.0,455.0,76.0,58.0,5.0,2.0,2.0,286166.2838745117,,177.0,5.0,480.0,31.0,11.0,98.0,,933.0,,9.0,6.0,6.0,94.0,,1.0,1308.0,2.0,18.0,18.0,34.0,11.0,4.0,,65.0,9.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,312091.0,DeAndre Yedlin,DeAndre,Yedlin,1993-07-09,United States,United States,2.0,D,Right Full Back,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,313297.0,Maya Yoshida,Maya,Yoshida,1988-08-24,Japan,Japan,22.0,D,Centre Central Defender,54,718.0,20.0,1.0,1.0,1.0,251.0,10.0,1.0,44.0,968.0,,,13.0,56.0,75.0,23.0,8.0,153.0,121.0,4.0,11.0,,,1.0,,,,,,,1.0,,5.0,10.0,2.0,1.0,6.0,6.0,1.0,,1.0,,2.0,1.0,,2.0,1.0,,,,,,2.0,,,1.0,2.0,6.0,,,5.0,,1.0,70.0,143.0,,1.0,1.0,5.0,15.0,2.0,2.0,7.0,,5.0,3.0,4.0,5.0,80.0,125.0,5.0,143.0,80.0,,,77.0,5.0,2.0,18.0,458.0,23.0,1.0,32.0,28.0,4.0,1.0,,,,,1.0,81.0,119.0,,47.0,7.0,47.0,295.0,191.0,113.0,11.0,14.0,2070.0,2.0,2.0,7.0,1106.0,14.0,,116.0,76.0,14.0,2.0,187.0,186.0,2.0,104.0,37.0,,15.0,303.0,,1.0,,6.0,63.0,952.0,10.0,4.0,781.0,56.0,144.0,3.0,8.0,8.0,204830.1533203125,,112.0,3.0,353.0,62.0,1.0,123.0,1.0,1126.0,,15.0,,,30.0,,13.0,1468.0,27.0,12.0,12.0,20.0,7.0,1.0,4.0,21.0,2.0,,,5.0,10.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,94798.0,Ashley Young,Ashley,Young,1985-07-09,England,England,18.0,D,Left/Right Wing Back,54,148.0,15.0,6.0,4.0,,215.0,4.0,4.0,18.0,357.0,,,60.0,5.0,3.0,12.0,6.0,36.0,31.0,8.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,1.0,,,3.0,,,3.0,4.0,,,,4.0,,,,,,,91.0,73.0,1.0,,,6.0,19.0,2.0,7.0,2.0,8.0,19.0,10.0,6.0,5.0,36.0,47.0,6.0,23.0,5.0,,,56.0,0.0,3.0,9.0,138.0,8.0,,6.0,5.0,1.0,,1.0,1.0,1.0,,,6.0,11.0,,16.0,0.0,16.0,89.0,59.0,30.0,1.0,4.0,756.0,4.0,7.0,,414.0,2.0,4.0,121.0,75.0,37.0,1.0,144.0,142.0,7.0,38.0,28.0,,19.0,111.0,,,,3.0,103.0,345.0,6.0,11.0,161.0,38.0,25.0,20.0,38.0,32.0,84783.33926391602,,144.0,1.0,306.0,19.0,4.0,49.0,1.0,429.0,,5.0,3.0,4.0,18.0,1.0,64.0,675.0,13.0,12.0,12.0,15.0,6.0,11.0,5.0,15.0,2.0,,,,1.0,2.0,,,,,2.0,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,47197.0,Pablo Zabaleta,Pablo,Zabaleta,1985-01-16,Argentina,Argentina,5.0,D,Right Full Back,54,186.0,14.0,2.0,2.0,,291.0,5.0,1.0,16.0,475.0,,,106.0,16.0,24.0,20.0,10.0,54.0,34.0,10.0,1.0,,3.0,,2.0,,,,,,1.0,,,,2.0,1.0,1.0,1.0,,1.0,4.0,,,,,2.0,,1.0,1.0,,,2.0,6.0,,1.0,,3.0,,,,,,1.0,107.0,54.0,,,1.0,5.0,26.0,3.0,13.0,2.0,,12.0,3.0,5.0,4.0,51.0,88.0,5.0,40.0,29.0,,,95.0,6.0,2.0,14.0,193.0,11.0,1.0,18.0,16.0,2.0,1.0,1.0,1.0,1.0,,,29.0,53.0,,24.0,2.0,24.0,216.0,68.0,35.0,4.0,6.0,1059.0,6.0,5.0,2.0,562.0,,2.0,4.0,207.0,22.0,1.0,153.0,151.0,3.0,30.0,21.0,,26.0,57.0,,,,2.0,166.0,464.0,14.0,11.0,208.0,29.0,42.0,13.0,15.0,15.0,127685.32482910156,,216.0,2.0,380.0,20.0,1.0,42.0,5.0,573.0,,7.0,3.0,9.0,41.0,,123.0,898.0,13.0,8.0,8.0,15.0,12.0,8.0,6.0,26.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
4539,13935.0,Wilfried Zaha,Wilfried,Zaha,1992-11-10,Cote D’Ivoire,Cote D’Ivoire,11.0,F,Left/Centre/Right Winger,54,176.0,15.0,25.0,25.0,7.0,405.0,,38.0,17.0,556.0,3.0,2.0,14.0,24.0,13.0,35.0,24.0,287.0,171.0,29.0,19.0,6.0,10.0,1.0,,,,1.0,1.0,3.0,1.0,,2.0,4.0,13.0,7.0,10.0,10.0,2.0,2.0,10.0,,8.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,8.0,41.0,1.0,5.0,8.0,34.0,5.0,1.0,,3.0,3.0,3.0,186.0,197.0,8.0,6.0,4.0,8.0,60.0,15.0,42.0,4.0,1.0,79.0,26.0,128.0,5.0,356.0,351.0,8.0,10.0,1.0,,,61.0,47.0,53.0,55.0,180.0,34.0,7.0,56.0,45.0,11.0,6.0,9.0,8.0,9.0,,2.0,2.0,25.0,2.0,34.0,2.0,34.0,171.0,34.0,18.0,19.0,6.0,3025.0,12.0,26.0,18.0,679.0,0.0,30.0,114.0,144.0,111.0,2.0,610.0,609.0,25.0,90.0,82.0,2.0,60.0,159.0,,,,16.0,251.0,539.0,34.0,39.0,210.0,24.0,11.0,254.0,105.0,105.0,294881.13679504395,,334.0,16.0,591.0,13.0,40.0,36.0,6.0,696.0,5.0,49.0,7.0,1.0,76.0,4.0,15.0,1731.0,153.0,115.0,115.0,121.0,11.0,143.0,40.0,55.0,8.0,,,1.0,1.0,,,,,,,1.0,,,,,,3.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
3338,132978.0,Mauro Zárate,Mauro,Zárate,1987-03-18,Argentina,Argentina,19.0,F,Centre Striker,54,19.0,1.0,1.0,1.0,2.0,42.0,,2.0,1.0,60.0,,,,1.0,2.0,3.0,1.0,16.0,19.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,4.0,,,2.0,6.0,6.0,,,3.0,7.0,,1.0,1.0,1.0,,,23.0,10.0,,,,,4.0,4.0,5.0,,1.0,2.0,1.0,9.0,1.0,20.0,14.0,,0.0,,,,5.0,,3.0,1.0,9.0,3.0,,3.0,3.0,,,,,,,,,5.0,,1.0,,1.0,13.0,3.0,3.0,1.0,,206.0,4.0,,3.0,63.0,,,15.0,4.0,6.0,1.0,31.0,31.0,3.0,2.0,5.0,,4.0,22.0,,,,1.0,20.0,56.0,2.0,4.0,21.0,1.0,0.0,9.0,5.0,4.0,23012.4208984375,,23.0,3.0,51.0,0.0,2.0,1.0,,67.0,,8.0,3.0,,0.0,,,118.0,5.0,6.0,6.0,7.0,1.0,5.0,,0.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16719,135953.0,Simone Zaza,Simone,Zaza,1991-06-25,Italy,Italy,11.0,F,Centre Striker,54,27.0,,1.0,1.0,6.0,47.0,,19.0,2.0,73.0,,,1.0,21.0,20.0,8.0,4.0,47.0,23.0,8.0,7.0,1.0,2.0,,2.0,2.0,1.0,,,,,,1.0,1.0,5.0,,4.0,2.0,,2.0,11.0,,1.0,,,3.0,3.0,2.0,3.0,,,5.0,11.0,,,,2.0,2.0,,,1.0,,1.0,32.0,12.0,,,,,9.0,7.0,4.0,,,4.0,,6.0,1.0,44.0,34.0,,2.0,1.0,,,12.0,27.0,1.0,11.0,19.0,5.0,,14.0,13.0,1.0,,,,,,,1.0,26.0,,3.0,,3.0,37.0,4.0,2.0,5.0,1.0,460.0,4.0,4.0,2.0,93.0,0.0,,9.0,14.0,5.0,2.0,56.0,56.0,3.0,,9.0,,9.0,17.0,,1.0,1.0,7.0,26.0,61.0,6.0,8.0,31.0,,2.0,5.0,4.0,4.0,41545.7490234375,1.0,46.0,19.0,78.0,,25.0,2.0,5.0,105.0,,16.0,4.0,3.0,5.0,,1.0,180.0,23.0,12.0,12.0,6.0,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,157555.0,Gedion Zelalem,Gedion,Zelalem,1997-01-26,Germany,United States,24.0,M,Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,277928.0,Ron-Robert Zieler,Ron-Robert,Zieler,1989-02-12,Germany,Germany,16.0,G,Goalkeeper,54,47.0,2.0,,,,51.0,40.0,,70.0,98.0,,,,1.0,1.0,9.0,,65.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,10.0,,,,78.0,2.0,,,241.0,8.0,,16.0,15.0,1.0,,,,,,,,0.0,,,,,13.0,200.0,51.0,5.0,5.0,753.0,,,,126.0,,,26.0,38.0,4.0,,171.0,171.0,,9.0,,,1.0,15.0,,,,,19.0,54.0,,,69.0,3.0,10.0,,,,40590.65625,,78.0,,200.0,131.0,,239.0,,269.0,,,,1.0,,,,318.0,,0.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,13.0,,,6.0,9.0,1.0,77.0,7.0,49.0,13.0,,4.0,11.0,7.0,18.0,4.0,,6.0,5.0,,,,,,,,,,,,,,,,,,
19620,34626.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,1996-12-15,Ukraine,Ukraine,25.0,M,Centre Attacking Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
