id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goals,goal_assist,yellow_card,own_goals,red_card
1193,110749.0,Kasey Keller,Kasey,Keller,1969-11-29,United States,United States,18.0,G,Goalkeeper,12,38.0,8.0,6.0,19.0,13.0,,,,,
469,2576.0,Alan Kelly,Alan,Kelly,1968-08-11,Ireland,Ireland,,G,Goalkeeper,12,,,,,,,,,,
524,2822.0,Jeff Kenna,Jeff,Kenna,1970-08-27,Ireland,Ireland,,D,Defender,12,17.0,5.0,6.0,3.0,8.0,2.0,,1.0,,
916,27849.0,Mark Kennedy,Mark,Kennedy,1976-05-15,Ireland,Ireland,39.0,D,Defender,12,31.0,4.0,11.0,16.0,4.0,2.0,5.0,1.0,,
2560,3365.0,Darren Kenton,Darren,Kenton,1978-09-13,England,England,22.0,D,Defender,12,7.0,0.0,1.0,5.0,1.0,,,,,
2477,129198.0,Andy Keogh,Andy,Keogh,1986-05-16,Ireland,Ireland,9.0,F,Striker,12,,,,,,,,,,
14,110016.0,Martin Keown,Martin,Keown,1966-07-24,England,England,,D,Centre Central Defender,12,10.0,1.0,4.0,,6.0,,,1.0,,
1958,2485.0,Brian Kerr,Brian,Kerr,1981-10-12,Scotland,Scotland,,M,Midfielder,12,,,,,,,,,,
1249,11879.0,Kevin Davies,Kevin,Davies,1977-03-26,England,England,9.0,F,Centre Striker,12,38.0,9.0,11.0,13.0,14.0,9.0,9.0,9.0,,
1049,99163.0,Harry Kewell,Harry,Kewell,1978-09-22,Australia,Australia,99.0,M,Left/Right Winger,12,36.0,11.0,11.0,9.0,16.0,7.0,3.0,6.0,,
1848,5145.0,Dean Kiely,Dean,Kiely,1970-10-10,Ireland,Ireland,40.0,G,Goalkeeper,12,37.0,10.0,11.0,12.0,14.0,,1.0,,,
2579,50106.0,Michael Kightly,Michael,Kightly,1986-01-24,England,England,7.0,M,Left Winger,12,,,,,,,,,,
1757,178305.0,Kevin Kilbane,Kevin,Kilbane,1977-02-01,Ireland,Ireland,26.0,M,Midfielder,12,30.0,7.0,10.0,12.0,8.0,3.0,1.0,1.0,,
2260,294044.0,Matthew Kilgallon,Matthew,Kilgallon,1984-01-08,England,England,,D,Centre Central Defender,12,8.0,1.0,3.0,5.0,,2.0,,,,
2427,129196.0,Neil Kilkenny,Neil,Kilkenny,1985-12-19,England,Australia,88.0,M,Defensive Midfielder,12,,,,,,,,,,
1627,2004.0,Ledley King,Ledley,King,1980-10-12,England,England,26.0,D,Centre Central Defender,12,29.0,5.0,4.0,15.0,10.0,1.0,4.0,1.0,,
1520,2808.0,Mark Kinsella,Mark,Kinsella,1972-08-12,Ireland,Ireland,,M,Midfielder,12,2.0,0.0,1.0,1.0,,,,,,
1359,30706.0,Chris Kirkland,Chris,Kirkland,1981-05-02,England,England,0.0,G,Goalkeeper,12,6.0,1.0,3.0,1.0,2.0,,,1.0,,
2189,2835.0,Jovan Kirovski,Jovan,Kirovski,1976-03-18,United States,United States,,M,Midfielder,12,6.0,0.0,1.0,3.0,2.0,,,,,
1850,26684.0,Radostin Kishishev,Radostin,Kishishev,1974-07-30,Bulgaria,Bulgaria,25.0,M,Midfielder,12,33.0,8.0,9.0,11.0,13.0,,,4.0,,
2055,2636.0,Joel Kitamirike,Joel,Kitamirike,1984-04-05,Uganda,Uganda,33.0,D,Defender,12,,,,,,,,,,
2519,3296.0,Kléberson,José,Kléberson Pereira,1979-06-19,Brazil,Brazil,,M,Midfielder,12,12.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,,
1864,2338.0,Sebastian Kneißl,Sebastian,Kneißl,1983-01-13,Germany,Germany,37.0,M,Midfielder,12,,,,,,,,,,
2075,16835.0,Zat Knight,Zat,Knight,1980-05-02,England,England,24.0,D,Centre Central Defender,12,31.0,12.0,7.0,13.0,11.0,,1.0,4.0,1.0,
2002,32441.0,Kolo Touré,Kolo,Touré,1981-03-19,,,2.0,D,Centre Central Defender,12,37.0,14.0,12.0,,25.0,1.0,1.0,4.0,,
1515,91545.0,Paul Konchesky,Paul,Konchesky,1981-05-15,England,England,,D,Left Full Back,12,33.0,5.0,7.0,14.0,12.0,,3.0,7.0,,
800,143319.0,Frank Lampard,Frank,Lampard,1978-06-20,England,England,8.0,M,Attacking Midfielder,12,38.0,19.0,7.0,7.0,24.0,10.0,5.0,3.0,,
1831,174445.0,Lauren,Laureano,Bisan Etame-Mayer,1977-01-19,Cameroon,Cameroon,4.0,D,Defender,12,32.0,10.0,9.0,,23.0,,1.0,5.0,1.0,
2205,3175.0,Florent Laville,Florent,Laville,1973-08-07,France,France,,D,Defender,12,5.0,1.0,2.0,2.0,1.0,,,1.0,,
1114,2841.0,Stan Lazaridis,Stan,Lazaridis,1972-08-16,Australia,Australia,11.0,M,Midfielder,12,30.0,5.0,12.0,10.0,8.0,2.0,5.0,,,
70,110013.0,Graeme Le Saux,Graeme,Le Saux,1968-10-17,England,England,,D,Defender,12,19.0,7.0,7.0,6.0,6.0,,1.0,4.0,,
2174,2813.0,Mika Ääritalo,Mika,Ääritalo,1985-07-25,Finland,Finland,,F,Forward,12,,,,,,,,,,
2358,99131.0,Milenko Acimovic,Milenko,Acimovic,1977-02-15,Slovenia,Slovenia,30.0,M,Centre Attacking Midfielder,12,,,,,,,,,,
1956,2483.0,Clarence Acuna,Clarence,Acuna,1975-02-08,Chile,Chile,,M,Midfielder,12,,,,,,,,,,
1447,2370.0,Niclas Alexandersson,Niclas,Alexandersson,1971-12-29,Sweden,Sweden,,M,Midfielder,12,,,,,,,,,,
1656,4698.0,Jérémie Aliadière,Jérémie,Aliadière,1983-03-30,France,France,10.0,F,Forward,12,10.0,0.0,4.0,,6.0,,,1.0,,
1704,28928.0,Shaun Allaway,Shaun,Allaway,1983-02-16,England,England,,G,Goalkeeper,12,,,,,,,,,,
2175,2814.0,Marcus Allbäck,Marcus,Allbäck,1973-07-05,Sweden,Sweden,,F,Forward,12,15.0,0.0,3.0,7.0,5.0,1.0,,,,
2283,57973.0,Alou Diarra,Alou,Diarra,1981-07-15,France,France,12.0,M,Centre Defensive Midfielder,12,,,,,,,,,,
1839,2303.0,Özalan Alpay,Özalan,Alpay,1973-05-29,Turkey,Turkey,,D,Defender,12,6.0,0.0,1.0,3.0,2.0,1.0,,,,
2093,19031.0,Darren Ambrose,Darren,Ambrose,1984-02-29,England,England,28.0,M,Centre/Right Central Midfielder,12,24.0,0.0,8.0,5.0,11.0,2.0,2.0,3.0,,
1680,278374.0,Gabriele Ambrosetti,Gabriele,Ambrosetti,1973-08-07,Italy,Italy,24.0,M,Midfielder,12,,,,,,,,,,
2449,3193.0,Marco Ambrosio,Marco,Ambrosio,1973-05-30,Italy,Italy,,G,Goalkeeper,12,8.0,4.0,2.0,2.0,4.0,,,,,
2547,29889.0,Amdy Faye,Amdy,Faye,1977-03-12,Senegal,Senegal,,M,Midfielder,12,27.0,6.0,9.0,10.0,8.0,,,7.0,,
2422,177657.0,Ryan Amoo,Ryan,Amoo,1983-10-11,England,England,,M,Midfielder,12,,,,,,,,,,
2430,3161.0,Lorenzo Amoruso,Lorenzo,Amoruso,1971-06-28,Italy,Italy,23.0,D,Defender,12,12.0,2.0,2.0,4.0,6.0,3.0,,3.0,,
2215,17562.0,Stephan Andersen,Stephan,Andersen,1981-11-26,Denmark,Denmark,1.0,G,Goalkeeper,12,,,,,,,,,,
566,3471.0,Darren Anderton,Darren,Anderton,1972-03-03,England,England,,M,Midfielder,12,20.0,3.0,4.0,9.0,7.0,1.0,4.0,4.0,,
1808,3165.0,Martin Andresen,Martin,Andresen,1977-02-02,Norway,Norway,,M,Midfielder,12,11.0,2.0,2.0,4.0,5.0,,,3.0,,
2584,14849.0,Keith Andrews,Keith,Andrews,1980-09-13,Ireland,Ireland,21.0,M,Central Midfielder,12,1.0,0.0,1.0,,,,,,,
1135,6786.0,Nicolas Anelka,Nicolas,Anelka,1979-03-14,France,France,39.0,F,Centre Striker,12,32.0,4.0,13.0,13.0,6.0,16.0,4.0,1.0,,1.0
1843,2308.0,Juan Pablo Ángel,Juan Pablo,Ángel,1975-10-24,Colombia,Colombia,9.0,F,Forward,12,33.0,5.0,9.0,11.0,13.0,16.0,,3.0,,
1771,12053.0,Anthony Gardner,Anthony,Gardner,1980-09-19,England,England,4.0,D,Centre Central Defender,12,33.0,8.0,5.0,18.0,10.0,,,8.0,1.0,
2264,2929.0,Patrik Anttonen,Patrik,Anttonen,1980-03-06,Sweden,Sweden,,M,Midfielder,12,,,,,,,,,,
2291,2956.0,Arni Gauter Arason,Arni Gauter,Arason,1975-05-07,Iceland,Iceland,,G,Goalkeeper,12,,,,,,,,,,
2257,2919.0,Armando Sá,Armando Miguel,Correira de Sá,1975-09-16,Mozambique,Mozambique,,D,Defender,12,,,,,,,,,,
1415,2420.0,Pegguy Arphexad,Pegguy,Arphexad,1973-05-18,France,France,,G,Goalkeeper,12,,,,,,,,,,
2220,27237.0,Nathan Ashton,Nathan,Ashton,1987-01-30,England,England,,D,Defender,12,,,,,,,,,,
2442,3178.0,Ibrahim Ba,Ibrahim,Ba,1973-01-12,France,France,,M,Midfielder,12,9.0,0.0,2.0,5.0,2.0,,,,,
1145,3643.0,Celestine Babayaro,Celestine,Babayaro,1978-08-29,Nigeria,Nigeria,33.0,D,Defender,12,6.0,2.0,2.0,,4.0,1.0,2.0,,,
1920,3160.0,Markus Babbel,Markus,Babbel,1972-09-08,Germany,Germany,,D,Defender,12,25.0,5.0,6.0,11.0,8.0,3.0,3.0,2.0,,
2129,124100.0,Chris Baird,Chris,Baird,1982-02-25,Northern Ireland,Northern Ireland,22.0,D,Defender,12,4.0,0.0,,3.0,1.0,,,1.0,,
1706,173401.0,Eirik Bakke,Eirik,Bakke,1977-09-13,Norway,Norway,17.0,M,Midfielder,12,10.0,0.0,3.0,5.0,2.0,1.0,,2.0,,
2014,173535.0,Bosko Balaban,Bosko,Balaban,1978-10-15,Croatia,Croatia,9.0,F,Left/Centre Second Striker,12,,,,,,,,,,
2517,51275.0,Phil Bardsley,Phil,Bardsley,1985-06-28,Scotland,Scotland,26.0,D,Right Full Back,12,,,,,,,,,,
569,96110.0,Nick Barmby,Nick,Barmby,1974-02-11,England,England,18.0,M,Centre Central Midfielder,12,6.0,0.0,,6.0,,,,,,
2361,91199.0,Lee Barnard,Lee,Barnard,1984-07-18,England,England,,F,Forward,12,,,,,,,,,,
104,28003.0,Anthony Barness,Anthony,Barness,1973-02-25,England,England,,D,Defender,12,15.0,1.0,4.0,4.0,7.0,,,,,
2111,34396.0,Milan Baros,Milan,Baros,1981-10-28,Czech Republic,Czech Republic,27.0,F,Forward,12,13.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,,
1499,1809.0,Graham Barrett,Graham,Barrett,1981-10-06,Ireland,Ireland,,F,Forward,12,,,,,,,,,,
2428,3157.0,Andrew Barrowman,Andrew,Barrowman,1984-11-27,Scotland,Scotland,,F,Forward,12,1.0,0.0,,1.0,,,,,,
1308,52234.0,Gareth Barry,Gareth,Barry,1981-02-23,England,England,18.0,M,Centre Central Midfielder,12,36.0,10.0,11.0,11.0,14.0,3.0,8.0,3.0,,1.0
2433,9977.0,Barry Ferguson,Barry,Ferguson,1978-02-02,Scotland,Scotland,16.0,M,Central Midfielder,12,15.0,2.0,1.0,9.0,5.0,1.0,1.0,3.0,,
509,2631.0,Chris Bart-Williams,Chris,Bart-Williams,1974-06-16,England,England,,M,Midfielder,12,,,,,,,,,,
1940,278804.0,Fabien Barthez,Fabien,Barthez,1971-06-28,France,France,16.0,G,Goalkeeper,12,,,,,,,,,,
1854,2327.0,Shaun Bartlett,Shaun,Bartlett,1972-10-31,South Africa,South Africa,17.0,F,Forward,12,19.0,1.0,5.0,8.0,6.0,5.0,,1.0,,
2303,42211.0,Joey Barton,Joey,Barton,1982-09-02,England,England,19.0,M,Centre Central Midfielder,12,28.0,4.0,9.0,12.0,7.0,1.0,2.0,9.0,,
2527,14693.0,Matthew Bates,Matthew,Bates,1986-12-10,England,England,26.0,D,Centre Central Defender,12,,,,,,,,,,
243,234.0,David Batty,David,Batty,1968-12-02,England,England,,M,Midfielder,12,12.0,2.0,4.0,5.0,3.0,,1.0,5.0,,
1005,9736.0,James Beattie,James,Beattie,1978-02-27,England,England,21.0,F,Centre Striker,12,37.0,10.0,11.0,14.0,12.0,14.0,6.0,3.0,,
2537,282076.0,Asmir Begovic,Asmir,Begovic,1987-06-20,Bosnia & Herzegovina,Bosnia & Herzegovina,15.0,G,Goalkeeper,12,,,,,,,,,,
1869,6618.0,Craig Bellamy,Craig,Bellamy,1979-07-13,Wales,Wales,39.0,F,Left/Centre/Right Striker,12,16.0,3.0,9.0,3.0,4.0,4.0,,2.0,,
2140,8146.0,David Bellion,David,Bellion,1982-11-27,France,France,11.0,F,Centre Second Striker,12,14.0,1.0,1.0,5.0,8.0,2.0,1.0,,,
523,503.0,Francis Benali,Francis,Benali,1968-12-30,England,England,,D,Defender,12,,,,,,,,,,
1917,97622.0,Trevor Benjamin,Trevor,Benjamin,1979-02-08,Jamaica,Jamaica,,F,Forward,12,4.0,0.0,1.0,1.0,2.0,,,,,
2176,11106.0,Ian Bennett,Ian,Bennett,1971-10-10,England,England,13.0,G,Goalkeeper,12,6.0,2.0,2.0,4.0,,,,,,
1382,30144.0,Marcus Bent,Marcus,Bent,1978-05-19,England,England,37.0,F,Forward,12,33.0,5.0,12.0,15.0,6.0,9.0,3.0,3.0,,
2009,179093.0,David Bentley,David,Bentley,1984-08-27,England,England,8.0,M,Left/Centre/Right Attacking Midfielder,12,1.0,0.0,1.0,,,,,,,
1205,174701.0,Patrik Berger,Patrik,Berger,1973-11-10,Czech Republic,Czech Republic,8.0,M,Left/Right Winger,12,20.0,5.0,5.0,9.0,6.0,5.0,5.0,3.0,,1.0
991,1107.0,Dennis Bergkamp,Dennis,Bergkamp,1969-05-10,Netherlands,Netherlands,10.0,F,Forward,12,28.0,2.0,10.0,,18.0,4.0,7.0,2.0,,
1247,3347.0,Eyal Berkovic,Eyal,Berkovic,1972-04-02,Israel,Israel,10.0,M,Midfielder,12,15.0,0.0,4.0,7.0,4.0,1.0,1.0,2.0,,
1955,2482.0,Olivier Bernard,Olivier,Bernard,1979-10-14,France,France,34.0,D,Defender,12,35.0,11.0,16.0,6.0,13.0,1.0,3.0,4.0,,
1456,29146.0,Scott Bevan,Scott,Bevan,1979-09-19,England,England,1.0,G,Goalkeeper,12,,,,,,,,,,
1661,2057.0,Jonathan Bewers,Jonathan,Bewers,1982-09-10,England,England,,D,Defender,12,,,,,,,,,,
2420,19590.0,Adam Birchall,Adam,Birchall,1984-12-02,Wales,Wales,,F,Forward,12,,,,,,,,,,
1921,98909.0,Igor Biscan,Igor,Biscan,1978-05-04,Croatia,Croatia,22.0,D,Centre Central Defender,12,29.0,9.0,7.0,9.0,13.0,,,4.0,,
2297,173412.0,Mikkel Bischoff,Mikkel,Bischoff,1982-02-03,Denmark,Denmark,24.0,D,Defender,12,,,,,,,,,,
2564,39484.0,Dexter Blackstock,Dexter,Blackstock,1986-05-20,Antigua & Barbuda,Antigua & Barbuda,20.0,F,Centre Striker,12,,,,,,,,,,
745,3409.0,Nathan Blake,Nathan,Blake,1972-01-27,Wales,Wales,,F,Forward,12,13.0,3.0,4.0,7.0,2.0,1.0,2.0,3.0,,
2328,3010.0,Alan Blayney,Alan,Blayney,1981-10-09,Northern Ireland,Northern Ireland,,G,Goalkeeper,12,2.0,0.0,1.0,1.0,,,,,,
2356,98820.0,Jonathan Blondel,Jonathan,Blondel,1984-04-03,Belgium,Belgium,11.0,M,Left/Right Winger,12,1.0,0.0,,1.0,,,,1.0,,
1361,177168.0,George Boateng,George,Boateng,1975-09-05,Netherlands,Netherlands,6.0,M,Midfielder,12,35.0,13.0,9.0,15.0,11.0,,2.0,6.0,,
2421,48404.0,Bobby Olejnik,Robert,Olejnik,1986-11-26,Austria,Austria,12.0,G,Goalkeeper,12,,,,,,,,,,
2463,102820.0,Carlos Bocanegra,Carlos,Bocanegra,1979-05-25,United States,United States,2.0,D,Left Full Back,12,15.0,6.0,5.0,6.0,4.0,,,2.0,,1.0
1857,2331.0,Winston Bogarde,Winston,Bogarde,1970-10-22,Netherlands,Netherlands,,D,Defender,12,,,,,,,,,,
2466,3222.0,Jerome Bonnissel,Jerome,Bonnissel,1973-04-16,France,France,,M,Midfielder,12,16.0,6.0,4.0,4.0,8.0,,1.0,,,
2511,3285.0,Paul Bosvelt,Paul,Bosvelt,1970-03-26,Netherlands,Netherlands,,M,Midfielder,12,25.0,3.0,11.0,10.0,4.0,,1.0,3.0,,
1190,176853.0,Lee Bowyer,Lee,Bowyer,1977-01-03,England,England,8.0,M,Midfielder,12,24.0,1.0,10.0,6.0,8.0,2.0,1.0,5.0,,
2600,29499.0,Lee Bradbury,Lee,Bradbury,1975-07-03,England,England,23.0,F,Forward,12,,,,,,,,,,
1890,113638.0,Titus Bramble,Titus,Bramble,1981-07-31,England,England,19.0,D,Centre Central Defender,12,29.0,7.0,11.0,7.0,11.0,,,7.0,1.0,
1734,175345.0,Stephen Brennan,Stephen,Brennan,1983-03-20,Ireland,Ireland,2.0,D,Defender,12,,,,,,,,,,
1458,11905.0,Wayne Bridge,Wayne,Bridge,1980-08-05,England,England,18.0,D,Left Full Back,12,33.0,18.0,6.0,7.0,20.0,1.0,4.0,1.0,,
1270,4989.0,Michael Bridges,Michael,Bridges,1978-08-05,England,England,17.0,F,Forward,12,16.0,0.0,4.0,9.0,3.0,,,3.0,,
2533,179675.0,Martin Brittain,Martin,Brittain,1984-12-29,England,England,7.0,M,Midfielder,12,1.0,0.0,,1.0,,,,,,
2488,3253.0,Paul Brooker,Paul,Brooker,1976-11-25,England,England,,M,Midfielder,12,3.0,0.0,1.0,2.0,,,,,,
1211,39650.0,Wes Brown,Wes,Brown,1979-10-13,England,England,30.0,D,Centre Central Defender,12,17.0,4.0,4.0,6.0,7.0,,1.0,1.0,,
2469,3225.0,Malik Buari,Malik,Buari,1984-01-21,Ghana,Ghana,,M,Midfielder,12,3.0,0.0,,2.0,1.0,,,,,
2144,2765.0,Goran Bunjevcevic,Goran,Bunjevcevic,1973-02-17,Serbia,Serbia,,D,Defender,12,7.0,0.0,3.0,4.0,,,,,,
2143,28354.0,Robert Burch,Robert,Burch,1983-10-08,England,England,1.0,G,Goalkeeper,12,,,,,,,,,,
1904,3351.0,Mark Burchill,Mark,Burchill,1980-08-18,Scotland,Scotland,,F,Forward,12,,,,,,,,,,
1393,20441.0,Deon Burton,Deon,Burton,1976-10-25,Jamaica,Jamaica,,F,Forward,12,1.0,0.0,,1.0,,,,,,
1752,3385.0,Paul Butler,Paul,Butler,1972-11-02,Ireland,Ireland,,D,Defender,12,37.0,7.0,12.0,18.0,7.0,1.0,,7.0,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,12,21.0,3.0,1.0,6.0,14.0,1.0,,2.0,,
2539,31224.0,Lewis Buxton,Lewis,Buxton,1983-12-10,England,England,2.0,D,Defender,12,,,,,,,,,,
2318,2994.0,Jamie Cade,Jamie,Cade,1984-01-15,England,England,,F,Forward,12,,,,,,,,,,
1847,19373.0,Tony Caig,Tony,Caig,1974-04-11,England,England,40.0,G,Goalkeeper,12,,,,,,,,,,
1589,120446.0,Steven Caldwell,Steven,Caldwell,1980-09-12,Scotland,Scotland,13.0,D,Centre Central Defender,12,18.0,0.0,7.0,7.0,4.0,1.0,1.0,3.0,,
1333,30078.0,Callum Davidson,Callum,Davidson,1976-06-25,Scotland,Scotland,3.0,D,Defender,12,13.0,1.0,7.0,5.0,1.0,,,2.0,,
2473,7640.0,Zoumana Camara,Zoumana,Camara,1979-04-03,France,France,6.0,D,Centre Central Defender,12,13.0,1.0,2.0,9.0,2.0,1.0,,4.0,,
2581,3401.0,Colin Cameron,Colin,Cameron,1972-10-23,Scotland,Scotland,10.0,M,Midfielder,12,30.0,5.0,9.0,15.0,6.0,4.0,,5.0,,
557,5768.0,Sol Campbell,Sol,Campbell,1974-09-18,England,England,5.0,D,Centre Central Defender,12,35.0,14.0,11.0,,24.0,1.0,1.0,2.0,,1.0
2287,140236.0,Anthony Le Tallec,Anthony,Le Tallec,1984-10-03,France,France,9.0,F,Centre Second Striker,12,13.0,1.0,2.0,5.0,6.0,,1.0,,,
2076,20355.0,Dean Leacock,Dean,Leacock,1984-06-10,England,England,,D,Defender,12,4.0,1.0,1.0,1.0,2.0,,,2.0,,
2572,10746.0,Lee Naylor,Lee,Naylor,1980-03-19,England,England,12.0,D,Left Full Back,12,38.0,7.0,12.0,19.0,7.0,,,6.0,,
2079,2673.0,Sylvain Legwinski,Sylvain,Legwinski,1973-06-10,France,France,,M,Midfielder,12,32.0,10.0,9.0,12.0,11.0,,1.0,7.0,,1.0
2409,3131.0,Jens Lehmann,Jens,Lehmann,1969-11-10,Germany,Germany,13.0,G,Goalkeeper,12,38.0,15.0,12.0,,26.0,,,2.0,,
2276,2941.0,Brenton Leister,Brenton,Leister,1985-09-03,England,England,,S,Substitute,12,,,,,,,,,,
2213,2868.0,Sergio Leite,Sergio,Leite,1979-08-16,Portugal,Portugal,,G,Goalkeeper,12,,,,,,,,,,
2270,288361.0,Aaron Lennon,Aaron,Lennon,1987-04-16,England,England,17.0,M,Right Winger,12,11.0,0.0,1.0,9.0,1.0,,1.0,,,
2574,266152.0,Joleon Lescott,Joleon,Lescott,1982-08-16,England,England,,D,Left/Right Central Defender,12,,,,,,,,,,
1916,2415.0,Junior Lewis,Junior,Lewis,1973-10-09,England,England,26.0,M,Midfielder,12,,,,,,,,,,
2317,27643.0,Gary Liddle,Gary,Liddle,1986-06-15,England,England,4.0,D,Central Defender,12,,,,,,,,,,
2063,173877.0,Tobias Linderoth,Tobias,Linderoth,1979-04-21,Sweden,Sweden,6.0,M,Centre Defensive Midfielder,12,27.0,5.0,10.0,11.0,6.0,,2.0,5.0,,
1529,261158.0,Kevin Lisbie,Kevin,Lisbie,1978-10-17,England,Jamaica,10.0,F,Centre Striker,12,9.0,0.0,2.0,3.0,4.0,4.0,,,,
868,178026.0,Glen Little,Glen,Little,1975-10-15,England,England,17.0,M,Midfielder,12,4.0,0.0,2.0,2.0,,,1.0,,,
2207,263372.0,Danny Livesey,Danny,Livesey,1984-12-31,England,England,,D,Defender,12,,,,,,,,,,
1497,110400.0,Freddie Ljungberg,Freddie,Ljungberg,1977-04-16,Sweden,Sweden,8.0,M,Midfielder,12,30.0,2.0,10.0,,20.0,4.0,5.0,2.0,,
1959,123783.0,Lomana Lua Lua,Tresor,Lua Lua Lomana,1980-12-28,DR Congo,DR Congo,32.0,F,Forward,12,22.0,0.0,7.0,7.0,8.0,4.0,1.0,1.0,,
2493,26941.0,Josh Low,Josh,Low,1979-02-15,England,Wales,8.0,M,Midfielder,12,,,,,,,,,,
2594,100343.0,Luciano Figueroa,Luciano Gabriel,Figueroa Herrera,1981-05-19,Argentina,Argentina,30.0,F,Forward,12,1.0,0.0,,,1.0,,,,,
1306,111470.0,Luís Boa Morte,Luís,Boa Morte Pereira,1977-08-04,Portugal,Portugal,,M,Midfielder,12,33.0,10.0,8.0,13.0,12.0,9.0,4.0,9.0,,1.0
1246,1458.0,Claus Lundekvam,Claus,Lundekvam,1973-02-22,Norway,Norway,5.0,D,Defender,12,31.0,10.0,10.0,10.0,11.0,1.0,2.0,2.0,,
1650,3384.0,Oleg Luzhny,Oleg,Luzhny,1968-08-05,Ukraine,Ukraine,,D,Defender,12,6.0,0.0,1.0,4.0,1.0,,,2.0,,
2277,174515.0,Patrice Luzi,Patrice,Luzi,1980-07-08,France,France,16.0,G,Goalkeeper,12,1.0,0.0,,,1.0,,,,,
2115,29013.0,Mark Lynch,Mark,Lynch,1981-09-02,England,England,2.0,D,Defender,12,,,,,,,,,,
2450,55856.0,Yves Ma-Kalambay,Yves,Ma-Kalambay,1986-01-31,Belgium,Belgium,30.0,G,Goalkeeper,12,,,,,,,,,,
2567,3372.0,Mbulelo Mabizela,Mbulelo,Mabizela,1980-09-16,South Africa,South Africa,,M,Midfielder,12,6.0,0.0,,5.0,1.0,1.0,,1.0,,
2319,121122.0,Massimo Maccarone,Massimo,Maccarone,1979-09-06,Italy,Italy,,F,Centre Striker,12,23.0,0.0,6.0,9.0,8.0,6.0,2.0,3.0,,
1967,278351.0,Jürgen Macho,Jürgen,Macho,1977-08-24,Austria,Austria,,G,Goalkeeper,12,,,,,,,,,,
1215,29229.0,Jonathan Macken,Jonathan,Macken,1977-09-07,Ireland,Ireland,10.0,F,Forward,12,15.0,1.0,7.0,4.0,4.0,1.0,2.0,,,
2022,179582.0,Alan Mahon,Alan,Mahon,1978-04-04,Ireland,Ireland,11.0,M,Midfielder,12,3.0,1.0,1.0,1.0,1.0,,,,,
2454,174411.0,Claude Makelele,Claude,Makelele,1973-02-18,France,France,4.0,M,Centre Defensive Midfielder,12,30.0,14.0,5.0,6.0,19.0,,,2.0,,
2078,8768.0,Steed Malbranque,Steed,Malbranque,1980-01-06,France,France,17.0,M,Left/Centre/Right Attacking Midfielder,12,38.0,13.0,10.0,14.0,14.0,6.0,10.0,3.0,,
1728,2161.0,Carlos Marinelli,Carlos,Marinelli,1982-03-14,Argentina,Argentina,,M,Midfielder,12,1.0,0.0,,1.0,,1.0,,,,
2583,4908.0,Mark Davies,Mark,Davies,1988-02-18,England,England,16.0,M,Centre Attacking Midfielder,12,,,,,,,,,,
2086,278857.0,Steve Marlet,Steve,Marlet,1974-01-10,France,France,20.0,F,Forward,12,1.0,0.0,,,1.0,1.0,,,,
2359,134422.0,Dean Marney,Dean,Marney,1984-01-31,England,England,25.0,M,Centre Central Midfielder,12,3.0,0.0,,2.0,1.0,,,1.0,,
812,1994.0,Chris Marsden,Chris,Marsden,1969-01-03,England,England,,M,Midfielder,12,13.0,1.0,1.0,6.0,6.0,,1.0,4.0,,
730,11444.0,Andy Marshall,Andy,Marshall,1975-04-14,England,England,,G,Goalkeeper,12,,,,,,,,,,
146,3209.0,Nigel Martyn,Nigel,Martyn,1966-08-11,England,England,25.0,G,Goalkeeper,12,34.0,10.0,11.0,15.0,8.0,,,,,
2166,2802.0,Mika Masalin,Mika,Masalin,1986-01-29,Finland,Finland,,G,Goalkeeper,12,,,,,,,,,,
2556,161068.0,Matt Mills,Matt,Mills,1986-07-14,England,England,5.0,D,Centre Central Defender,12,,,,,,,,,,
259,5078.0,Dominic Matteo,Dominic,Matteo,1974-04-28,Scotland,Scotland,,D,Defender,12,33.0,2.0,9.0,16.0,8.0,2.0,,8.0,,1.0
2402,3230.0,Brian McBride,Brian,McBride,1972-06-19,United States,United States,20.0,F,Forward,12,16.0,1.0,6.0,5.0,5.0,4.0,1.0,,,
2222,2880.0,Neil McCafferty,Neil,McCafferty,1984-07-19,Ireland,Ireland,,M,Midfielder,12,,,,,,,,,,
1042,4538.0,Gavin McCann,Gavin,McCann,1978-01-10,England,England,,M,Centre Central Midfielder,12,28.0,9.0,9.0,7.0,12.0,,,4.0,,1.0
1438,1714.0,Jamie McClen,Jamie,McClen,1979-05-13,England,England,,M,Midfielder,12,,,,,,,,,,
2253,29571.0,Sean McDaid,Sean,McDaid,1986-06-03,Scotland,Scotland,3.0,D,Defender,12,,,,,,,,,,
2460,6570.0,James McFadden,James,McFadden,1983-04-14,Scotland,Scotland,11.0,M,Left/Centre Winger,12,23.0,0.0,5.0,13.0,5.0,,1.0,3.0,,
2340,315683.0,David McGoldrick,David,McGoldrick,1987-11-29,Ireland,Ireland,,F,Centre Striker,12,,,,,,,,,,
